french,wolof
Attends que j'aie fini de laver le riz !,Xaaral ba ma paree sebet ceeb bi !
C'est la tolérance qui assure une compagnie durable.,"Su àndub ñaar yàggee, kenn a muñ."
À quelles conditions t'a-t-il prêté la maison ?,Ci yan sart la la abale kër gi ?
Je fais coudre une robe à manches larges.,Ndoket laay ñawlu.
Je crois que c'est l'homme !,"Góor gi la, yaakaar naa !"
"Aujourd'hui, je prépare du'yaasa'.","Tey, damay yaasa."
Quoi te servent tes yeux ? On dirait un aveugle aux yeux ouverts.,Lu la sa bët yi di jariñ ? Nga mel ni gumba-xóll.
C'est sur un socle qu'on a posé le réservoir.,Ci ag tóoju lañu teg mbànd mi.
Ce sont ceux qui partagent un puits qui voient leurs cordes s'entrelacer.,Ñu bokk teen ñooy laxasoo ay goj.
La pluie a cessé.,Taw bi dal na.
La Vierge Marie est apparue à Bernadette ici plusieurs fois.,"Maryaama, Xiig bi feeñu na Bernadet fii ay yoon-i-yoon."
"Quand on parle du loup, on en voit la queue.","Ku doon laajte Faali, Ngoy a ngi."
Où as-tu gardé les cartouches ?,Foo denc sox yi ?
"Il s'agit vraisemblablement d'objets laissés là par un précédent occupant, car cela ne ressemble pas à ce que mon père pouvait rechercher.","Xam naa ni fa la ko Baay fekk ndax ni ma ko xame, nataal boobu woroo na lool ak gis-gisu Afrigam."
L'imperfection était déjà au début.,Tëgg gaa nga bañe ca mbànjaxaan ga.
Apporte-le chez le cordonnier pour qu'il le couse dans du cuir !,"Yóbbu ko ca wuude ba, mu ëw ko !"
Ma mère s'appelle Émilie Diouf.,"Sama yaay, Emili Juuf la tudd."
"Bien plus que des images habituelles du folklore, je me souviens d'un incident qui m'a marqué.",Lenn rekk laa fàttaliku ci tukki boobu te dootul génn mukk ci sama xel.
C'est dans l'au-delà que vous vous reverrez.,Laaxira ngeen di dajeeti.
C'est Omar qui a mangé le riz.,Omar a lekk ceeb bi.
Toutes mes copines m'ont offert un cadeau sauf toi.,Sama xarit yépp ndawtal nañu ma ba mu des yow.
"Les chutes de Kaburi, sur le Mazaruni, l'hôpital de Kamakusa, les maisons de bois le long du fleuve, les boutiques de chercheurs de diamants.","Ndox may balle Kaburi ak Masuruni, loppitaanu Kamakusaa, baraag yi topp dex gi, bitigi wutkati marjaan yi."
C'est depuis ma grossesse que j'ai pris l'habitude de manger de l'argile blanche.,Ca sama biir ba laa tàmme lekk kew.
"Aujourd'hui, il a eu au déjeuner du riz avec des sardinelles fumées.","Tey, ceebu keccax la añe."
C'est le contraire.,Safaan bi la.
Il fait semblant de fermer les yeux.,Dafay gëmm-gëmmlu.
"Moi vraiment ce que j'ai aperçu, malheur ! Un fleuve qui s'assèche soudain.","Man de li ma séen, aaxajala ! dex gu mag, jékki jékki rekk déy."
Nettoie le pain qui s'est émietté sur la table !,Fompal mburu mi ruus ci taabal bi !
Peux-tu apporter la bougie sans qu'elle s'éteigne ?,Ndax mën nga indi sondeel bi te du fey ?
Il a défait son étalage.,Làlli na njaayam ma.
Le mouton en entier.,Xar mi mépp.
"Va te laver la figure, tu as de la chassie.","Demal sëlmu, yaa ngi am laas."
Rien ne va mal chez-eux.,"Déedéet, defuñu dara."
Tu le suces encore un peu et tu me rends mon bonbon.,Dangay maccaat tuuti te delloo ma sama tàngal.
Je n'aime pas la nivaquine à cause de son amertume.,Soppuma niwaakin ndax wexaay bi.
Il ment.,Dafay nar.
"Va-t'en là-bas, avec ton air de poule mouillée par la pluie.",Demal fale ; ngay saf ganaar gu tawte.
Quel ami serais-tu pour eux ?,Ya di seen ban xarit ?
Quand je vois le Cymbium j'en ai la chair de poule.,Bu ma gisee yéet sama yaram dafay daw.
"C'est tout à fait droit, bien droit.",Dafa jub xocc xoccaaral.
Les soldats sont en rangs.,Soldaar saa ngi raŋ.
Il a allumé sa pipe et il fume.,"Mu nga taal gënnam, di tux."
Il a rendu l'âme.,Dog na.
"Sans doute cette rage de démolir les aurait-elle étonnés, eux qui vivaient dans un monde où les termites étaient une évidence, où ils jouaient un rôle dans les légendes. Le dieu termite avait créé les fleuves au début du monde, et c'était lui qui gardait l'eau pour les habitants de la terre.","Aka leen doon yéem ! Doon nan ñu laaj lu nu xiiroon ci rey ay mbindeef yoo xam ni, doonte ay gunóor kese lañu, kenn waru leen a metital. Xaley Ogosaa, dañ leen a yare ci jàpp ni dëkk ak i max lu jaadu la. Ci seen benn léeb sax, dañ naan ba àddinay sosu, max a sàkk lépp luy ndox, moo xam déeg la mbaa dex mbaa sax géej. Kon su dul woon moom, amul kenn ku dëkke jéeri kuy mucc ci mar."
Ne mange pas l'amande !,Bul lekk saal bi !
Il n'a pas un sou.,Amul pikini.
"En ce qui concerne cet oiseau, il est sauvé.","Picc moomu moom, raw na."
Il a pris son emploi à la légère.,Dafa foye palaasam bi.
On t'a apporté un paquet.,Indil nañu la ab lem.
J'enfant d'un autre lit peut être plus utile que l'enfant que tu as mis au monde.,Doomu-jiitle mën na ëpp njariñ doom ji nga jur.
Vends-moi des acras.,Jaay ma akara.
Celui-là est plus acariâtre que toi.,Kookoo la gëna naan-kaani.
Il dit que c'est Fatim.,Mu ni Faatim la.
C'est la manière de partir qui est maladroite.,Demin bee ñaaw.
C'est lui qui allait,Moo doon dem
Mon nom est ...,Maa ngi tudd ...
Cette poignée ne peut pas entrer dans ta bouche.,Ñaag bi xéjul ci sa gémmiñ.
Il faudra le touiller avant de le boire.,Nanga ko jaxas bala nga koy naan.
"Malheureusement, les enfants ne veulent pas","Waaye nag, xale yi bëggunu"
Combien le tout ?,Mboole mi ñaata ?
Ils préparent leur complot mais Dieu est magnanime.,"Ñu ngiy lal seen pexe, waaye Yàlla baax na."
Tu frappes tes deux mains sur le sol et tu les appliques sur ton visage.,"Dangay dóor sa ñaari loxo ci suuf, masaa sa kanam."
Pourquoi n'augures-tu pas une bonne chose ?,Lu-tax doo gaatnga lu baax ?
Tu ne partiras donc pas ?,"Doo dem, xanaa ?"
Elle dit que tu dois râper les carottes.,Mu ne nga joos karoot bi.
Le train passe par le tunnel.,Ci mburgël mi la saxaar giy jaar.
Le foyer est éteint.,Taal bi giim na.
Ne tiens pas l'enfant debout maintenant ; attends que ses jambes soient plus fermes.,Bul taxawal xale bi léegi ; xaaral ba tànk yi gëna muus.
"Les choses en ce bas monde sont comparables à de l'eau sur un terrain sablonneux ; en même temps qu'elle recouvre le sol, elle s'y infiltre.","Àddina, ndoxum joor la ; buy taa, mu ngay ŋiis."
"Ce qu'une seule personne peut faire, deux le font encore mieux qu'elle.","Lu kenn mën, ñaar a ko ko dàq."
C'est l'homme qui serait venu,Góor gi moo ñëwkóon
Ils jouent.,Dañuy fo.
"Quand une souris fait montre de trop de familiarité avec un chat, c'est qu'il y a un trou à proximité.","Fu janax yabe muus, pax a jege."
Pose-le par terre !,Teg ko ci suuf !
"Maintenant alors, tu peux rassembler les petits tas d'arachides.","Léegi nak, mën ngaa dajale tar yi."
Jusqu'à Abdou.,Ba ca Abdu.
"Quand on prie pour l'enterrement d'un défunt, il n'y a pas de génuflexion.",Jullee néew amul ràkka.
Je suis en paix.,Jaam rek.
Il est allé deux fois en pèlerinage à La Mecque.,Aj na ñaari yoon.
Moussa vous a dit que j'étais à la retraite.,Musaa wax na leen jël naa sama retraite.
Ne rejette pas sur moi l'eau que tu as dans les narines.,Bul féeru ci sama kow.
Est-ce qu'injurier fait partie d'une bonne éducation ?,Ndax saaga bokk na ci yar ?
Il s'est rengagé dans l'armée.,Ràngu na.
La cour a assez duré ; qu'il vienne faire sa demande en mariage.,Ndoxaan li doy na ; na ñaansi.
Leur liaison n'a pas excédé un mois.,Seen ngoro gi weesuwul weer.
C'est celui-là.,Kile la.
"Le voilà, là-bas, qui s'en va",Mu ŋgooguu di dem
"Ces journées à courir dans les hautes herbes à Ogoja, c'était notre première liberté.","Kon nun, bés ba nu njëkkee teg tànk Ogosaa sun neexoon ni : « Guléet tey nu ñam cafko moom sa bopp ! » Daanaka noo moomoom lépp lu sunuy bët daan daj."
Elle est mariée à un homme riche.,Waa ju am-alal lay séyal.
C'est l'eau qui l'a raviné.,Ndox mee ko gas.
On a accroché des anneaux les uns aux autres.,Ay jaaro lañu lonkalante.
Je me suis fondé sur ce que tu m'as dit.,Ci li nga ma wax laa dëgg.
"Leur stature, leurs seins lourds, la peau luisante de leur dos.",Seen jëmm. Seeni ween yu diis. Seen der yiy melax. Seen diggu-ginnaaw.
Fils de l'oncle maternel.,Jëkkëru yoonu Yàlla.
Il y a des pays où les mécréants sont plus nombreux que les musulmans et les chrétiens.,"Am na réew yu, yéeféer yaa gëna bare jullit ya ak kercen ya."
L'accueil est chaleureux.,Teeru bi xumb na.
Le musulman ne doit pas boire de l'alcool.,Jullit warula naan sàngara.
"Il n'y a pas plus quémandeur que toi, pire qu'un griot.","Kenn dàqu laa ñaan, géwël sax daw-raw."
C'est bien moulu maintenant.,Mokk na rumbux léegi.
Je cuis les poissons à l'étuvée.,Damay muusal jén yi.
Qui a dénoué le paquet ?,Ku fecci ëmb bi ?
Chaque.,Bu nekk.
"Donne-m'en un autre, celui-ci est défoncé.","Jox ma beneen, bii dafa nóox."
Il est venu pour nous encadrer.,Dafa dikk ngir jongëru nu.
Seule une personne qui a une famille nombreuse peut savoir l'effet d'un sac de riz épuisé avant la fin du mois.,Jaboot rekk a mëna xam luy saaku ceeb bu jeex ci biir weer.
C'est chaud au point de fumer.,Dafa tàng bay saxaar.
C'est lui qui avait été,Moo demoon
Il suffit d'une après-midi de travail pour finir le travail à faire au champ.,"Tool ba dey, ab ngont rekk, mu sotti."
Tu ne m'as vendu que des os.,Ay yax rekk nga ma jaay.
J'encens dont je suis embaumée et que tu ne perçois pas.,Cuuraay li ma sàlloo te doo ko gis.
Le seau fuit.,"Siwo bi, dafay senn."
"C'est toi qui as battu le ndënd, c'est toi qui as battu le sabar.","Yaa tulli, yaa sabaru."
Le voilà qui part !,Mi ŋgii di dem !
Attends qu'il ait descendu ses bagages.,Xaaral ba mu wàcce ay bagaasam.
"Quand tu auras dépouillé et dépecé le mouton, tu me mettras à part la couche de graisse enveloppant l'estomac.","Boo feesee xar mi, nga beral ma càng gi."
Que personne ne touche à mon gant de bain.,Bu kenn laal sama jàmpe.
Mais il est énervant celui-là !,Kii dafa lakkale waay !
"Ça vraiment, je ne peux pas le supporter.","Lii daal, mënuma koo muñ."
Que Dieu me préserve de toi !,Subóqun-ma la !
La voiture s'arrête et laisse passer le train.,"Woto bi dafay taxaw, bàyyi saxaar mu jàll."
Bonne santé !,Wer gu yaram !
Il ment.,Dafay caar.
Enfin je vais avoir l'opportunité de connaître Gorée.,Ndax ma xam Gore.
C'est dans ce camp que vous essayerez de faire entrer la balle.,Ci kër gii ngeen di jéema dugal bal bi.
J'ai vu tous ces moutons-ci.,Gisoon naa xar yi yépp.
Cela me gêne de lui emprunter de l'argent.,Ruslu naa koo leb xaalis.
C'est qu'il est roi.,Dafay buur.
"Le fait, pour un âne, de se dresser sur la pointe des pieds ne lui fera pas atteindre la taille d'un dromadaire.","Yuqéelu mbaam, du ko taxa day ni gëléem."
"Un autobus, c'est lent ; c'est un taxi qui t'arrangerait.","Jox ko rajo bi, mu jagal ko donne-lui la radio pour qu'il la répare ! Bis dafa yéex ; taksee la doon jagal."
Je ne sais pas pourquoi il a mis un anneau au museau du mouton.,Xamuma lu-tax mu nos xar mi.
"Si tu nous suis, je te ferai boire la tasse.","Soo nu toppee, dinaa la naq."
Il a disposé des pieux en croix à l'entrée du champ.,Dafa galan ay jën ci buntu tool bi.
Celui-là qui se déplace difficilement peut nous attendre.,Kii di ŋat-ŋati mën na ñu xaar.
À qui as-tu donné de l'argent ?,Koo jox xaalis ?
Passe-moi le bol qui contient la tête et les arêtes de poisson !,Jottali ma boolu maccaat bi !
C'est pour les nouveaux initiés circoncis qu'on organise des jeux.,Bërlóor yi lañuy fowal.
"À partir de cet échec, l'Afrique n'a plus pour lui le même goût de liberté.","Li mébét mu am solo moomu àntuwul, soppi na lu bari ci gis-gisu Afrigam."
Il te l'a offert parce qu'il veut te corrompre.,"Dafa la ko may, ndax bëgg laa ger."
Le turban fait cinq mètres.,Kaala gi mat na juróomi meetar.
C'est une personne pieuse.,Ku jullite la.
Viens,Agsil
Dis à d'autres de partir !,Waxal ñeñeen ñu dem !
C'est la sortie du cinéma.,Sinemaa tas na.
Je viendrai là-bas dans l'après-midi.,Dinaa fa ñów ci ngoon gi.
Quelle partie veut-il,Fu mu bëgg
Le commerce ne rapporte plus rien à cause de la douane.,Njaay mi indeetul dara ndax duwaañ bi.
Les petites choses que je vends ne me procurent pas les moyens d'aller à La Mecque.,Li may jaayaatu dey mënu maa yóbbu Màkka.
"Il poussa un grand cri, puis rendit l'âme.","Mu xaacu, daldi dog."
"Demain, nous nous retrouverons au mausolée pour enlever l'herbe.","Suba, dañuy daje ca xabru ba ngir dindi ñax ma."
Il est circoncis.,Xaraf na.
Je crois que ce n'est pas celui-ci !,Defe naa du kii !
"De la même façon, une année le colis de pâtes de goyave d'Afrique du Sud n'est pas parvenu pour le jour de l'an, et nous avons su que le docteur Jeffries avait disparu.",Ñuy demati ba bés at mi dee te konfitiiru guyaab jógewul bëj-saalumu Afrig. Ndekete Doktoor Sefiriis tamit saayoon na.
C'est une voiture bien adaptée à la plaine sablonneuse.,Woto bu mën joor la.
Dans le troupeau.,Coggal gi yépp ay pël-pël rekk la il n'y a que des moutons pël-pël.
Ce n'est pas la vérité.,Du dëgg.
Il t'a corrompu.,Dafa la jénd.
Son Altesse ! vous avez vaincu un brave avec la complicité d'une méchante vieille.,Buur ! daaneel nga jaambaar ci luqnjuuru màgget mu bon.
Ma pince à épiler est perdue.,Sama mungaas ba réer na.
Il l'a offert à son grand frère.,Magam ju góor ji la ko may.
"Les circoncis sont assis sur le postérieur, les jambes tendues.",Njulli yaa ngi tal-tooge.
Tu es déjà prêt ?,Pare nga xaat ?
C'est quand ils le burent qu'ils devinrent fous.,Ba ñu ko naanee daal lañu katakayna.
Le gecko me donne des frissons.,Tabandoor bi dafay daw sama yaram.
Un commerce dont tu ne tires pas de profit n'a pas d'utilité.,Njaay moo dul waal amul njariñ.
"Alors qu'elle est à peine remise de son accouchement, ma mère doit partir, d'abord vers Paris, puis en zone libre.","Sama yaay di wësin bees, war a daw laquji ca bëj-saalumu Frãs – mooy fa Almaañ bañoon a yilif. Waaye Pari la ko jaare."
L'homme dit qu'il serait peut-être là.,Góor gi nee na soo demee mi ŋgi fi.
Voilà que tu as été dans un lieu interdit.,Yaa ŋgii demoon fu ñu la tere.
Serre-moi la main !,Ëndi juróom !
"Elle est enceinte, c'est pour ça qu'elle aime les fruits du Landolphia.","Jigéenu-wérul la, moo tax mu bëgg tol."
Détache le veau pour qu'il aille téter !,"Lokkil sëllu wi, mu nàmpi !"
"Les sacs du grand dromadaire, on ne les met pas au petit.","Ngaaxi tukkal, kenn du ko perngal mboccor."
Chaque homme.,Góor gu-nekk.
"Aussi riche sois-tu, tu ne dois pas croire qu'il en sera toujours ainsi.","Loo am-am-alal, warul tax nga naagu."
Appelles-en d'autres !,Wool ñeneen !
Mieux vaut aller pieds nus qu'avec des chaussures qui vous déchirent les pieds.,"Dàll yuy xotti ay tànk, paddaañoo ko gën."
Ce n'est pas tellement loin.,Taxu koo sori.
Il y avait un puits qu'on avait commencé à forer.,Ab jàjj a fa nekkoon.
Ils se tiennent par les épaules.,Dañu lëngoo.
"Oui ceci est comme je te l'avais dit seulement. C'est du riz au poisson posé sur un plat blanc. Une sorte de patte de tamarin est mise au-dessus. Oui si tu regardes le riz, il y a une cuillère noire qui <unk> dessus de la patte de tamarin.","Waaw lii de comme ni ma la ko waxe woon rekk, ceebu jën la, ñu teg ko ci palaat bu weex, teg lu mel ni ay ñambaan, daldi koy teg ci kow. Waaw boo xoolee ceeb bi, am na benn kuddu bu ñuul bu koy cubb, bu cubb ñambaan ci kow."
Qui est ton ami maintenant ?,Ku di sa xarit léegi ?
Est bon pour la santé.,Kinkilibaa dafa baax ci wér-gi-yaram le kinkilibaa.
Il ne lui est rien arrivé.,Dara wokku ko.
"Maintenant, tu commences à prendre de l'âge ; tu devrais laisser le commerce aux enfants.","Léegi, magal nga ; danga wara bàyyi njaay mi ak xale yi."
Il y a foré un puits dont la paroi n'est pas cimentée.,Teenu sórin la fa gas.
L'homme soutient que les enfants y eussent été.,Góor gi nee xale yi demkoon nañu fa.
C'était son hôte habituellement.,Moo doon ganam.
On doit retirer de la circulation tous les taxis en mauvais état.,War nañu jële ñankari taksi yépp ci sirkilaasoŋ bi.
Ils correspondent en wolof écrit avec des caractères arabes.,Ci wolofal lañuy bindantee.
Mes ablutions sont encore bonnes.,Maa ngeek njàpp.
Je n'ai plus aucun plat.,Amatuma benn palaat.
"Je te parle de billet pour La Mecque, tu fais digression.","Maa ngi lay wax paasu Màkka, ngay jéllale."
"Tous ceux-là, dont il fut question, ne sont pas partis",Ñooñu ñépp woon demuñu
"Bien entendu, il ne nous en parlait jamais.","Muy nag, lu ma foog doŋŋ, ndax Baay masunoo wax lu ci jëm."
C'est en raison de sa sagesse que tout le monde le considère.,Mànduteem la ko ñépp nawe.
"Ma foi, qu'est-ce qui va me débarrasser de toi.","Céy, lu may fasale ak yow."
"Ne bois pas couché sur le dos, tu avalerais de travers.","Bul jaaxaan di naan, dangay coroxaan."
L'eau est arrivée jusqu'à ma cheville.,Ndox mi agsi na ba ci sama wuq wi.
"Ne le couvre pas avec un deuxième pagne, il fait chaud.","Bu ko rogganti, dafa tàng."
"S'il y a quelqu'un pour t'initier, ça ira plus vite.",Su amee ku la tette lay gëna gaaw.
"Demain Astou finira son tour, ainsi elle pourra te tresser.","Ëllëg, Astu fégal bu ko defee, dina la mana létt."
C'est cet enfant qui a arraché mon sifflet.,Xale bii moo nangu sama mbiib.
"Celui qui est parti, c'est quelqu'un que j'apprécie !",Kooku dem ku më bëgg la !
Je viendrai te voir dans trois jours.,Dinaa la seetsi gannawaati-ëllëg.
Il est gonflé de colère.,Dafa mer ba futt.
Il y avait des gens qui creusaient pour garder leurs biens enfouis.,"Amoon na ñu daan gas, di ci denc seen alal."
"Quand je l'ai croisé, il a détourné le regard de honte.","Bi ma dajee ak moom, dafa dummóoyu ndax gàcce."
Ton crâne rasé te donne un autre visage.,Sa nel bi dafa la jox beneen kanam.
Coupe-le avec un peu d'eau !,Rax ci tuuti ndox !
Enfant aux rêves soyeux,Gone gi ci gént yu neex yi
"Prends un peu de la poudre, enduis-t'en le visage.","Sàkkal tuuti ci sunguf si, diw ci sa kanam."
C'est un grand quartier mais il n'y a pas de grande mosquée.,"Gox bu mag la, waaye amul jumaa."
Où est l'entonnoir ?,Ana lantinoor bi ?
Aucun de tes neveux n'est aussi paresseux que celui-là.,"Sa jarbaat yi, jenn gënu kë ci tayel."
Je parle de cet homme-ci.,Kile nit laa wax.
Cet espace est suffisamment large.,Dànd gii yaatu na lu doy.
Cela fait partie de leur tradition.,Ci seen baax la bokk.
"Quand tu auras cueilli du niébé, tu en enverras à Khadi.","Boo saqaatee, yónnee ci Xadi."
"Le voilà, il est unique en son genre.","Mi ŋgi, benn la ci ndàyam."
C'est lui qui était premier ministre.,Moo doon farba.
Place-le plus haut.,Gën koo kaweel.
Elle cherche un collier de cornaline.,Caqu peme lay wut.
Le trône en or où il s'asseyait est encore là-bas.,Gàngunaayu wurus ma mu daan toog a nga fa ba tey.
Le dénuement est mauvais pour l'homme honnête.,Ñàkk baaxul ci gor.
Ils se querellaient pour des futilités.,Dañu doon jàppante ndax yu ñàkk-fayda.
C'est dans le tronc qu'on a taillé la pirogue.,Ci dàtt bi lañu yett gaal gi.
"Ce n'est pas que je n'ai pas le temps, je ne veux pas y aller.",Du càggan ne dama amul jot ; dama bëggula dem.
J'ai appris qu'Omar et Astou ont une liaison.,Dégg naa ne Omar dafay ngoro ak Astu.
C'est quoi cette agitation ?,"Tés-tés jii, lan la ?"
J'ai vu Marie à l'église.,Gis naa Mari ca jàngu ba.
"Je suis un pilier porteur. Si je quitte une hutte, elle s'effondre ; si je quitte une hutte, elle naay ; si je me dirige vers une hutte, elle saay.","Man, maa di kenu. Mbaar mu ma jóg, mbaar ma bëpp ; mbaar mu ma jóg, mbaar ma naay ; mbaar mu ma jém, mbaar ma saay."
Les chevrons ne sont pas en nombre suffisant.,Laat yi doyuñu.
C'est ton honnêteté qui te protège.,Sag njub a lay sàmm.
C'est la rue qui sépare les deux quartiers.,Mbedd mee xàjjaatle ñaari gox yi.
L'homme avait été,Góor gi demoon na
Je t'aurai.,Dinaa la jàpp.
Fais attention à ne pas crever la vésicule biliaire.,Moytula bëtt wextan wi.
Lequel n'as-tu pas vu ?,Benn ban ŋga gisul ?
