french,wolof
"Oh là petit bonhomme, où t'en vas-tu à cette heure-ci tout seul ?","Moo ngone sii, fooy dem waxtu wii yow doŋŋ ?"
"Un jour, le lion surgit devant lui.","Benn bés, gaynde ga ne jimeet ci kanamam."
Ce qui avait cours n'a plus cours.,"La woon, wonni na."
"Dans un pays, quand il arrive que la reine danse, les courtisans ne doivent pas avoir scrupule à esquisser quelques pas.","Am réew, su fa lingeer dee fecc, ku fay woyaan doo rusa yaŋas."
Astou a quitté son domicile conjugal.,Astu dafa fay.
"Va réviser le verset, tu ne l'as pas encore bien assimilé.","Demal nafar saar wi, mokkalaguloo ko."
La pipe que tu lui as offerte est belle.,Naanu gi nga ko may rafet na.
Les dartres t'ont enlaidi.,Xam ji dafa la ñaawal.
"Seigneur, prends pitié de moi car je ne suis qu'un pécheur.","Borom bi, yërëm ma ndege moykat rekk laa."
Où est le surveillant ?,Ana lam bi ?
Il a emprunté ma chemise et en a fait sa propriété.,Dafa àbb sama simis daldi ko def ag moomeel.
Quel Modou ? Ne s'agirait-il pas de Modou Pouye ?,Ci man ?
Je n'aime pas la purée d'oseille avec du gombo.,Soppuma ranq bu am kànja.
"Décroche la chemise, mets-la avec le linge à laver !","Wékkil simis bi, def ko ci póot mi !"
L'oiseau s'est perché sur le faîte pointu du toit de la case.,Picc maa ngi tag ci puju néeg bi.
Attends que la terre soit suffisamment imbibée pour creuser.,"Xaaral ba suuf si màndi, nga sog di gas."
Leur balle est tombée dans le tas de paille qui brûle.,Seen bal dafa tàbbi ci sébb bi.
Passe encore que tu ne fasses pas l'aumône à un aveugle mais laisse-lui son obole.,"Boo saraxatul gumba, bàyyi ko ak yalwaanam."
Toi tu eusses été notre guide.,Yaw doonkoon ŋga suñu njiit.
Qui as-tu envoyé au marché ?,Kan nga yónni marse ?
Ton feu est bien pris ; viens commencer.,Sa taal bi bërëx na ; kaay tàmbali.
Il n'en a fait qu'une bouchée.,Wenn lanc la ko def.
"Celui qui sert le repas avec la main, sans la cuillère ne recommencera pas.","Ku yakke loxo, bàyyi kuddu, doo ko ñaareel."
"Si tu laves le poisson là où tu l'as pris, il va s'échapper.","Jén, fa nga ko jàppe, soo ko fa sangee mu rëcc."
Ne le décolle pas !,Bu ko tàyyi !
Ils marchent le long de la plage.,Dañuy leru tefes gi.
"Vois quelqu'un qui est libre, va avec lui !","Seetal ku am-jot, nga ànd ak moom !"
C'est elle qui fait la provision de bois mort et qui fait la cuisine.,"Mooy taxan, di togg."
Ne te fais aucun souci pour cela.,"Sam xalaat, denc ko ton idée, garde-la ! Bu ci am menn am xalaat."
Quand le village a-t-il été créé ?,Kañ la dëkk bi sosu ?
Le Sénégal est un pays d'hospitalité.,"Senegaal, réewum teraanga la."
On va faire la fête.,Dina mel ni dekkal Maysa Tenda.
"Sur la photo, je vois des chambres avec des sommets pointus qu'on appelle des cases. En plus elles sont dans un lieu où il y a beaucoup d'herbes vertes et des baobabs à coté. Il y a trois chambres près d'eux.","Nataal bii de maa ngi ci gis ay néegi puj puj waaw loolu ñu naan néegi puj, ba noppi mu nekk foo xam ne am ñax mu vert la am mu bari, am garabu guy gu nekk ci wetam. Am ñetti néeg yoo xam ne ñu ci seen wet."
Où est l'argent ?, Ana koppar gi ?
Maure.,Naaru Gànnaar.
"Il resta perché en haut, regardant Lièvre.","Mu toŋ ca kaw, di xool Lëg."
J'ai vu vaches d'Europe.,Gis naa nagu Tugal.
Comment peux-tu manger une chose si amère ?,Noo mana lekke lii forox toll ?
Certains contes nous rappellent les défauts de l'homme.,"Yenn léeb yi, dañu ñuy fàttali sikkaangey nit."
C'est sur cet argent que je compte.,Ci xaalis boobu laa yaakaar.
Ne me compare pas à lui !,Bu ma méngale ak moom !
Je n'en fais pas partie est mieux que ce n'est pas moi seul.,"Du man rekk, bokkuma cee ko gën."
Mon épouse est tellement jalouse qu'elle veut que je ne parle à personne.,Sama jabar dafa fiir ba bëggul ma wax ak kenn.
"Ce qui me fait de la peine dans cette affaire, c'est que j'ai voté pour lui.","Li ma metti ci afeer bi, mooy li ma ko woteel."
Il est allé à la plage.,Dafa dem tefes.
"Quand il y a une vache quelque part, une hyène y mourra.","Fu nag nekk, bukki dee fa."
Il défait la boîte.,Mu ngiy dàjji boyet bi.
C'est confidentiel.,Afeer la.
Il est jaloux.,Dafa añaan.
Quand l'envie lui en prend.,Bu ko ci Yàlla xiiree.
Être méchant.,Ñuul xol.
"Si je dois mourir en brousse, pourvu que ce soit un lion qui me tue.",Su may dee ci àll gayndee may rey.
Le voici qui s'est rempli la bouche d'eau et s'apprête à me tremper.,"Mu ngi nii guujal ndox, di ma waaja tooyal."
Qui va lui acheter sa camelote de montre ?,"Montaram bu xuuj boobu, ku koy jénd ?"
Soyons optimistes !,Nanu rafet-njort !
C'est la femme de mon oncle maternel qui m'a fait appeler.,Sama yumpaañ a ma woolu.
Qu'est-ce qui a fait qu'il soit parti ?,Lu waral mu dem ?
On croyait que tu allais partir matin et soir !,Dañu defewoon ci ŋgoon ag ci suba yépp da dem !
Il achète des poulains et les revend.,Dafay jénd ay mool di leen jaayaat.
Il n'a fait qu'en prendre un peu du bout des doigts.,Dafa ci coppati rekk.
Tu videras les poissons et tu les laveras proprement.,Nanga butti jén yi te raxas leen ba ñu set.
La dame voudrait bien que vous ayez mais aussi que vous donniez.,Jigéen ji bëgg na ŋgeen am waaye it ŋgeen di maye.
Il y a beaucoup de « chardons » sur la route de ton champ.,Sa yoonu tool dafa bare ay taqentaan.
Enlève-lui l'entrave !,Dindil ko jataŋ bi !
Ñów je sais qu'il viendra.,Xam naa ne dina.
Le pilier principal ne peut pas supporter le toit de l'abri.,Kenu gi àttanul mbaar mi.
Il est cruel.,Xolu gaana la am.
"Maintenant, tu commences à prendre de l'âge ; tu devrais laisser le commerce aux enfants.","Léegi, magal nga ; danga wara bàyyi njaay mi ak xale yi."
Il perce le pot de lait.,Dafay bënn potu meew bi.
"Maintenant il est tard ; si nous partons, nous ne l'y trouverons pas ; il s'en va tôt le matin.","Léegi, naaj na ; su nu demee, dunu ko fa fekk ; Suba teel lay xéy."
Je t'ai vu avec lui !,Gis naa la ak moom !
C'est dans la broussaille que le lion a dévoré la vache.,Ca worox wa la gaynde gi lekke nag wi.
Moussa est un homme digne ; il n'est pas de moments difficiles dont il se plaigne.,Musaa gor la ; jamono du metti ba mu jooytu ko.
Travailler sous ta direction est une chose qui me plaît.,"Liggéey ci sag njiiteef, lu ma neex la."
Cet homme est un Laobe de Saint-Louis.,Gor gii di Lawbe Ndar.
"Chaque fois qu'on va en terre étrangère, on est dépaysé.","Bitim-réew, saa yoo fa demee, tumuraanke."
"Sur cette photo, il y a du verre. Cependant, le verre est composé de plusieurs verres superposés. Aucun de ces verres ne ressemble à l'autre. Le verre, il y a un objet qui le tient et qui est sur le sol. Oui, un objet qui le tient.","Nataal bii de nataal la boo xam ne verre la, verre bi nag mi ngi nekk weer weer yoo xam ne dañoo tegalante, verre yi nag benn bokku ceek moroomam waaw. Verre bi am na affaire bu ko tée boo xam ne mi ngi ci suuf, waaw affaire bu ko tée."
Ainsi fut.,Noonu la woon.
Ce que Dieu a dit en paraboles dans le Coran.,Li Yàlla dëxëñ ci biir Alxuraan.
C'est une mue de serpent.,Deru jaan ju ruggéeku la.
"Il est honnête, c'est pour cela que j'accepte de travailler avec lui.","Dafa gore, moo tax ma nangoo liggéey ak moom."
"Dans un pays, quand il arrive que la reine danse, les courtisans ne doivent pas se faire scrupule à esquisser quelques pas.","Am réew, su fa lingeer dee fecc, ku fay woyaan doo rusa yaŋas."
Il s'en va marchant d'une façon saccadée.,Mu ngale di yukk-yukki di dem.
C'est la grue qui l'a fait monter.,Lenge bee ko yéege.
"À cause de cette façon de se coucher, il fait pipi au lit.",Tërin wii dafay tax muy saw lal.
Accompagne-moi avec le ndënd.,Tullil ma.
Le beurre provient du lait.,"Dax, ci meew la jóge."
"Il a la gueule de bois, cherche-lui une bière !","Dafa laxal, wutal ko benn beer !"
Tu devrais détacher le gigot du mouton.,Danga wara tàggale pooju xar bi.
Ils sont si nombreux que personne n'en sait le nombre.,Dañu bare ba kenn xamul lim bi.
Il ne sert à rien d'être méchant.,Soxor amul njériñ.
L'homme ira,Góor gi dana dem
"À ceux-ci, ceux-là, à ceux qui sont là-bas","Ñii, ñee, ñooñu"
Elle est mariée à un homme riche.,Waa ju am-alal lay séyal.
Comment participerais-je à une chasse nocturne alors que ma vue est mauvaise ?,"Nu may bokke ci sooraange, te samay bët neexuñu ?"
Leur maison.,Seen kër.
L'alcool est entièrement nocif.,Sàngara dafay lore doŋ.
Je sens un début de paludisme.,Sama yaram waa ngiy neg-negi.
"Il est dépourvu de finesse, il n'a même pas pensé que j'ai besoin de mon argent.","Dafa ñàkk-xel, xalaatul sax ne soxla naa sama xaalis."
Il est tellement mal élevé que tu ne peux t'imaginer.,Dafa reew ba nga ne lii lan la.
"Si pourquoi, chaque fois que tu as fini de laver le cheval, va-t-il se rouler dans le sable ?","Lu-tax, boo sangee fas wi ba-noppi rekk, mu fëlëñu ci suuf ?"
C'est quand j'attisais le feu que j'ai rajouté du sel.,Bi may xamb taal bi laa yokk xorom.
"Quand la sourate sera bien sue, tu iras jouer.","Bu saar wi mokkee, nga dem foyi."
Pourtant l'arbre vit.,Ndaxam garab gaa ngiy dund.
Il ne faut pas m'en vouloir pour mon irascibilité.,Bu ma jàppe sama gaawa mer.
Il poursuit la poule.,Mu ngiy dàqe ganaar gi.
Évente l'enfant pour qu'il s'endorme !,Uppal xale bi ndax mu nelaw !
"Aujourd'hui, je chanterai les louanges de tes ancêtres.",Tey ma tagg say maam.
Cherche-moi une allumette pour que je me cure les dents !,"Wutal ma bantu almet, ma sekketu !"
"Pourtant cet enclos, on pourrait y semer des melons.","Ndaxam wërmbal gii dey, mënees na fee ji xaal."
C'est une pluie moyenne.,Taw bu yem la.
Ne pose pas la bougie à même la table !,Bul teg sondeel bi ci taabal bi !
"Habituellement, c'est le lundi que nous nous réunissons.",Altine lañu baaxoo daje.
Il y a un cobra qui habite dans le creux de l'arbre.,Am na ñàngóor mu dëkk ci lëm gi.
L'homme voudrait voir celui qui était parti,Góor gi bëgg na gis ki demoon
"Alors l'homme reconsidéra la chose, reconsidéra l'affaire.","Noona góor gi seet lëf ki, seetat mbir mi."
Tu as mouillé tes habits.,Tooyal nga say yére.
"Quand je déglutis, ça fait mal.",Bu may wonaasu dafay metti.
Il est debout au milieu du cercle et parle.,Mu nga taxaw ca diggu géew ga di wax.
"Ce à quoi nous devons faire attention dans les contes, c'est leur visée.","Li ñu wara seetlu ci léeb yi, mooy seen jëmu."
"L'an prochain, j'irai avec mon épouse en pèlerinage à La Mecque à la fête de fin de ramadan.","Déwén, dinaa umra ak sama jabar."
Il a été quelqu'un !,Nit la !
As-tu des cuisses de poulet ?,Am nga pooji ganaar ?
Place-le en hauteur à cause de l'enfant !,Teg ko fu kawe ndax xale bi !
Sucre-le !,Suukar ko !
"Eux, je ne leur écrirai pas.","Ñoom, duma leen bind."
"Un jour, le lion surgit devant lui.","Benn bés, gaynde ga ne xusër ci kanamam."
Ce fait dépasse les limites.,Jëf jii dey jéggi na dayo.
D'où vient cette huile ?,Fan la diw gii jóge ?
"Il l'a repoussé avec violence, il est tombé.","Dafa ko falaŋ, mu daanu."
Qu'a t-il dit ?,Lu mu wax ?
Chaque éclat doit coûter cinq mille francs.,Fellit bu nekk war na jar junni.
"Après le baptême, tu me rassembleras la vaisselle au complet.","Bu ngénte li weesoo, nanga ma dajaleel ndab yépp ba ñu daj."
Maure du Cayor.,Naaru Kajoor.
"Il regarde fixement, avec attention.",Mu ngi ne keww di xoole.
On devrait placer un policier ici pour les taxis clandestins qui tournent à la recherche de clients.,Dañu fi wara teg alkaati ndax sofoor yiy siiru.
L'angle est entamé d'un morceau.,Koñ bi dafa xàppatiku.
"Depuis que tu lui as défendu d'aller jouer, il s'en prend à Omar pour un oui ou pour un non.",Ba nga ko teree foyi ba-tey dafa singali Omar.
"Les Maures venaient, razziaient tout le village et s'en allaient.","Naar yi dañu daa dikk, lël dëkk bépp daldi dem."
"Une dispute, c'est comme une déchirure, il appartient à chacun de voir comment la recoudre.","Wax, ab xottiku la, kenn ku nekk, yaa xam noo koy ñawe."
Les deux chefs d'État se saluent.,Ñaari seef detaa yaa ngiy nuyoo.
Plie tes doigts !,Bankal say baaraam !
Il est constipé ; voici quatre jours qu'il n'est pas allé à la selle.,Dafa sank.ñenti fan a ngi demul.
"Nous n'avons aucune relation entre nous, lui et moi.",Defunu nenn maak moom.
Tu as dit Omar ou... ?,Omar nga wax a ?
"Cette époque, si tu avais seulement cinq centimes, tu fumais.","Booba, su rekk soo ko amaan, tux."
Comment se passe la nuit ?,Naka guddi gi ?
Les enfants ont dépouillé le voleur de ses habits.,"Xale yi, dañu ruggi sàcc bi."
Ils font les funérailles du roi décédé.,Buur bi réer lañuy dëj.
Celui-là ne sait pas garder une confidence.,Kooku ëmbul xabaar.
Prends le cure-dent et cure-toi les dents !,"Jélal soccu bi, socc say bëñ !"
Le panier de cola est cher maintenant.,Pañe guró dafa jafe léegi.
Ne prends pas d'eau dans le canari.,Bul tanq ci ndaa li.
C'est à ta case aux champs que je l'ai trouvé.,Ca sa gati ga laa ko fekk.
Aucun mouton n'est arrivé.,Menn xar ñëwul.
C'est son ami !,Xaritam la !
Qui est entré dans la chambre ?,Ku dugg ci néeg bi ?
"Si tu dois le faire, que ce soit de plein gré.","Soo koy def, na doon ci sag coobare."
"Si une chose ne te convient pas, il faut l'abandonner.","Su la dara jigadee, danga koy wacc."
Il a des dents qui se chevauchent.,Dafa jaŋar.
Toutes les palissades penchent.,Sàkket yépp a jang.
Coupe-le avec un peu d'eau !,Rax ci tuuti ndox !
"Moi, je ne sais pas ce qui lui vaut ta confiance.",Man xamuma lu waral kóolute gi nga am ci moom.
Il n'est qu'un concubin.,Ab nekkaale rekk la.
Il a plu dans le sud.,Bëj-saalum taw na.
"C'est toi qui as battu le ndënd, c'est toi qui as battu le sabar.","Yaa tulli, yaa sabaru."
Mais non ! cet enfant est effronté !,Xale bi dafa réy-gat waay !
Attendons une voiture !,Nanu nég ndaama !
Je veux une richesse qui ne vienne pas de la corruption.,Alal ju juddoowul cim nger laa bëgg.
"Lui, on l'a mis à l'écart.","Moom, dañu ko beddi."
Il a tué un boeuf pour la commémoration de la naissance du Prophète Mohamed cette année.,Nag la rey ci gàmmug ren gi.
Il gigote.,Dafa rumbët.
Il achète des fûts et forge des fourneaux avec.,"Dafay jénd ay xàndi, di ci tëgg ay furno."
"Il ne sait que dalle, il n'a que dalle.","Xamul gat, amul gat."
Essore-le avant de l'étaler !,Woñ ko bala nga koy weer !
Le poinçon est perdu ; prends un brin de balai pour lui partager les cheveux.,Ràbbu gi dafa réer ; jélal bantu bale xàjji ko.
"Ma craie est tombée, il l'a ramassée.","Sama kare dafa wadd, mu for ko."
"Les moutons sont peut-être déjà arrivés, mais j'en n'ai encore vu aucun.","Xëynë xar yi ñëw nañu, wante gisaguma wenn."
Ñuul sciences occultes.,Xam-xam bu.
"Si les oreilles servaient à étaler la bouillie de céréales, on appellerait l'âne.","Su nopp doon ràcc laax, ñu woo mbaam-sëf."
Tu as vu ces jeunes gens ?,Gis ŋga xale yooyule ?
Tu n'as rien et tu te permets de frimer.,"Amuloo dara, te boo jógee di jimaamu."
Comment peux-tu manger sur cette table sale ?,Na nga mëna lekke ci taabal bu dër bii ?
Nous vous apporterons des plants de filao.,Dinañu leen indil ay njëmbëtu filaawoo.
Mais il est énervant celui-là !,Kii dafa lakkale waay !
Être à son apogée.,Tollu ci sa diggi ndënd.
As-tu passé la matinée en paix ?,Jaama nga endu ?
Il est arrivé ici en sanglots.,Ay yikkat la fi agsee.
"Ceci est une photo sur laquelle il y a une large et haute construction de couleur blanche. Le gymnase a d'énormes arbres qui l'entourent. Derrière elle, il y a des photos sur laquelle il y a des blancs qui semblent marcher vers nous.",Lii ab nataal la boo xam ne ab tabax bu yaatu bu kawe te weex moo ci nekk. Gimnasio gi nag am na ay garab yu mag a mag yu ci nekk yoo xam ne ñoo ko wër. Ginnaaw gi am na ay nataal yoo xam ne ay tubaab yu mel ne ñuy dox di ñëw.
Coupe les branches qui sont du côté de la rue !,Goral banqaas yi féete ak mbedd mi !
"Tant que tu seras là, il ne se montrera pas.","Feek yaa ngi fi, du wonewu."
Fils de l'oncle maternel.,Jëkkëru yoonu Yàlla.
"Le jour où cela t'intéressera, dis-le-moi.","Bés boo ko solowoo rekk, na nga ma ko wax."
"Elle s'appelle Ami, Bébé n'est qu'un pseudonyme.","Ami la tudd, Bebbe aw turu-biir-kër rekk la."
Le froid le durcit.,Sedd bi dafa koy dëgëral.
Choisis une jument du Wâlo.,Tannal fasu Waalo wu jigéen.
Ça ne doit pas toucher à des choses impures.,Warula laal sobe.
"C'est Fatim, si on va au fond des choses !",Faatim la soo demee !
"Et d'ailleurs, si tu ne fuis pas, il prennent tes biens et te tuent.","Te sax, boo dawul, ñu nangu sa alal, faat la."
Arrête de t'arracher les cils !,Bàyyil sa xef yi ngay wef !
Manger du couscous sans viande ni poisson serait embarrassant pour toi.,"Lekk aw yenn, ag jaaxle lay doon ci yow."
J'ai été,Dem naa
Il est allé dans la forêt chercher des racines.,Dafa dem ci gott gi wuti ay reen.
Il a le mal des transports.,Dafay neer.
C'est l'odeur de l'oignon roussi qui lui a donné la nausée.,Taalaale bi moo ëlbati xolam.
C'est le médicament qu'il prend qui le fait dormir.,Garab bi muy naan a koy nelawloo.
Il m'a l'air d'être ivre.,Dafa may saf ku màndi.
Les arachides sont rances.,Gerte gi dafa saabu.
"Depuis que son épouse s'en est allée, il prend son déjeuner à gauche et à droite.","Bi jabaram demee ba tey, dafay añaan rekk."
"Seigneur, reçois l'offrande que te présentent tes enfants.","Borom bi, nangul njébbal li la sa doom yi tàllal."
Il erre jusqu'au soir et il rentre.,"Dafay tambaambaalu ba ngoon jot, mu ñibbisi."
Je veux clôturer le jardin potager avec une palissade.,Dama bëgga sàkket tóokër gi.
Ton impolitesse te portera préjudice en beaucoup de choses.,Sa reewaande gi dina la yàqal lu bare.
"Quand quelqu'un ne sait pas se limiter, on le rappelle à l'ordre.","Ku xamul suur naa », dangay téye ca loxo ba."
Il est lépreux.,Dafa gaana.
Mets une virgule après le mot !,Defal ab kos ci gannaaw baat bi !
Mets de l'eau dans le seau !,Defal ndox ci siwo bi !
C'est moi qui pars,Maay dem
Tu vois cet homme là ?,Gis ŋga nit kee ?
Est-ce que cela en vaut la peine ?,Ndax mat na ko ?
"Si Dieu te donne une distinction et que tu n'en es pas content, tu ne te plains de personne d'autre que Dieu.","Su la Yàlla joxee ab cër te béguloo ci, xarabuloo kenn ku dul Yàlla."
Il avait mis beaucoup d'argent de côté pour le rachat des esclaves.,Dafa beroon xaalis bu bare ngir njotug jaam yi.
L'homme ne t'avait pas vu,Góor gi gisu la woon
"Je veux que tu viennes, qu'il refuse de partir s'il n'y a pas de soleil !","Bëgg në ŋga ñëw, mu bañ dem su nëjul !"
Emporte la poule au poulailler !,Yóbbul ganaar gi ca ngunu la !
Lesquels sont arrivés ?,Yan ñoo yeksi ?
Tu as vu quoi ?,Gis ŋga lan ?
C'est l'appareil urinaire qu'on a ainsi dessiné.,Sawukaay bi lañu nataal nii.
Nous avons eu une excellente conversation.,Amoon nëgn waxtàne bou nekh.
Le secours au puits s'arrête à la margelle.,"Wallug teen, ca pind ba lay yem."
C'est chaud au point de fumer.,Dafa tàng bay saxaar.
Le traitement de la syphilis est long.,Pajum siti dafay yàgg.
L'humilité n'enlève rien à la personne.,"Sukk, terewu la yóbbu say wóom."
Il est assis tout à son aise au salon.,Mu nga ne faax ca saal ba.
Je crois que c'est l'autre !,"Keneen ki la, defe naa !"
"Quand la saison des pluies arrive, les caïlcédrats se couvrent de chenilles.","Bu nawet jotee, xay yi dañuy fees ak ay busëbaali."
Fais sortir tout mouton que tu vois !,Génnéel mépp xar moo gis !
Vendez-moi un timbre pour la France !,Jaay ma tembaru Faraas !
"Quand il n'y a plus de pâturages dans le Djolof, ils vont transhumer en divers endroits.","Bu ñax amatul Jolof, dañuy màngaani."
"Quand tu le vois, son front reluit à force de prier.","Boo ko gisee, jë baa ngay lerax ndax julli."
Si tu n'as pas vu ton vieux depuis longtemps ne pense pas pour autant qu'il aura poussé des dents.,"Géja gis sa màgget, bu mu tax nga defe ne sax na ay bëñ."
Le serpent est dans le creux de l'arbre.,Jaan jaa ngi ci lëm mi.
Qu'est-ce qui a effrayé le cheval ?,Lu tiital fas wi ?
Qui a compris la devinette ?,Ku nànd cax wi ?
C'est un enfant bien élevé.,Gone gu am-yar la.
"Chaque fois que je me réveille, j'ai les paupières collés.","Su ma yewwoo rekk, sama bët yi dañuy tappaloo."
Comment as-tu eu cette égratignure.,Lu la def xosi-xosi bii.
"Celui-là, il me dégoûte.","Kooku, dama ko xaare."
"Celui qui le voit, je le récompenserai.",Ku ko gis dinaa ko neexal.
L'homme qui partait,Góor gi doon dem
Plutôt quelque chose qui fasse pleurer un enfant qu'une chose qui fasse pleurer un adulte.,Lu jooyloo xalee gën lu jooyloo mag.
Autrefois.,Bu yàgg.
Le combat de dromadaires mâles est une chose qu'on apprécie là-bas.,"Xeexu mëdd, lu ñu sopp la foofa."
C'est avec de l'eau pure qu'on fait ses ablutions.,Ndox mu laab lañuy jàppe.
"Il arriva avec sa gazelle, et vlan !. ","Mu agseek kéwélam, ne ko bëtër."
"Samba tira sur eux trois fois, pan ! pan ! pan ! u.",Pan ! Sàmba ni tuyy ci ñoom ñetti tuyy ! tuyy ! tuyy !
La termitière qui était ici s'est désintégrée à la longue.,"Jànj bi fi nekkoon, dem na ba raaf."
Tu étais en colère car tu as été jusqu'à me menacer du geste.,Meroon nga ndax dem nga ba méb ma.
Il a rendu enceinte la fille d'Omar.,Dafa tooñ doomu Omar.
"Je vais lâcher la corde, je suis épuisé.","Maa ngiy bàyyi buum gi, toqi naa."
Enlève-moi la nervure.,Dindil ma póllëre bi.
Il a acheté des cordes en sisal.,Ay buumi yoos la jénd.
Je suis fatigué.,Sonn naa.
"Je le lui dis, il secoua la tête en signe d'affliction.","Dama ko ko wax, mu wëcc boppam."
Mon champ s'arrête à la termitière là-bas.,Sama tool a ngi yem ca jànj bale.
"Parfois, j'oublie que je ne suis pas au Sénégal.","Yenn saa, damay fàtte ne nekkuma Senegaal."
Il salue le maître de maison.,Dafay nuyu borom kër gi.
Je ne peux pas en manger sans purée d'oseille.,Mënuma ko lekk su amul bëgëj.
Voici l'Agneau de Dieu qui efface les péchés du monde.,Mburtum Yàlla miy far bàkkaari àddina maa ngi.
La poussière aux pieds est meilleure que la poussière aux fesses.,Pëndub tànk a gën pëndub taat.
Partout où il ira la paix descendra là.,Fépp fu mu jëm foofu jàmm dana fa wacc.
Le chien est un animal fidèle.,"Xaj, rab wu am-kóllëre la."
L'enfant est comme une tige de courge qu'il faut réorienter pour qu'elle n'aille pas là où on ne voudrait pas.,"Gone, lawtanu yomb la ; boo walbatiwul, mu law fu la neexul."
Qu'est-ce qu'il y a de mal dans ce que j'ai dit ?,Lu aay ci li ma wax ?
Il porte un boubou bleu ciel.,Mbubb mu baxa la sol.
Elle fit irruption dans la chambre des enfants.,Mu ne yorr ca néegu xale ya.
Il a conduit les moutons à l'abreuvoir.,Dafa yóbbu xar yi mbalka.
Le liant ne suffira pas.,Laalo ji du doy.
Tu seras misérable.,Dinga torox.
De quoi as-tu rêvé la nuit dernière ?,Loo gént biig ?
Il s'est endormi à force de se balancer.,Njoowaanu na ba nelaw.
Monter la peau d'un tambour est un art.,Foor ndënd dafa am yoon.
"Chaque soir, tu lui en mets un dans l'anus.","Ngoon gu nekk, nga defal ko benn ci rasu gi."
Ce n'est pas l'autre.,Du keneen ki.
Tout cet endroit-là ?,Foofule fépp ?
J'ai vu à l'intérieur de la photo des ustensiles de cuisines blancs posées sur des tables en bois. Des ustensiles en bois et une plante à coté.,"Nataal bii gis naa ci biir nataal bi ay toogukaay yu weex yu nekk ak ay taabalu dénk, ay toogukaay yoo xam ne dénk lañ ko liggéeye benn gàñcax ci wet gi."
Votre tête-à-tête commence à durer.,Seen ñaaroo baa ngiy bëgga yàgg.
