french,wolof
se gratter,okkatu
retrousser,ëñ
frapper,itt
envelopper,ëmb
limite,app
maladie,opp
amener,ëndi
canari,ndaa
plante de pied,testën
piocheur,gabbkat
aller mourir,deei
semence,jiu
aller rire,reei
mourir en groupe,deeo
mourir ensemble,deeo
mourir ensemble,deewoo
aller semer,jii
aller semer,jiyi
mourir pour ,déeal
mourir pour ,deeal
se renverser,juutu
devancer,jitu
se brouiller définitivement,dogoo
livre,téeré
frayer ensemble,duggo
fruit,ndugóor
faire courir,dawal
rire en même temps,reeaale
mourir en même temps,deaale
feindre en riant,reewaale
rire en même temps de,reewaale
expliquer en même temps,sawaale
semer en même temps,jiyaale
rire encore avec quelqu'un,reeaatle
s'épanouir,leqaliku
déboucher,fatarñi
déserter,gent
recouvrir,saŋg
tête,boppa
boucher,fatta
planter,samp
planter,sampa
être obstrué,Fattu
mâle,góor
boeuf,nag
tambour,sabar
femme,jigéen
femelle,jigéen
sentir,xeeñ
abandonner,wàcc
laisser tomber,wàcc
partir,dem
il part,dem-na
le départ,dem-bi
précéder,jiitu
mettre en tête,fital
méchant,soxor
méchanceté,coxor
musulman,sëriñ
l'état de musulman,cëriñ
islam,cëriñ
baobab,guy
fruit du baobab,buy
cheval,fas
petit cheval,pas
être allié,far
alliance,par
habitant du Lof,wàlaf
pays du Lof,jolof
pays wolof,jolof
je suis allié,far naa
habitant de l'intérieur,ajoor
jalousie,kañaan
arachide,aaréen
petite quantité d'arachide,kaaréen
parole,kaddu
tonnerre,kaddu
instrument de mesure,andaar
le même instrument,kandaar
la maison,néeg bi
la petite maison,néeg si
le fait de partir,ndem
départ,ndem
désirer,bëgg
désir,mbëgg
faire une réunion,géew
assemblée,ngéew
homme,góor
bravoure,ngóor
manant,baadolo
état de manant,mbaadolo
être bon,baax
bonté,mbaax
allié,far
alliance,mpar
trahison,nkor
porter sur le dos,boot
la manière de porter sur le dos,bootaay
laid,ñaaw
la laideur,ñaawaay
piquant,saf
l'acidité,safaay
le piquant,safaay
illuminer,xuyy
brûler,lakk
aller,dem
manière d'aller,demin
l'état,demin
façon de parler,waxin
accent,waxin
capacité,mënin
changer,wecci
petite monnaie,weccit
morceau,daggit
constituer un résidu,des
résidus,desit
travail,liggéey
travailleur,liggéeykat
bavard,waxkat
locuteur,waxkat
traire,ratt
celui qui trait,rattkat
s'épandre,law
toute plante proliférante,lawtan
amer,wex
bile,wextan
se courber,sëgg
attendre,sëgg
héritier du pouvoir,sëggtéef
vilenie,ñaawtéef
s'asseoir,toog
siège,toogukaay
manger,lekk
plat,lekkukaay
ignorer,xamadi
ignorance,xamadi
insolence,xamadi
abstinence devant la nourriture,lekkadi
manquer de noblesse,goreedi
indignité,goreedi
goûter,mos
faire goûter,mosal
pourboire,mosal
voir,gis
faire voir,gistal
exhibitionnisme,gistal
manquer un but,mooy
dévier,mooy
détournement,moyaal
quemande,moyaal
travailler,liggéey
détenir en commun,bokk
louer,wày
louer,wàyaan
quémander,wàyaan
se moquer,reetaan
ricaner,reetaan
ricanement,reetaan
causer,wax
causer,waxtaan
causerie,waxtaan
regarder,seet
sonder,seet
spectacle,seetaan
concurrencer,jamaale
concurrent,jamaale
marchander,waxaale
marchandage,waxaale
accompagner,demaale
compagnon,demaale
contribuer à un cadeau fait par quelqu'un,mayle
estimer hautement,naw
pair,nawle
un égal,nawle
sortir,génn
voisiner,dend
aller ensemble,ànd
aller en groupe,àndandoo
cohorte,àndandoo
être impoli,reew
impolitesse,reewande
laideur,ñaawande
attente,toogandi
patienter,muñ
patience,muñandi
se rappeler,fattaliku
ne pouvoir se rappeler,fattalikondi
regarder,xool
se regarder,xoolante
aimer,bëgg
s'aimer,bëggante
amour,bëggante
saluer,nuyu
se saluer,nuyonte
s'imposer à quelqu'un,duggu
se lier,duggonte
s'acquoquiner,duggonte
faire semblant de manger,lekkantu
rapide,gaaw
avoir sommeil,gëmmentu
jouer,fo
jeu,fo
jeu,po
jouer,po
jouer,fontu
manquer de sérieux,fontu
déboucher,fattarñi
avaler de travers,fot
arracher,fottarñi
découper,daggat
morceau,daggat
morceau,xott
déchiqueter,xottat
morceau,xottat
vieux,maggat
vieillesse,maggat
vieillir,maggat
sucer,macc
suçoter,maccaat
filtrer,segg
filtrer une fois encore,seggaat
aimer,nob
estimer,sopp
estimer,soppaate
demander,ñaan
fouiller dans le sol,jéex
lécher,maccaatu
devoir aller,demi
aller dire,waxi
devoir répondre à l'avenir,adduji
arranger,defar
se crisper le visage,gaññ
crispation du visage,gaññar
manger avec,lekke
se dresser,jóg
venir de,jógé
se redresser grâce à,jógé
voir,gisé
entrevue,gisé
ami,soppe
estimer à cause de,soppe
ennemi,bañeel
sol,suuf
le bas,suuf
rabaisser,suuféel
deux,ñaar
confier,déey
se concerter,déeyóo
confidence,déeyóo
se disputer,wàñoo
déchirement,wàñoo
rupture,dogoo
siège,toogu
se mirer,seetu
miroir,seetu
plier,lem
se plier,lemu
se parler,waxtu
jouer les devins,jabar
charlatanisme,jabartu
retourner,wàññi
enlever,dindi
se détacher,dindéeku
lâcher,dindéeku
se détacher,dindiku
se retourner,waññiku
être humain,nit
un bout d'homme,as nit
mouton,war
un petit mouton,as xar
un petit poulet,as gane
griot,géwél
un petit griot,as géwél
donner naissance,jur
parents,waa jur
parents,waajur
pays,réew
nationaux,waaréw
nationaux,waa réew
arrière-pays,joor
haut,kaw
région du Sénégal,Lof
habitant du Lof,waa Lof
village sénégalais,Raw
habitant de Rao,waa Raw
habitant de Rao,waaraw
équitation,ngawar
brûlé,daay
endroit déserté,daay
émigrer,gaddaay
émigration,gaddaay
verre,sax
pousse,sax
ver de terre,gasax
être agréable,neex
plaisir,banneex
avoir honte,rus
honorer,rucci
relever d'une honte,rucci
attacher,yeew
détacher,yewwi
salé,wex
dessaler,weqi
nier,weddi
agréable,neex
désagréable,naqadi
dénicher,taggi
turbulent,sop
turbulence,copte
ami,coppe
étonner,yéem
merveille,kéemtaan
spectacle,ceetaan
être acide,saf
acidité,cafka
le fait de se mirer,ceetu
se regarder dans le miroir,ceetu
couvercle,kubéer
recouvrir,odd
manière de s'habiller,kodday
vase en argile,and
vase qui sert à mesurer,kandar
maigre,om
maigreur,komre
variété d'herbe aromatique,cemp
portion extraite,cempit
homme d'action,jëfkat
manière de porter sur le dos,bootaay
association,mbootaay
pourboire,dogal
destin,ndogal
piquer,jam
emporter un enjeu,jam
concurrence,njamaale
arrêter,dog
juge,aji dogal
qui peut décider,aji dogal
esprit constructif,aji-defar
agent,defarkat
constructeur,defarkat
estimer à cause de quelqu'un,soppal
s'épauler dans l'estime,soppalante
changer,soppi
changement,coppeeku
manière de changer,coppalin
manière de changer,coppeekuwaay
dire,wax
qui nie,weddikat
rendre,naqadil
se faire de petits cadeaux,dogalante
concession mutuelle,ndogalante
mettre en tête,jiital
se mettre en rang,jiitëlante
série,jiitalante
succession,jiitalante
faire marchander,waxaalelu
qui fait marchander,waxalelukat
essayer,jéem
s'exercer,jëmentu
terrain d'essai,jëmentalukaay
être en tête,jiitu
se substituer,wuutu
substituer,wuutal
bonne fortune,xéewal
bénéficier d'un sort,xéewlu
événement,xew
piqûre,jam-jam
percer,xar
fente,xar-xar
désir,bëgg-bëgg
humidité,tooy-tooy
événement,xew-xew
nom de région,waalo
habitant du Oualo,waalo-waalo
chef de province,sax-sax
jeune pousse,sax-sax
noir,ñuul
ventre,biir
méchant,ñuulbiir
méchanceté,ñuulbiir
esclave,jaam
roi,buur
homme libre,jaambur
cimetière,sëg
chance,wërsëg
homme libre,jambuur
habitant de la région des hommes libres,jambuur-jambuur
pas de cheval,kërbët
galop de cheval,kërbët kërbët
femme qui ne se porte pas bien,jigéenu wérul
femme enceinte,jigéenu wérul
prestation obligatoire,waru gar
dot,waru gar
littéralement maure mâle,naaru góor
cheval pur sang arabe,naaru góor
deux rythmes,ñaari goroŋ
figures de danse,ñaari goroŋ
indépendance,moom-sa-réew
rentrer en possession de son pays,moom-sa-réew
qu'il vende,na jaay
oncle,na jaay
femme qui épouse son oncle,jarabibaat
bon,bax
faire semblant d'être gentil,baxbax-lu
se conduire en homme,góorgóor-lu
va et vient,wër-wër
aller à droite et à gauche,wër wër lu
science,xam-xam
jouer au savant,xam xam lu
fendre,xar
simuler l'agonie,xar xar le
trépidation,daŋ-daŋ
trépigner,daŋ daŋ
trépigner,daŋ daŋ lu
fracas,raŋ-raŋ
faire du vacarme,raŋ raŋ lu
habitant du Diambour,jaambur-jaambur
jouer au sage,jaambur jaamburlu
fente,xar xar
agoniser,xarxarle
qui simule l'agonie,xarxarlekat
chance,wër sëg
bénéficier de quelque chose,wërsëglóo
trépidation,daŋ daŋ
aller s'exciter quelque part,daŋdaŋluji
courtisan,bëkknéeg
se conduire en courtisan,bëkknéegu
dot,warugar
considérer comme une obligation,warugarloo
figure de danse,ñaari goroŋ
aller danser le naari,ñaari goroŋi
être humain de sexe masculin,nit ku góor
homme,nit ku góor
hommes,nit ñu góor
êtres humains de sexe masculin,nit ñu góor
moi,man
lui,moom
nous,ñun
vous,yéen
eux,ñoom
ce n'est pas lui !,du moom !
me,ma
te,ka
vous,leen
les,leen
que je,na ma
que je,naa
qu'il,na mu
qu'il,na
celui,ki
lequel,ku
celui,mi
celui,ma
lequel,mu
quiconque,mu
celui,gi
celui,ga
lequel,gu
quiconque,gu
celui,kookii
celui,kooka
quiconque,kooku
lequel,kooku
celui,moomii
celui,mooma
lequel,moomu
quiconque,moomu
celui,googii
celui,googa
lequel,googu
quiconque,googu
lequel,kii
celui-ci tout près,kuu
celui-là,mee
celle-ci,kile
celle-ci,kule
celle-ci,male
lequel,mii
celui-là,mii
celle-ci,muu
celui-là,mile
lequel,mile
celle-ci,mule
celui-ci,kookii
celui-ci près de toi,kookii
celle-ci,kookuu
celle-ci près de toi,kookuu
celle-ci,kookee
celui-ci,moomile
celle-ci,moomule
celle-ci,moomale
ceux-ci,nii
ceux-ci,nuu
ceux-ci près de toi,nuu
ceux-là,ñooñee
celles-ci,yi
celles-ci,yuu
celles-là,joyee
celles-ci,ñooñii
celles-ci,ñooñuu
celles-là,ñooñale
celles-ci,yooyii
celles-là,yooyale
qui,yan
lequel,yan
qui,ñan
lequel,ñan
le tout,képp
tout,képp
chaque,képp
le tout,mépp
tout,mépp
chaque,mépp
le tout,lépp
tout,lépp
chaque,lépp
le tout,wépp
tout,wépp
chaque,wépp
le tout,sépp
tout,sépp
chaque,sépp
le tout,bépp
tout,bépp
chaque,bépp
le tout,gépp
tout,gépp
chaque,gépp
le tout,jépp
tout,jépp
chaque,jépp
tous,ñépp
la totalité,ñépp
tous,yépp
la totalité,yépp
un seul homme,kenn
un seul homme,kennu nit
quelques-uns parmi les hommes,ñenn
quelques-uns parmi les hommes,yenn
certaines gens,ñenn
certaines gens,yenn
certaines gens,ñennu nit
certaines gens,yennu nit
quelques-uns parmi les hommes,ñennu nit
quelques-uns parmi les hommes,yennu nit
un mâle,kenn ku góor ki
une autre femme,keneen ku jigéen
une autre femelle,keneen ku jigéen
là où,fi
alors que,fi
dès que,fi
là,foofa
alors,foofa
à ce moment,foofa
ici,fu
où,fu
là,foofu
alors à ce moment,foofu
là où,fa
à l'intérieur,ci
dedans,ci
parmi,ci
sur,ci
à l'intérieur,cu
à l'intérieur,ca
à cet endroit-là,ca
sur,ca
ce que,li
ce qui,li
ceci,looli
le fait que,looli
ce que,lu
qu'est-ce qui,lu
ce fait,loolu
cela,la
cela,loola
ce fait-là,loola
ici,fii
là a cet endroit,foofii
là a cet endroit,file
là a cet endroit,foofile
ici,fuu
là tout près de toi,foofuu
là tout près de toi alors,foofuu
là tout près de toi,fule
là tout près de toi alors,fule
là tout près de toi,foofale
là tout près de toi alors,foofale
là-bas,fee
là-bas,foofee
à ce moment-là,foofee
à ce moment-là,fale
là-bas,fale
là-bas,foofale
à ce moment-là,foofale
comme ci,nii
ainsi,nii
comme ça,noonii
ainsi,noonii
de cette,nile
comme ci,nuu
comme ça,noonuu
ainsi,noonuu
de cette manière,nule
comme cela,nee
de cette manière-là,nee
comme cela,noonee
de,nale
de cette manière-ci,noonile
de cette manière-là,noonule
de cette manière-là,noonale
ceci,lii
ceci,loolii
ceci,lile
ce fait,loolule
ceci,luu
ceci,looluu
ceci,lule
ce fait-ci,loolule
cela là-bas,le
cela,loolee
cela,lale
là-bas,lale
de fait-là,lale
ce,loolale
comment,fan
de quelle manière,fan
de quelle manière,naan
comment,naan
en un lieu,fenn
nulle part,fenn
en aucune manière,nenn
une façon,nenn
une chose,lenn
de toute façon,népp
l'autre,leneen li
l'autre partie,leneen li
l'un là-basMark,lenn lale
l'une des parties qui est là-bas,lenn lale
l'une des choses qui est là-bas,lenn lale
l'une des choses là-bas,lenn lale
tout cela,lepp loolu
cela qui fut,loolu woon
ce qui fut,li woon
le fait passé,li woon
cet endroit là,fa woon
cet endroit là fut,fa woon
de la manière dont ce fut,na woon
tout cela,lépp loolu woon
cet autre fait-là,leneen loolee woon
cet autre chose qui fut,leneen loolee woon
autre chose seulement,leneen rekk
cela seulement,loolu doŋŋ
comme dès que,naka
du moment que,naka
derrière,gannaaw
après que,gannaaw
du moment que,gannaaw
après,gannaaw
tant que,soobeek
après que,ba
jusqu'au moment où,ba
lorsque,bi
au moment où,bi
lorsque,bu
quand,bu
lorsque,su
si,su
sans que,te
alors que,te
mais,te
afin que,ndax
est-ce que,ndax
afin aussi,ndax itam
sauf si,walla
à moins que,ba itam
ou alors que,ba itam
que,ni
si,ndegam
dans ce cas,kon nag
alors,kon nag
dans,ci
avec,ak
en compagnie de,ak
grâce à,ak
avant que,balaa
et,te
et aussi,te
aussi,itam
avec,ag
ou,walla
ou bien,walla
cependant,waaye
toutefois,wante
cependant,wante
mais,wante
mais aussi,te itam
et aussi,ag itam
et encore,ag itam
ou alors,walla nak
ou enfin,walla nak
alors,te
alors,noona nak
de ce fait,noona nak
de ce fait,te
sur ce,te
sur ce,noona nak
mais,ndeke
cependant,ndeke
toutefois,ndeke
mais,waaye
toutefois,waaye
que ne pas,bu
que,na
et pourtant,moontin
cependant,moontin
quoi qu'il en soit,moontin
en fait,moontin
et pourtant,moontin dey
en dépit de tout,moontin nag
dans ce cas,bon nag
alors,bon nag
s'il en est ainsi,kon nag
dans ce cas alors,kon nag dey
malheureusement,waaye
par contre,waaye sax
d'ailleurs,waaye sax
du reste,waaye sax
d'ailleurs,waaye nag
toutefois,waaye nag
malheureusement,waaye nag
mais (avec menace),waaye de
mais aussi,wante itam
mais non plus,wante itam
mais,wande nag
oui,waaw
alors,waaw
et puis,waaw
ainsi,moom nag
ainsi,ba
de sorte que,ba nag
ainsi donc,ba nag
et surtout,te kat
alors,foofu
en cet endroit,foofu
en ce moment,foofu
à ce moment,foofu nak
alors,foofu nak
ainsi,noonu
alors,noonu itam
sur ces entrefaites,noonu itam
tu as été ?,dem ŋga ?
non !,déedéed !
bien sur !,xanaa !
peut-être !,xëyna !
un homme,nit
au roi,buur
un quidam,jaambur
un certain individu,jaambur
beauté,rafet
pour la beauté,rafet
personne,kenn
celui-là,kookuu
boubou,mbubb
un boubou,mbubb
à l'intérieur,ci biir
vers celui-ci,ci biir
vers dedans,ci biir
le voici,mi ŋgile
de n'être pas belle,rafet
d'être pas belle,rafet
celui-là,kooku
de l'autre,keneen ki
vers eux,ca ñoom
à cause de,ndax
grâce à,ndax
comme tel,na
aussi,na
à cause de,ŋgir
grâce à,ŋgir
sauf,gannaaw
excepté,gannaaw
au sujet,ci
de,cu
à,ca
parmi,ca
à,ba
jusqu'à,ba
par,ak
ensuite,te
or,te
ou bien,mbaa
ou alors,mbaa
actuel,amees
aoriste,ameef
inactuel,amoon
passé défini,amoon
combinaison,àndandoo
son,addu
phonème,addu
entité phonique,mbóoleem-addu
phonétique,addooku
science phonétique,addooku
phonéticien,adducaakoon
phonéticien,fonetikkat
phonème,araf
lettre,araf
géminée,araf céex
gémination,araf céexal
géminée,araf céexal
gémination,araf séexal
géminée,araf séexal
gémination,araf wu séex
géminée,araf wu séex
consonne,araféef
prolongement morphologique,araf raññee
élément de « classé »,araf raññee
prolongement morphologique simple,araféef raññee
fricative,araf wu ubbéeku
fricative,araf ubbéeku
occlusive,araf wu tëju
occlusive,araf tëju
consonne sonore,araféef wu léer
consonne sourde,araféef wu tëx
phonème médian,arafu digg
phonème initial,arafu ndorte
phonème final,arafu geen
apico-dental,apiko-dantaal
apicovélaire,apiko-weller
catégorie de l'actuel,raññe ameef
"montrer, élucider, mettre en évidence, identifier","birël, leeral, génne, wàne"
pluriel,bares
catégorie de pluriel,raññe bares
singulier,bareedi
ramasser des ordures pour quelqu'un,anal
obtenir quelque chose pour quelqu'un,amal
montrer quelque chose,wànal
montrer quelque chose à quelqu'un de la part de quelqu'un d'autre,wànal
toucher,dac
entrer en contact avec,dac
user par frottement,dad
se briser la tête mutuellement,xaañoo
clignoter,raf
bouger de façon subreptice,raf
prendre dans un filet,laaw
écorché,dar
usé par frottement,dar
s'étendre,law
bande d'étoffe grimpante,laf
accaparer quelque chose pour quelqu'un,siifal
abandonner le faj domicile conjugal,fay
mordre à pleines dents,xamp
battre quelqu'un à plusieurs,sat
manque de gêne,sañ
faire preuve d'audace excessive,sañ
s'exiler plus ou moins définitivement,laŋ
faire de la place à quelqu'un,xajal
frayer un chemin à quelqu'un,xajjal
adopter une attitude de serviteur vis-à-vis de quelqu'un,dagu
être sur le point de s'épuiser,jëxi
terrain sablonneux,joor
être de connivence,maŋkoo
pencher d'un côté,weŋgalu
jointure,teŋxu
articulation,teŋxu
connaître un mauvais sort pied,toskare
habitant de l'Hinterland,waa joor
habitant des régions sablonneuse,Waa joor
couper pour quelqu'un,dogal
halte,dogal
marché de bétail,dogal
accomplir une démarche pour quelqu'un,demal
louer son travail à l'extérieur,liggéeyaan
copropriété,bokkaan
posséder en commun,bokkaan
émoustiller,jam
stimuler,jam
sortir ensemble,génnandoo
sortie collective,génnandoo
voisiner,dendandoo
voisin,dendandoo
voisinage,dendandoo
se dépêcher,gaawantu
empressement,gaawantu
amourette,nobaate
nourrir une petite passion,nobaate
quémander,ñaanaatu
mendier,ñaanaatu
quémande,ñaanaatu
fouiller le sol avec insistance,jéexaatu
parler avec,waxé
parler à partir d'un lieu donné,waxé
annoblir,goreel
ennoblissement,goreel
libération,goreel
deuxième épouse,ñaareel
prendre une seconde femme,ñaareel
retournement,wàññeeku
se retourner,wàññeeku
habitants de l'arrière-pays,waa joor
habitants de l'arrière-pays,waajoor
habitant de l'intérieur,waa kaw
habitant de l'intérieur,waakaw
rendre désagréable,naqadil
bénéficier d'un sort favorable,xéewlu
fracas,daŋŋ-daŋŋ
de bruits et de mouvement,daŋŋ-daŋŋ
fracas,raŋŋ-raŋŋ
de bruits et de mouvement,raŋŋ-raŋŋ
de bruits et de mouvement,kër-kër
fracas,kër-kër
aller danser le naari goroŋ,ñaari goroŋi
celui,ka
lesquels,ñi
auxquels,ñi
lesquels,ña
auxquels,ña
lesquels,ñooña
auxquels,ñooña
lesquels,ñu
auxquels,ñu
lesquels,ñooñu
auxquels,ñooñu
lesquels,yi
auxquels,yi
lesquels,ya
auxquels,ya
lesquels,yooya
auxquels,yooya
lesquels,yu
auxquels,yu
lesquels,yooyu
auxquels,yooyu
certaines gens,ñenn nit
quelques-uns parmi les hommes,ñenn nit
certaines paroles,yenniy kaddu
de cette manière,nile
de cette manière ci,nule
de cette manière-là,nale
ce fait-là,loolale
et aussi,te itam
et surtout,te itam
et,te nak
et aussi,te nak
et encore,te nak
et surtout,te nak
et sans que,te nak
et enfin,te nak
mais aussi,ag it
et aussi,ag it
