french,wolof
Quelle jeune fille s'est égarée ?,Ndaw san a réer ?
Quelles personnes se sont égarées ?,Nit ñan ñoo réer ?
Quels moutons se sont égarés ?,Xar yan ñoo réer ?
Quels chevaux se sont égarés ?,Fas yan ñoo réer ?
Quelles femmes se sont égarées ?,Jigéen ñan ñoo réer ?
Quelles clés se sont égarées ?,Doom yan ñoo réer ?
Quelles choses se sont égarées ?,Yëf yan ñoo réer ?
Quels couteaux se sont égarés ?,Saatu yan ñoo réer ?
Tu parles de quel mouton ?,Xar moomu man ŋga wax ?
Tu parles de ce mouton ?,Xar moomu man ŋga wax ?
Quel mouton ?,Xar mii man ?
Quels moutons avais-tu achetés ?,Xar yii yan ŋga jënd ?
C'est ces moutons que tu avais achetés ?,Xar yii yan ŋga jënd ?
Quels moutons ?,Xar yile yan ?
Que j'attrape quelles vaches ?,Ma japp nag yee yan ?
Qu'il attrappe quelles vaches ?,Mu japp nag yooyu yan ?
Tu parles de quelle maison ?,Boobu néeg ban ŋga wax ?
Tu parles de quelle maison ?,Bii néeg ban ŋga wax ?
Tu parles de quelle maison (ici) ?,Bii néeg ban ŋga wax ?
Vous parlez de quelle dame ?,Jile jigéen jan ŋgeen wax ?
Vous parlez de quelle dame (ici) ?,Jile jigéen jan ŋgeen wax ?
Quel cheval veux-tu ?,Woowale fas wan ŋga bëgg ?
Quel cheval veux-tu ?,Yooyale fas wan ŋga bëgg ?
Quels amis sont arrivés ?,Xarit yan ño ñëw ?
Tout le mouton,Xar mépp
Toute la chambre,Néeg bépp
Toute la maison,Kër gépp
Tout le propos,Wax jépp
Tout ce discours,Wax jépp
Fais sortir tout homme que tu vois !,Génnéel képp nit koo gis !
Fais sortir tout mouton que tu vois !,Génnéel mépp xar moo gis !
Fais sortir tout cheval que tu vois !,Génnéel wépp fas woo gis !
Fais sortir toute vache que tu vois !,Génnéel bépp nag woo gis !
Honore tout homme !,Teralal béppu nit !
Le mouton en entier.,Xar mi mépp.
"Ce boeuf-là, en totalité.",Nag woowa wépp.
Toute cette part que voici.,Wall wuu wépp.
Ce mouton-ci en entier.,Xar mii mépp.
Tout ce mouton.,Xar moomee mépp.
Toute cette partie.,Xar woowalé wépp.
Ce mouton en entier.,Mi xar mépp.
Quel mouton en entier ?,Man xar mépp ?
Ce mouton-là en entier.,Xar moomule mépp.
Va voir tous les hommes !,Seetil nit ñépp !
Va voir tous les moutons !,Seetil xar yépp !
Va voir tous les chevaux !,Seetil fas yépp !
Va voir toutes les vaches !,Seetil nag yépp !
J'ai vu tous ces gens.,Gisoon naa nit ñooña ñépp.
"J'ai vu tous ces gens, auparavant.",Gisoon naa nit ñooña ñépp.
J'ai vu ces gens.,Gisoon naa ñooñale nit ñan.
J'ai vu tous ces moutons-ci.,Gisoon naa xar yi yépp.
J'ai déjà vu tous les moutons.,Gisoon naa xar yi yépp.
J'ai déjà vu tous ces moutons-ci.,Gisoon naa xar yi yépp.
Aucun homme ne s'est égaré.,Nit kenn réerul.
Aucun mouton ne s'est égaré.,Xar menn réerul.
Aucun cheval ne s'est égaré.,Fas wenn réerul.
Aucune clef n'est égarée.,Doom benn réerul.
Aucune dame ne s'est égarée.,Jigéen jenn réerul.
Aucune jeune fille ne s'est égarée.,Ndaw senn réerul.
Rien ne s'est égaré.,Lëf lenn réerul.
Aucun lion ne s'est égaré.,Gayndé genn réerul.
Aucun homme ne s'est égaré.,Kenn nit réerul.
Aucun mouton ne s'est égaré.,Menn xar réerul.
Aucune dame ne s'est égarée.,Jenn jigéen réerul.
Aucun homme n'est venu.,Menn nit ñëwul.
Aucun mouton n'est arrivé.,Menn xar ñëwul.
J'ai acheté le mouton.,Jënd ñaa menn xar mi.
J'ai acheté ce seul mouton !,Jënd ñaa menn xar mi !
J'ai acheté cette unique mouton !,Jënd ñaa menn xar mi !
Cherche un autre homme !,Seetal nit keneen !
Cherche un autre mouton !,Seetal xar meneen !
Cherche un autre cheval !,Seetal fas weneen !
Cherche une autre maison !,Seetal néeg beneen !
Cherche un autre lion !,Seetal gaynde geneen !
Cherche une autre jeune fille !,Seetal ndaw seneen !
Cherche une autre dame !,Seetal jigéen jeneen !
Cherche une autre chose !,Seetal lëf leneen !
C'est un autre cheval que je veux !,Weneen fas la bëgg !
C'est une autre maison que je veux !,Beneen néeg laa bëgg !
C'est un autre lion que je veux !,Geneen gaynde laa bëgg !
C'est une autre épouse que je veux !,Jeneen jabar laa bëgg !
C'est une autre jeune fille que je veux !,Seneen ndaw laa bëgg !
C'est un autre récipient que je veux !,Beneen ndab laa bëgg !
C'est un autre homme que je veux !,Meneen nit laa bëgg !
L'autre homme est venu.,Nit keneen ki ñëw na.
Il parle de l'autre homme.,Keneen nit kooka la wax.
C'est l'autre cheval qui s'est égaré.,Fas weneen wu moo daw.
Je parle de cet autre homme que voilà !,Nit keneen kaa laa wax !
C'est cet autre cheval là-bas qui est bon !,Fas weneen wale moo baax !
Quel autre cheval as-tu vu ?,Weneen fas wan ŋga gis ?
Tout autre mouton que tu vois.,Meneen xar mépp moo gis.
Tous les autres moutons fuirent.,Yeneen xar yi yépp daw.
C'est mon ami !,Sama xarit la !
C'est ton ami !,Sa xarit la !
C'est son ami !,Xaritam la !
C'est notre ami !,Suñu sarit la !
C'est votre ami !,Seen xarit la !
C'est leur ami !,Suñu xarit la !
J'ai vu mon ami !,Gis naa sama xarit bi !
J'ai vu mes amis !,Gis naa sana xarit yi !
J'ai vu mes amis !,Gis naa sama xarit yee !
Un ami à moi !,Sama aw xarit !
Des amis à moi !,Samay xarit !
Mes amis !,Samay xarit !
Tu as vu quels amis à moi ?,Gis ŋga samay xarit yan ?
Tu as vu lesquels de mes amis ?,Gis ŋga samay xarit yan ?
J'ai vu tous tes amis !,Gis naa sa xarit yépp !
Il a vu tous tes amis !,Gis na sa xarit yépp !
J'ai vu tous vos amis en question !,Gis naa seeni xarit yooyu yépp !
Il a vu tous vos amis en question !,Gis na seeni xarit yooyu yépp !
J'ai vu d'autres amis à vous !,Gis naa seen yeneen xarit !
Il a vu d'autres amis à vous !,Gis na seen yeneen xarit !
J'ai vu tes autres amis !,Gis naa sa xarit yeneen yi !
Il a vu tes autres amis !,Gis na sa xarit yeneen yi !
J'ai vu mes autres amis !,Gis naa sama xarit yeneen yooyuu !
Il a vu mes autres amis !,Gis na sama xarit yeneen yooyuu !
Je vois l'homme.,Gis naa nit ki.
Je vois les gens.,Gis naa nit ñi.
Il a vu la dame.,Gis naa jeeg bi.
Il a vu les dames.,Gis naa jeeg ji.
Je connais l'enfant.,Xam naa xale bi.
Je connais les enfants.,Xam naa xale yi.
Il a un mouton.,Am na am xar.
Il a des moutons.,Am na ay xar.
Arrache ces dents-là !,Wekkil gëñ yii !
Range les affaires !,Deñcal yëf yi !
C'est leurs dents !,Seni gëñ la !
De beaux yeux !,Ay bët yu rafet !
C'est quelqu'un qui honore l'homme !,Ku teral nit la !
Élève un mouton !,Yaral xar !
Élève des moutons !,Yaral xar !
Tu as vu l'homme ?,Gis ŋga nit ki ?
Tu as vu l'homme ?,Gis ŋga nit ki woon ?
Tu as vu l'homme dont il fut question ?,Gis ŋga nit ki woon ?
Tu as reconnu sa femme ?,Xammee ŋga jabaram joojuwoon ?
Tu as reconnu sa femme d'autrefois ?,Xammee ŋga jabaram joojuwoon ?
Tu te rappelles son amour ?,Gis ŋga coroom la woon ?
Tu te rappelles son amour d'autrefois ?,Gis ŋga coroom la woon ?
Tu vois ce garçon-là ?,Gis ŋga xale bii ?
"Tu vois, ce garçon-là ?",Gis ŋga xale bii woon ?
Tu vois ce garçon-là ?,Gis ŋga xale bii woon ?
Tu reconnais ton amour d'autrefois ?,"Xammee ŋga sa far, woowee woon ?"
C'est des femmes.,Jigéen lanu.
Ce fut un homme !,Nit lawoon !
"Ce fut un homme, un vrai !",Nit lawoon !
Ils ont été bûcherons.,Laobe lañuwoon.
Tu es parti,Dem ŋga
Tu es un homme !,Nit ŋga !
Nous sommes partis,Dem nañu
Nous sommes des hommes !,Nit lañu !
Ce fut un homme !,Nit la woon !
Il a été,Demoon na
C'est un bûcheron.,Lawbe la.
C'est un bûcheron.,Aw lawbe la.
C'est le bûcheron !,Lawbe bi la !
C'est votre bûcheron d'autrefois !,Seen lawbe ba woon la !
Il est parti.,Dem na.
Sois un être de raison !,Dil nit !
Ce n'est pas le tambour !,Du sabar gi !
Sois quelqu'un de studieux !,Dil jaŋgkat !
C'est l'étudiant.,Moo di jaŋgkat bi.
C'était son hôte habituellement.,Moo doon ganam.
Tu es quel étudiant ?,Ya di ban jaŋgkat ?
Tu es quel genre d'étudiant ?,Ya di ban jaŋgkat ?
Quel ami serais-tu pour eux ?,Ya di seen ban xarit ?
Si tu es homme,Soo dee góor
Si tu es un homme,Soo dee góor
Sois homme de ce pays !,Dil nitu réew mi !
Sois un homme de ce pays !,Dil nitu réew mi !
Sois l'homme de tout le monde !,Dil nitu nit ñi !
Sois l'homme de la situation !,Dil nitu nit ñi !
Tu étais d'habitude l'hôte de Mustapha,Yaa daan ganu Mustaf
Ce n'est pas un grand tambour.,Du sabar gu rëy.
Je reconnais une vache d'Europe !,Xammee naa nagu Tugël !
Je reconnais les vaches d'Europe !,Xammee naa nagi Tugël !
J'ai vu le fils de la dame.,Gis naa doomu ndaw si.
J'ai vu les enfants de la dame.,Gis naa doomi jigéen ja.
Tu as vu le fils de quelle femme ?,Gis ŋga doomu jigéen jan ?
Tu as choisi la fille d'une femme.,Tann ŋga doomu benn jigéen.
Tu as choisi la fille d'une autre femme.,Tann ŋga doomu benn jigéen.
J'ai vu le fils de l'homme de Gandiole.,Gis naa doomu nitu Gaanjóol gi.
J'ai vu la maison de l'ami de Birayim.,Gis naa këru xaritu Biraayim wi.
J'ai vu la maison de son ami.,Gis naa kër xaritam.
C'est la maison de Birayim.,Kër Biraayim la.
C'est un maître de maison.,Boroom kër la.
C'est la ville de ce Sérère.,Dëkku Séeréer bii la.
C'est cette ville de Sérère.,Gii dëkku Séeréer la.
Tu parles de quelle ville Sérère ?,Gan dëkku Séeréer ŋga wax ?
Tu parles de la ville de quel Sérère ?,Dëkku Séeréer ban ŋga wax ?
Tout village Sérère est propre !,Béppu dëkku Séeréer set na !
Le village de tout Sérère est propre !,Dëkku béppu Séeréer set na !
Il n'est Ardo d'aucun Dieri que tu ne connaisses !,Amul ardo benn Jéeri boo xamul !
J'ai vu l'ovin mâle.,Gis naa xar mu góor ma.
J'ai vu le mouton mâle.,Gis naa xar mu góor ma.
Il a tué une lionne.,Ray na gaynde gu jigéen.
Il a tué les lionnes.,Ray na gaynde yu jigéen ya.
Choisis une jument du Wâlo.,Tannal fasu Waalo wu jigéen.
C'est un homme.,Nit ku góor la.
C'est un homme généreux !,Nit ku baax la !
C'est quelqu'un de bien !,Nit ku baax la !
C'est un homme qui fut bon !,Nit ku baaxoon la !
C'est un homme qui n'est pas bon !,Nit ku baaxul la !
C'est un homme qui eût été bon !,Nit ku baaxkoon la !
C'est cet homme qui eût été bon !,Nit ki baaxkoon la !
C'est cet homme-là qui eût été bon !,Nit kooka baaxkoon la !
Tu es un homme simplement !,Nit doŋŋ ŋga !
Tu es uniquement un homme !,Nit doŋŋ ŋga !
Vous êtes des enfants seulement !,Xaleel rekk ŋgeen !
C'est un homme mûr véritablement !,Mag dëgg là !
L'homme peut-il partir ?,Góor gi dem ?
Que la personne sorte ?,Ndax waa ji génn ?
C'est moi qui vais partir,Maay dem
Peut-il partir ?,Mu dem ?
Qui a été ?,Ku dem ?
Afin qu'il se passe quoi ?,Ndax lan am ?
Quelqu'un peut-il partir ?,Ndax kenn dem ?
Alors celui-ci s'en alla !,Noona kooku dem !
Cet homme qui a été,Góor gii demoon
Voila que j'ai été,Maa ŋgii demoon
C'est ce qu'il a dit !,Li mu waxoon la !
C'est ce qu'il a dit qui est vrai !,Li mu waxoon la !
Si l'homme accepte,Su góor gi bëggée
C'est quand tu es venu,Bi ŋga ñëwée la
C'est lui qui serait allé,Moo demkoon
L'homme n'a pas été,Góor gi demul
C'est toi qui n'a pas été,Yaa demulwoon
Qui ne serait pas allé,Ku demkoonul
Celui-là est parti,Kooku dem na
D'autre sont partis,Ñeñeen dem nañu
Lui il est parti,Moom dem na
L'homme avait été,Góor gi demoon na
L'homme eut été,Góor gi demkoon na
L'homme partit,Góor gi dem
Que l'homme parte ?,Góor gi dem ?
L'homme est parti,Gor gi dem na
Les hommes ne t'ont pas vu,Góor ñi gisuñu la
Que l'homme parte,Na gor gi dem
Que tu partes,Na ŋga dem
C'est toi qui es parti,Yaa demoon ?
Qu'il ne parte pas,Bu mu dem
Ne partez pas,Buleen dem
Alors il partit,Noona mu dem
"S'il parle, je viens",Su waxee më ñëw
C'est lorsque tu t'en allas.,Ba ŋga demee la.
C'est lorsque la femme arriva,Bi jigéen ji ñëwée la
Je serais parti,Demkoon naa
Vous seriez morts,Deekoon ŋgeen
L'homme serait mort,Góor gi deekoon na
L'homme qui eût travaillé,Waa ji liggéeykoon
Ce qu'il eût fait,Li mu defkoon
Car c'est toi qui eûsses été heureux.,Ndax yaa begkoon.
Tu aurais été sans l'y trouver.,Ya ŋgi demkoon doo ka fa fekk.
C'est l'homme qui serait venu,Góor gi moo ñëwkóon
Il demande si tu aurais été,Mi ŋgiy laaj ndax demkoon ŋga
Viens !,Kaay !
Vas-y !,Dem fa !
Va le voir !,Seeti ka !
Va les voir !,Gisi leen !
Cherche-les à l'intérieur,Wut leen ci biir
Va !,Démal !
Sors !,Génnal !
Fais sortir,Génnéel
Venez !,Kaayleen !
Allez là-bas !,Demleen foofu !
Dites-lui,Nileen ka
Dites-leur,Nileen leen
Mais cet homme est parti,Gor gii dem
Cet homme qui a été,Gor gii dem
Que cet homme parte ?,Gor gii dem ?
C'est lui qui est parti,Moo dem
Voilà que j'ai été pour rien !,Maa ŋgi dem ci dara !
C'est lui qui aime,Moo bëgg
Voilà qu'il a été et qu'il est revenu,Mi ŋgii dem ba delusi
Où a-t-il été ?,Fu mu dem ?
Où veut-il,Fu mu bëgg
Quelle partie veut-il,Fu mu bëgg
Qu'il ne parte pas,Bu ñu dem
L'homme veut,Góor gi bëgg na
"Vous, vous avez été",Yéen dem ŋgeen
"Vous, vous voulez",Yéen bëgg ŋgeen
L'homme ne part pas,Góor gi demul
L'homme ne veut pas,Góor gi bëggul
L'homme n'a pas voulu,Góor gi bëggul
S'ils ne veulent pas,Suñu bëggul
Je n'irai pas,Demuma
Je n'ai pas été,Demuma
Je ne veux pas,Bëgguma
"Si l'homme vient, tout ira !",Su góor gi nëwée lépp baax !
"Quand on ira, tout ira !",Bu nu demee lépp baax !
C'est quand tu as été.,Bi ŋga demee la.
C'est à l'époque où mourut cet homme.,Ba waa ji dee la.
Cet homme qui était parti,Góor gii demoon
Cet homme qui aimait,Góor gii bëggóon
Cet homme qui avait voulu,Góor gii bëggóon
Cet homme qui voulait,Góor gii bëggóon
C'est lui qui avait été,Moo demoon
Voilà que tu as été dans un lieu interdit.,Yaa ŋgii demoon fu ñu la tere.
Où avait-il été ?,Fu mu demoon ?
Comme il avait ainsi été en ce lieu,Noonu mu demoon foofa
S'il avait été,Su demoon
S'il n'avait pas été,Bu demulwoon
L'homme n'a pas été,Waa ji demulwoon
L'homme qui eut été,Góor gi demkoon
C'est toi qui serais venu,Yaa ñëwkóon
Ce qu'il aurait à faire,Li mu defkoon
Tu serais parti,Demkoon ŋga
L'individu serait parti,Waa ji demkoon na
L'individu devait partir,Waa ji demkoon na
Va !,Demal !
Allez !,Demleen !
C'est lui qui allait,Moo doon dem
C'est lui qui allait habituellement,Moo daan dem
C'est moi qui pars,Maa di dem
C'est moi qui dois partir,Maa di dem
C'est le Laobe.,Moo di Lawbe bi.
L'homme cultive,Góor gi di bày
Mais l'homme cultive,Góor gi di bày
L'homme ne cultivera pas,Góor gi du bày
L'homme ira,Góor gi dana dem
L'homme ira,Góor gi dana demi
C'est moi qui n'ai pas été,Maa demul
L'homme n'a pas été,Góor gi moo demul
Cette personne n'a pas été,Waa jii moo demul
Personne n'était venu,Yéena dikkulwoon
C'est lui qui n'eût pas été,Moo demkoonul
Moi je n'ai pas été,Man demuma
Moi je n'irai pas,Man demuma
"Toi, tu n'as pas été",Yaa ŋgi demuloo
"Toi que voilà, tu n'as pas été",Yaa ŋgi demuloo
"L'homme est là, il ne vint pas",Góor gaa ŋgi dikkul
Je ne vous eusse pas vus,Giskóonuma leen
"Vous, vous n'avez pas été",Yéen demuleenwoon
Il ne les avait pas vus,Gisu leen woon
Vous ne les aviez pas vus,Gisu leen leen woon
Vous n'y aviez vu personne,Gisu leen fa kenn
Tu n'y avais vu personne,Gisuleen fa woon kenn
Je n'aurais pas été,Demkoonuma
Nous n'aurions pas parlé,Waxkoonuñu
Nous ne l'eussions pas vu,Giskoonuñu ka
Il ne t'avait pas vu,Gisu la woon
Je n'y avais pas été,Demuma fa woon
C'est moi le professeur.,Maa di jaŋgalékat bi.
Cela c'est un baobab.,Loolu di guy.
L'homme qui parle,Góor gii di wax
Cette personne qui parle,Waa ji di wax
L'homme qui part,Góor gi di dem
L'homme partant,Góor gi di dem
Cet homme qui part,Góor gii di dem
Góor giy dem,Góor gi di dem
L'individu était un Laobe.,Waa ji doon Lawbe.
Il était Lebou de Yoff.,Mu doon Lebu Yoff.
C'était un Lebou.,Mu doon Lebu Yoff.
C'est lui qui parlait,Moo doon wax
Le voilà qui partait,Ma ŋgee doon dem
C'est vous qui alliez partir,Yeena doon dem
C'est toi qui avais l'habitude d'aller,Yaa daan dem
L'homme qui travaillait d'habitude,Góor gi daan liggéey
C'est toi qui avais l'habitude d'aller,Yaa daawoon dem
Celui-là qui avait l'habitude d'aller,Kooku daawoon dem
L'homme qui avait l'habitude d'aller,Góor gii daawoon dem
Alors qu'il sera en train de partir,Su dee dem
S'il part,Su dee dem
S'il est parti,Su demee
Une fois là-bas,Su demee
S'il part,Su demee
Une fois en chemin,Su dee dem
Quand il partira,Su dee dem
Lorsqu'il a été,Bi mu demee
S'il est Laobe,Su dee Lawbe
S'il est Laobe de Rao,Su dee Lawbe Rao
Si celui-ci est fils de Birayim,Su kii dee doomu Birayim
C'est toi qui aurais parlé,Yaa doonkoon wax
C'est toi qui eusses été élu,Yaa doonkoon falu
C'est moi qui ne pars pas,Maa dul dem
Appelle l'homme qui ne part pas,Wool góor gi dul dem
Appelle celui-là qui ne part pas,Wool kee dul dem
Appelle celui-là qui ne partira pas,Wool kee dul dem
C'est lui qui n'est pas Laobe du Baol.,Moo dul Lawbe Bawal.
Appelle les enfants qui n'iront nulle part.,Wool xale yi dul dem fenn.
"S'il ne vient pas, il verra !",Su ñëwul dana xam !
"S'il ne vient pas, eh bien, il verra !",Su ñëwul dana xam !
S'il n'était pas Laobe,Su dulwoon Lawbe
C'est ce personnage qui n'allait pas partir,Waa ji moo dulwoon dem
C'est lui qui n'avait pas l'habitude de venir,Moo dawulwoon ñëw
"L'homme ne parlait pas, habituellement.",Góor gi daawul wax.
J'irai,Danaa dem
Eux parleront,Ñoom danañu wax
L'homme partira,Góor gi dana dem
Les femmes accepteront,Jigéen ñi danañu naŋgu
Sois homme de vérité !,Dil nitu dëgg !
Tais-toi !,Dil noppi !
Je n'irai pas,Duma dem
L'homme ne rentrera pas chez lui.,Góor gi du ñibbi.
L'homme n'est pas un orfèvre.,Góor gi du tëggu wurus.
Tu ne viendras pas ?,Doo ñëw ?
Tu n'es pas homme de paix !,Doo nitu jamm !
Tu n'es pas un homme de paix !,Doo nitu jamm !
Vous ne mangez pas,Duŋgeen lekk
Ils ne vont pas manger,Duñu lekki
Ce n'était pas un homme de Saint-Louis.,Du woon góoru Ndar.
Il ne serait pas parti,Du woon dem
Vous ne seriez pas venus,Duŋgeen woon ñëw
"Tu ne bavardais pas, en général.",Yaw daawuloo coow.
"Les gens n'étaient pas, habituellement, bavards.",Nit ñi daawuñu coow.
"Tu ne bavardais pas, généralement.",Daawuloo woon coow.
"Ceux-ci n'allaient pas, généralement.",Ñii daawuñu dem.
L'homme eût été un savant.,Góor gi doonkoon na boroom xamxam.
Toi tu eusses été notre guide.,Yaw doonkoon ŋga suñu njiit.
Les gens n'eussent pas été des maîtres.,Nit ñi doonkoonuñu ay kaaŋ.
Il est parti,Dafa dem
"L'homme, il n'est pas parti ?",Gor gi dafa demul ?
Ceux-ci ne sont pas partis ?,Ñii dañu demul ?
Ceux-là n'ont pas été,Nee dañu demul woon
Celui-ci serait parti,Kii dafa demkoon
Celui-ci allait partir,Kii dafa demkoon
C'est ceux-là qui n'eussent pas été,Ñee dañu demulkoon
C'est un homme de son époque.,Dafa di nitu tay.
C'est lui qui part.,Dafa di dem.
Il doit partir.,Dafa di dem.
C'est un homme de vérité.,Dafa doon nitu dëgg.
Il travaillait.,Dafa doon liggéey.
Tu ne travaillais pas d'habitude.,Daŋga daawul liggéey.
Nous serions des gens de fortune.,Dañu doonkoon nitu alal.
C'est moi qui ai été,Maa dem
C'est que j'ai été,Dama dem
C'est que j'ai effectivement été,Dama dem
J'ai été,Dem naa
C'est moi qui pars,Maay dem
Moi je partirai,Damay dem
Moi je partirai,Dama di dem
Je partirai,Dinaa dem
Il a l'habitude d'aller,Dana di dem
Il avait l'habitude de sortir.,Daan na di génn.
Il ne se manifestait pas d'habitude.,Daawul di feeñu.
C'est lui qui avait l'habitude de travailler.,Moo daawoon di liggéey.
Il m'a vu moi-même.,Gis na ma man mi.
Il m'a vu moi-même que voilà.,Gis na ma man mi.
Je parle de toi-même.,Yaw moomu laa wax.
C'est nous-même qu'il cherche.,Ñun ñii lay set.
Il parle de vous ?,Yéen ñan la wax ?
Il parle de qui de vous ?,Yéen ñan la wax ?
Il parle desquels de vous ?,Yéen ñan la wax ?
Il parle desquelles de vous ?,Yéen ñan la wax ?
Je parle de vous tous !,Yéen ñépp laa wax !
Je ne parle que de toi.,Yaw doŋŋ laa wax.
Je parle de toi seul.,Yaw doŋŋ laa wax.
Je te parle à toi fils de Massar.,Yawum Masaar laa wax.
Toi tu as été,Yaw dem ŋga
L'homme a causé avec toi.,Góor gi waxtaan na ag yaw.
L'homme a parlé avec toi.,Góor gi waxtaan na ag yaw.
"Samba, toi, tu as été","Samba, yaw, yaa dem"
"C'est toi qui l'as vu, lui.",Yaa ka gis moom.
"C'est toi qui l'as vu, lui, Samba.",Yaa ka gis moom Samba.
Il m'a vu !,Gis na ma !
Il ne te parle pas.,Waxu la.
Il m'a vu moi !,Gis na ma man !
"Il ne te parle pas, à toi !",Waxu la yaw !
"Te voilà debout, ici.",Yaa ŋgi tawax.
Nous voilà assis,Ñu ŋgi toog
Le voilà assis là-bas.,Ma ŋgii toog.
"Le voilà, là-bas, qui s'en va",Mu ŋgooguu di dem
"Les voilà, là-bas.",Ñu ŋgoogee.
"Te voilà, là.",Yaa ŋgoogule.
"Ceux-là, les voilà.","Ñoonu, ñu ŋgii."
"Moi, me voilà.","Man, maa ŋgi."
"L'homme, le voilà.",Góor gi mi ŋgi.
"L'homme, le voilà.",Góor gaa ŋgi.
En voilà un.,Kenn a ŋgi.
En voilà un autre.,Keneen a ŋgi.
En voilà d'autres.,Ñeneen a ŋgi.
Me voilà parti.,Ma ŋgii dem.
C'est moi qui pars.,Maa dem.
"Sur ces entrefaites, moi, je quittais.","Noonu, man, më dem."
"Te voila, tu as été","Yaa ŋgi, dem ŋga"
Dis à l'homme de partir !,Waxal góor gi mu dem !
Dis à l'homme qu'il parte !,Waxal góor gi mu dem !
Dis à d'autres de partir !,Waxal ñeñeen ñu dem !
Qu'il parte ?,Mu dem ?
"Sur ces entrefaites, je partis.",Noonu ma dem.
C'est ce que nous avons dit.,Li ñu wax la.
C'est là que vous seriez allés.,Fi ŋgeen demkoon la.
Que je ne parte pas !,Bu më dem !
Ne pars pas !,Bul dem !
Ne partons pas !,Bu ñu dem !
Qu'ils ne partent pas !,Bu ñu dem !
Celles-ci !,Yooyuu !
"Ceux-là, il ne les apprécie guère !",Yooyale deey bëggu leen !
"Ceux-là, il ne les apprécie pas !",Yooyale deey bëggu leen !
Tu as vu qui ?,Gis ŋga kan ?
Qui est parti ?,Ku dem ?
Lesquels ont fui ?,Yu daw ?
Afin que parte qui ?,Ndax kan dem ?
Afin que parte ?,Ndax kan dem ?
Afin que qui parte ?,Ndax kan dem ?
Lesquels sont arrivés ?,Yan ñoo yeksi ?
Tu as vu qui ?,Daŋga gis kan ?
Quel homme as-tu vu ?,Daŋga gis kan ?
Lequel as-tu vu ?,Jan ŋga gis?
