french,wolof
Cause avec cet homme qui est à côté !,Cause avec cet homme qui est à côté !
Tu vois ces femmes-là ?,Tu vois ces femmes-là ?
Nourris cette vache-ci !,Nourris cette vache-ci !
Tu connais cet homme-là ?,Tu connais cet homme-là ?
Tu as vu ces jeunes gens ?,Tu as vu ces jeunes gens ?
Je parle de la personne qui est sortie !,Je parle de la personne qui est sortie !
Tu avais vu cette femme ?,Tu avais vu cette femme ?
Je connaissais cet individu-là !,Je connaissais cet individu-là !
J'avais reconnu cette dame-là !,J'avais reconnu cette dame-là !
J'ai vu l'enfant.,J'ai vu l'enfant.
Je parle de cet homme-ci.,Je parle de cet homme-ci.
Ce n'est pas là une belle parole !,Ce n'est pas là une belle parole !
Cet homme là-bas que tu vois,Cet homme là-bas que tu vois
C'est ces livres-là qu'il m'a donnés.,C'est ces livres-là qu'il m'a donnés.
J'ai vu un mouton.,J'ai vu un mouton.
J'ai aperçu un homme.,J'ai aperçu un homme.
J'ai aperçu un homme.,J'ai aperçu un homme.
J'ai aperçu des gens.,J'ai aperçu des gens.
Quel homme s'est égaré ?,Quel homme s'est égaré ?
Quel mouton s'est égaré ?,Quel mouton s'est égaré ?
Quel cheval s'est égaré ?,Quel cheval s'est égaré ?
Quelle femme s'est égarée ?,Quelle femme s'est égarée ?
Quelle clé s'est égarée ?,Quelle clé s'est égarée ?
Quelle chose s'est égarée ?,Quelle chose s'est égarée ?
Quelle jeune fille s'est égarée ?,Quelle jeune fille s'est égarée ?
Quelles personnes se sont égarées ?,Quelles personnes se sont égarées ?
Quels moutons se sont égarés ?,Quels moutons se sont égarés ?
Quels chevaux se sont égarés ?,Quels chevaux se sont égarés ?
Quelles femmes se sont égarées ?,Quelles femmes se sont égarées ?
Quelles clés se sont égarées ?,Quelles clés se sont égarées ?
Quelles choses se sont égarées ?,Quelles choses se sont égarées ?
Quels couteaux se sont égarés ?,Quels couteaux se sont égarés ?
Tu parles de quel mouton ?,Tu parles de quel mouton ?
Tu parles de ce mouton ?,Tu parles de ce mouton ?
Quel mouton ?,Quel mouton ?
Quels moutons avais-tu achetés ?,Quels moutons avais-tu achetés ?
C'est ces moutons que tu avais achetés ?,C'est ces moutons que tu avais achetés ?
Quels moutons ?,Quels moutons ?
Que j'attrape quelles vaches ?,Que j'attrape quelles vaches ?
Qu'il attrappe quelles vaches ?,Qu'il attrappe quelles vaches ?
Tu parles de quelle maison ?,Tu parles de quelle maison ?
Tu parles de quelle maison ?,Tu parles de quelle maison ?
Tu parles de quelle maison ?,Tu parles de quelle maison ?
Vous parlez de quelle dame ?,Vous parlez de quelle dame ?
Vous parlez de quelle dame ?,Vous parlez de quelle dame ?
Quel cheval veux-tu ?,Quel cheval veux-tu ?
Quel cheval veux-tu ?,Quel cheval veux-tu ?
Quels amis sont arrivés ?,Quels amis sont arrivés ?
Tout le mouton,Tout le mouton
Toute la chambre,Toute la chambre
Toute la maison,Toute la maison
Tout le propos,Tout le propos
Tout ce discours,Tout ce discours
Fais sortir tout homme que tu vois !,Fais sortir tout homme que tu vois !
Fais sortir tout mouton que tu vois !,Fais sortir tout mouton que tu vois !
Fais sortir tout cheval que tu vois !,Fais sortir tout cheval que tu vois !
Fais sortir toute vache que tu vois !,Fais sortir toute vache que tu vois !
Honore tout homme !,Honore tout homme !
Le mouton en entier.,Le mouton en entier.
"Ce boeuf-là, en totalité.","Ce boeuf-là, en totalité."
Toute cette part que voici.,Toute cette part que voici.
Ce mouton-ci en entier.,Ce mouton-ci en entier.
Tout ce mouton.,Tout ce mouton.
Toute cette partie.,Toute cette partie.
Ce mouton en entier.,Ce mouton en entier.
Quel mouton en entier ?,Quel mouton en entier ?
Ce mouton-là en entier.,Ce mouton-là en entier.
Va voir tous les hommes !,Va voir tous les hommes !
Va voir tous les moutons !,Va voir tous les moutons !
Va voir tous les chevaux !,Va voir tous les chevaux !
Va voir toutes les vaches !,Va voir toutes les vaches !
J'ai vu tous ces gens.,J'ai vu tous ces gens.
"J'ai vu tous ces gens, auparavant.","J'ai vu tous ces gens, auparavant."
J'ai vu ces gens.,J'ai vu ces gens.
J'ai vu tous ces moutons-ci.,J'ai vu tous ces moutons-ci.
J'ai déjà vu tous les moutons.,J'ai déjà vu tous les moutons.
J'ai déjà vu tous ces moutons-ci.,J'ai déjà vu tous ces moutons-ci.
Aucun homme ne s'est égaré.,Aucun homme ne s'est égaré.
Aucun mouton ne s'est égaré.,Aucun mouton ne s'est égaré.
Aucun cheval ne s'est égaré.,Aucun cheval ne s'est égaré.
Aucune clef n'est égarée.,Aucune clef n'est égarée.
Aucune dame ne s'est égarée.,Aucune dame ne s'est égarée.
Aucune jeune fille ne s'est égarée.,Aucune jeune fille ne s'est égarée.
Rien ne s'est égaré.,Rien ne s'est égaré.
Aucun lion ne s'est égaré.,Aucun lion ne s'est égaré.
Aucun homme ne s'est égaré.,Aucun homme ne s'est égaré.
Aucun mouton ne s'est égaré.,Aucun mouton ne s'est égaré.
Aucune dame ne s'est égarée.,Aucune dame ne s'est égarée.
Aucun homme n'est venu.,Aucun homme n'est venu.
Aucun mouton n'est arrivé.,Aucun mouton n'est arrivé.
J'ai acheté le mouton.,J'ai acheté le mouton.
J'ai acheté ce seul mouton !,J'ai acheté ce seul mouton !
J'ai acheté cette unique mouton !,J'ai acheté cette unique mouton !
Cherche un autre homme !,Cherche un autre homme !
Cherche un autre mouton !,Cherche un autre mouton !
Cherche un autre cheval !,Cherche un autre cheval !
Cherche une autre maison !,Cherche une autre maison !
Cherche un autre lion !,Cherche un autre lion !
Cherche une autre jeune fille !,Cherche une autre jeune fille !
Cherche une autre dame !,Cherche une autre dame !
Cherche une autre chose !,Cherche une autre chose !
C'est un autre cheval que je veux !,C'est un autre cheval que je veux !
C'est une autre maison que je veux !,C'est une autre maison que je veux !
C'est un autre lion que je veux !,C'est un autre lion que je veux !
C'est une autre épouse que je veux !,C'est une autre épouse que je veux !
C'est une autre jeune fille que je veux !,C'est une autre jeune fille que je veux !
C'est un autre récipient que je veux !,C'est un autre récipient que je veux !
C'est un autre homme que je veux !,C'est un autre homme que je veux !
L'autre homme est venu.,L'autre homme est venu.
Il parle de l'autre homme.,Il parle de l'autre homme.
C'est l'autre cheval qui s'est égaré.,C'est l'autre cheval qui s'est égaré.
Je parle de cet autre homme que voilà !,Je parle de cet autre homme que voilà !
C'est cet autre cheval là-bas qui est bon !,C'est cet autre cheval là-bas qui est bon !
Quel autre cheval as-tu vu ?,Quel autre cheval as-tu vu ?
Tout autre mouton que tu vois.,Tout autre mouton que tu vois.
Tous les autres moutons fuirent.,Tous les autres moutons fuirent.
C'est mon ami !,C'est mon ami !
C'est ton ami !,C'est ton ami !
C'est son ami !,C'est son ami !
C'est notre ami !,C'est notre ami !
C'est votre ami !,C'est votre ami !
C'est leur ami !,C'est leur ami !
J'ai vu mon ami !,J'ai vu mon ami !
J'ai vu mes amis !,J'ai vu mes amis !
J'ai vu mes amis !,J'ai vu mes amis !
Un ami à moi !,Un ami à moi !
Des amis à moi !,Des amis à moi !
Mes amis !,Mes amis !
Tu as vu quels amis à moi ?,Tu as vu quels amis à moi ?
Tu as vu lesquels de mes amis ?,Tu as vu lesquels de mes amis ?
J'ai vu tous tes amis !,J'ai vu tous tes amis !
Il a vu tous tes amis !,Il a vu tous tes amis !
J'ai vu tous vos amis en question !,J'ai vu tous vos amis en question !
Il a vu tous vos amis en question !,Il a vu tous vos amis en question !
J'ai vu d'autres amis à vous !,J'ai vu d'autres amis à vous !
Il a vu d'autres amis à vous !,Il a vu d'autres amis à vous !
J'ai vu tes autres amis !,J'ai vu tes autres amis !
Il a vu tes autres amis !,Il a vu tes autres amis !
J'ai vu mes autres amis !,J'ai vu mes autres amis !
Il a vu mes autres amis !,Il a vu mes autres amis !
Je vois l'homme.,Je vois l'homme.
Je vois les gens.,Je vois les gens.
Il a vu la dame.,Il a vu la dame.
Il a vu les dames.,Il a vu les dames.
Je connais l'enfant.,Je connais l'enfant.
Je connais les enfants.,Je connais les enfants.
Il a un mouton.,Il a un mouton.
Il a des moutons.,Il a des moutons.
Arrache ces dents-là !,Arrache ces dents-là !
Range les affaires !,Range les affaires !
C'est leurs dents !,C'est leurs dents !
De beaux yeux !,De beaux yeux !
C'est quelqu'un qui honore l'homme !,C'est quelqu'un qui honore l'homme !
Élève un mouton !,Élève un mouton !
Élève des moutons !,Élève des moutons !
Tu as vu l'homme ?,Tu as vu l'homme ?
Tu as vu l'homme ?,Tu as vu l'homme ?
Tu as vu l'homme dont il fut question ?,Tu as vu l'homme dont il fut question ?
Tu as reconnu sa femme ?,Tu as reconnu sa femme ?
Tu as reconnu sa femme d'autrefois ?,Tu as reconnu sa femme d'autrefois ?
Tu te rappelles son amour ?,Tu te rappelles son amour ?
Tu te rappelles son amour d'autrefois ?,Tu te rappelles son amour d'autrefois ?
Tu vois ce garçon-là ?,Tu vois ce garçon-là ?
"Tu vois, ce garçon-là ?","Tu vois, ce garçon-là ?"
Tu vois ce garçon-là ?,Tu vois ce garçon-là ?
Tu reconnais ton amour d'autrefois ?,Tu reconnais ton amour d'autrefois ?
C'est des femmes.,C'est des femmes.
Ce fut un homme !,Ce fut un homme !
"Ce fut un homme, un vrai !","Ce fut un homme, un vrai !"
Ils ont été bûcherons.,Ils ont été bûcherons.
Tu es parti,Tu es parti
Tu es un homme !,Tu es un homme !
Nous sommes partis,Nous sommes partis
Nous sommes des hommes !,Nous sommes des hommes !
Ce fut un homme !,Ce fut un homme !
Il a été,Il a été
C'est un bûcheron.,C'est un bûcheron.
C'est un bûcheron.,C'est un bûcheron.
C'est le bûcheron !,C'est le bûcheron !
C'est votre bûcheron d'autrefois !,C'est votre bûcheron d'autrefois !
Il est parti.,Il est parti.
Sois un être de raison !,Sois un être de raison !
Ce n'est pas le tambour !,Ce n'est pas le tambour !
Sois quelqu'un de studieux !,Sois quelqu'un de studieux !
C'est l'étudiant.,C'est l'étudiant.
C'était son hôte habituellement.,C'était son hôte habituellement.
Tu es quel étudiant ?,Tu es quel étudiant ?
Tu es quel genre d'étudiant ?,Tu es quel genre d'étudiant ?
Quel ami serais-tu pour eux ?,Quel ami serais-tu pour eux ?
Si tu es homme,Si tu es homme
Si tu es un homme,Si tu es un homme
Sois homme de ce pays !,Sois homme de ce pays !
Sois un homme de ce pays !,Sois un homme de ce pays !
Sois l'homme de tout le monde !,Sois l'homme de tout le monde !
Sois l'homme de la situation !,Sois l'homme de la situation !
Tu étais d'habitude l'hôte de Mustapha,Tu étais d'habitude l'hôte de Mustapha
Ce n'est pas un grand tambour.,Ce n'est pas un grand tambour.
Je reconnais une vache d'Europe !,Je reconnais une vache d'Europe !
Je reconnais les vaches d'Europe !,Je reconnais les vaches d'Europe !
J'ai vu le fils de la dame.,J'ai vu le fils de la dame.
J'ai vu les enfants de la dame.,J'ai vu les enfants de la dame.
Tu as vu le fils de quelle femme ?,Tu as vu le fils de quelle femme ?
Tu as choisi la fille d'une femme.,Tu as choisi la fille d'une femme.
Tu as choisi la fille d'une autre femme.,Tu as choisi la fille d'une autre femme.
J'ai vu le fils de l'homme de Gandiole.,J'ai vu le fils de l'homme de Gandiole.
J'ai vu la maison de l'ami de Birayim.,J'ai vu la maison de l'ami de Birayim.
J'ai vu la maison de son ami.,J'ai vu la maison de son ami.
C'est la maison de Birayim.,C'est la maison de Birayim.
C'est un maître de maison.,C'est un maître de maison.
C'est la ville de ce Sérère.,C'est la ville de ce Sérère.
C'est cette ville de Sérère.,C'est cette ville de Sérère.
Tu parles de quelle ville Sérère ?,Tu parles de quelle ville Sérère ?
Tu parles de la ville de quel Sérère ?,Tu parles de la ville de quel Sérère ?
Tout village Sérère est propre !,Tout village Sérère est propre !
Le village de tout Sérère est propre !,Le village de tout Sérère est propre !
Il n'est Ardo d'aucun Dieri que tu ne connaisses !,Il n'est Ardo d'aucun Dieri que tu ne connaisses !
J'ai vu l'ovin mâle.,J'ai vu l'ovin mâle.
J'ai vu le mouton mâle.,J'ai vu le mouton mâle.
Il a tué une lionne.,Il a tué une lionne.
Il a tué les lionnes.,Il a tué les lionnes.
Choisis une jument du Wâlo.,Choisis une jument du Wâlo.
C'est un homme.,C'est un homme.
C'est un homme généreux !,C'est un homme généreux !
C'est quelqu'un de bien !,C'est quelqu'un de bien !
C'est un homme qui fut bon !,C'est un homme qui fut bon !
C'est un homme qui n'est pas bon !,C'est un homme qui n'est pas bon !
C'est un homme qui eût été bon !,C'est un homme qui eût été bon !
C'est cet homme qui eût été bon !,C'est cet homme qui eût été bon !
C'est cet homme-là qui eût été bon !,C'est cet homme-là qui eût été bon !
Tu es un homme simplement !,Tu es un homme simplement !
Tu es uniquement un homme !,Tu es uniquement un homme !
Vous êtes des enfants seulement !,Vous êtes des enfants seulement !
C'est un homme mûr véritablement !,C'est un homme mûr véritablement !
L'homme peut-il partir ?,L'homme peut-il partir ?
Que la personne sorte ?,Que la personne sorte ?
C'est moi qui vais partir,C'est moi qui vais partir
Peut-il partir ?,Peut-il partir ?
Qui a été ?,Qui a été ?
Afin qu'il se passe quoi ?,Afin qu'il se passe quoi ?
Quelqu'un peut-il partir ?,Quelqu'un peut-il partir ?
Alors celui-ci s'en alla !,Alors celui-ci s'en alla !
Cet homme qui a été,Cet homme qui a été
Voila que j'ai été,Voila que j'ai été
C'est ce qu'il a dit !,C'est ce qu'il a dit !
C'est ce qu'il a dit qui est vrai !,C'est ce qu'il a dit qui est vrai !
Si l'homme accepte,Si l'homme accepte
C'est quand tu es venu,C'est quand tu es venu
C'est lui qui serait allé,C'est lui qui serait allé
L'homme n'a pas été,L'homme n'a pas été
C'est toi qui n'a pas été,C'est toi qui n'a pas été
Qui ne serait pas allé,Qui ne serait pas allé
Celui-là est parti,Celui-là est parti
D'autre sont partis,D'autre sont partis
Lui il est parti,Lui il est parti
L'homme avait été,L'homme avait été
L'homme eut été,L'homme eut été
L'homme partit,L'homme partit
Que l'homme parte ?,Que l'homme parte ?
L'homme est parti,L'homme est parti
Les hommes ne t'ont pas vu,Les hommes ne t'ont pas vu
Que l'homme parte,Que l'homme parte
Que tu partes,Que tu partes
C'est toi qui es parti,C'est toi qui es parti
Qu'il ne parte pas,Qu'il ne parte pas
Ne partez pas,Ne partez pas
Alors il partit,Alors il partit
"S'il parle, je viens","S'il parle, je viens"
C'est lorsque tu t'en allas.,C'est lorsque tu t'en allas.
C'est lorsque la femme arriva,C'est lorsque la femme arriva
Je serais parti,Je serais parti
Vous seriez morts,Vous seriez morts
L'homme serait mort,L'homme serait mort
L'homme qui eût travaillé,L'homme qui eût travaillé
Ce qu'il eût fait,Ce qu'il eût fait
Car c'est toi qui eûsses été heureux.,Car c'est toi qui eûsses été heureux.
Tu aurais été sans l'y trouver.,Tu aurais été sans l'y trouver.
C'est l'homme qui serait venu,C'est l'homme qui serait venu
Il demande si tu aurais été,Il demande si tu aurais été
Viens !,Viens !
Vas-y !,Vas-y !
Va le voir !,Va le voir !
Va les voir !,Va les voir !
Cherche-les à l'intérieur,Cherche-les à l'intérieur
Va !,Va !
Sors !,Sors !
Fais sortir,Fais sortir
Venez !,Venez !
Allez là-bas !,Allez là-bas !
Dites-lui,Dites-lui
Dites-leur,Dites-leur
Mais cet homme est parti,Mais cet homme est parti
Cet homme qui a été,Cet homme qui a été
Que cet homme parte ?,Que cet homme parte ?
C'est lui qui est parti,C'est lui qui est parti
Voilà que j'ai été pour rien !,Voilà que j'ai été pour rien !
C'est lui qui aime,C'est lui qui aime
Voilà qu'il a été et qu'il est revenu,Voilà qu'il a été et qu'il est revenu
Où a-t-il été ?,Où a-t-il été ?
Où veut-il,Où veut-il
Quelle partie veut-il,Quelle partie veut-il
Qu'il ne parte pas,Qu'il ne parte pas
L'homme veut,L'homme veut
"Vous, vous avez été","Vous, vous avez été"
"Vous, vous voulez","Vous, vous voulez"
L'homme ne part pas,L'homme ne part pas
L'homme ne veut pas,L'homme ne veut pas
L'homme n'a pas voulu,L'homme n'a pas voulu
S'ils ne veulent pas,S'ils ne veulent pas
Je n'irai pas,Je n'irai pas
Je n'ai pas été,Je n'ai pas été
Je ne veux pas,Je ne veux pas
"Si l'homme vient, tout ira !","Si l'homme vient, tout ira !"
"Quand on ira, tout ira !","Quand on ira, tout ira !"
C'est quand tu as été.,C'est quand tu as été.
C'est à l'époque où mourut cet homme.,C'est à l'époque où mourut cet homme.
Cet homme qui était parti,Cet homme qui était parti
Cet homme qui aimait,Cet homme qui aimait
Cet homme qui avait voulu,Cet homme qui avait voulu
Cet homme qui voulait,Cet homme qui voulait
C'est lui qui avait été,C'est lui qui avait été
Voilà que tu as été dans un lieu interdit.,Voilà que tu as été dans un lieu interdit.
Où avait-il été ?,Où avait-il été ?
Comme il avait ainsi été en ce lieu,Comme il avait ainsi été en ce lieu
S'il avait été,S'il avait été
S'il n'avait pas été,S'il n'avait pas été
L'homme n'a pas été,L'homme n'a pas été
L'homme qui eut été,L'homme qui eut été
C'est toi qui serais venu,C'est toi qui serais venu
Ce qu'il aurait à faire,Ce qu'il aurait à faire
Tu serais parti,Tu serais parti
L'individu serait parti,L'individu serait parti
L'individu devait partir,L'individu devait partir
Va !,Va !
Allez !,Allez !
C'est lui qui allait,C'est lui qui allait
C'est lui qui allait habituellement,C'est lui qui allait habituellement
C'est moi qui pars,C'est moi qui pars
C'est moi qui dois partir,C'est moi qui dois partir
C'est le Laobe.,C'est le Laobe.
L'homme cultive,L'homme cultive
Mais l'homme cultive,Mais l'homme cultive
L'homme ne cultivera pas,L'homme ne cultivera pas
L'homme ira,L'homme ira
L'homme ira,L'homme ira
C'est moi qui n'ai pas été,C'est moi qui n'ai pas été
L'homme n'a pas été,L'homme n'a pas été
Cette personne n'a pas été,Cette personne n'a pas été
Personne n'était venu,Personne n'était venu
C'est lui qui n'eût pas été,C'est lui qui n'eût pas été
Moi je n'ai pas été,Moi je n'ai pas été
Moi je n'irai pas,Moi je n'irai pas
"Toi, tu n'as pas été","Toi, tu n'as pas été"
"Toi que voilà, tu n'as pas été","Toi que voilà, tu n'as pas été"
"L'homme est là, il ne vint pas","L'homme est là, il ne vint pas"
Je ne vous eusse pas vus,Je ne vous eusse pas vus
"Vous, vous n'avez pas été","Vous, vous n'avez pas été"
Il ne les avait pas vus,Il ne les avait pas vus
Vous ne les aviez pas vus,Vous ne les aviez pas vus
Vous n'y aviez vu personne,Vous n'y aviez vu personne
Tu n'y avais vu personne,Tu n'y avais vu personne
Je n'aurais pas été,Je n'aurais pas été
Nous n'aurions pas parlé,Nous n'aurions pas parlé
Nous ne l'eussions pas vu,Nous ne l'eussions pas vu
Il ne t'avait pas vu,Il ne t'avait pas vu
Je n'y avais pas été,Je n'y avais pas été
C'est moi le professeur.,C'est moi le professeur.
Cela c'est un baobab.,Cela c'est un baobab.
L'homme qui parle,L'homme qui parle
Cette personne qui parle,Cette personne qui parle
L'homme qui part,L'homme qui part
L'homme partant,L'homme partant
Cet homme qui part,Cet homme qui part
Góor giy dem,Góor giy dem
L'individu était un Laobe.,L'individu était un Laobe.
Il était Lebou de Yoff.,Il était Lebou de Yoff.
C'était un Lebou.,C'était un Lebou.
C'est lui qui parlait,C'est lui qui parlait
Le voilà qui partait,Le voilà qui partait
C'est vous qui alliez partir,C'est vous qui alliez partir
C'est toi qui avais l'habitude d'aller,C'est toi qui avais l'habitude d'aller
L'homme qui travaillait d'habitude,L'homme qui travaillait d'habitude
C'est toi qui avais l'habitude d'aller,C'est toi qui avais l'habitude d'aller
Celui-là qui avait l'habitude d'aller,Celui-là qui avait l'habitude d'aller
L'homme qui avait l'habitude d'aller,L'homme qui avait l'habitude d'aller
Alors qu'il sera en train de partir,Alors qu'il sera en train de partir
S'il part,S'il part
S'il est parti,S'il est parti
Une fois là-bas,Une fois là-bas
S'il part,S'il part
Une fois en chemin,Une fois en chemin
Quand il partira,Quand il partira
Lorsqu'il a été,Lorsqu'il a été
S'il est Laobe,S'il est Laobe
S'il est Laobe de Rao,S'il est Laobe de Rao
Si celui-ci est fils de Birayim,Si celui-ci est fils de Birayim
C'est toi qui aurais parlé,C'est toi qui aurais parlé
C'est toi qui eusses été élu,C'est toi qui eusses été élu
C'est moi qui ne pars pas,C'est moi qui ne pars pas
Appelle l'homme qui ne part pas,Appelle l'homme qui ne part pas
Appelle celui-là qui ne part pas,Appelle celui-là qui ne part pas
Appelle celui-là qui ne partira pas,Appelle celui-là qui ne partira pas
C'est lui qui n'est pas Laobe du Baol.,C'est lui qui n'est pas Laobe du Baol.
Appelle les enfants qui n'iront nulle part.,Appelle les enfants qui n'iront nulle part.
"S'il ne vient pas, il verra !","S'il ne vient pas, il verra !"
"S'il ne vient pas, eh bien, il verra !","S'il ne vient pas, eh bien, il verra !"
S'il n'était pas Laobe,S'il n'était pas Laobe
C'est ce personnage qui n'allait pas partir,C'est ce personnage qui n'allait pas partir
C'est lui qui n'avait pas l'habitude de venir,C'est lui qui n'avait pas l'habitude de venir
"L'homme ne parlait pas, habituellement.","L'homme ne parlait pas, habituellement."
J'irai,J'irai
Eux parleront,Eux parleront
L'homme partira,L'homme partira
Les femmes accepteront,Les femmes accepteront
Sois homme de vérité !,Sois homme de vérité !
Tais-toi !,Tais-toi !
Je n'irai pas,Je n'irai pas
L'homme ne rentrera pas chez lui.,L'homme ne rentrera pas chez lui.
L'homme n'est pas un orfèvre.,L'homme n'est pas un orfèvre.
Tu ne viendras pas ?,Tu ne viendras pas ?
Tu n'es pas homme de paix !,Tu n'es pas homme de paix !
Tu n'es pas un homme de paix !,Tu n'es pas un homme de paix !
Vous ne mangez pas,Vous ne mangez pas
Ils ne vont pas manger,Ils ne vont pas manger
Ce n'était pas un homme de Saint-Louis.,Ce n'était pas un homme de Saint-Louis.
Il ne serait pas parti,Il ne serait pas parti
Vous ne seriez pas venus,Vous ne seriez pas venus
"Tu ne bavardais pas, en général.","Tu ne bavardais pas, en général."
"Les gens n'étaient pas, habituellement, bavards.","Les gens n'étaient pas, habituellement, bavards."
"Tu ne bavardais pas, généralement.","Tu ne bavardais pas, généralement."
"Ceux-ci n'allaient pas, généralement.","Ceux-ci n'allaient pas, généralement."
L'homme eût été un savant.,L'homme eût été un savant.
Toi tu eusses été notre guide.,Toi tu eusses été notre guide.
Les gens n'eussent pas été des maîtres.,Les gens n'eussent pas été des maîtres.
Il est parti,Il est parti
"L'homme, il n'est pas parti ?","L'homme, il n'est pas parti ?"
Ceux-ci ne sont pas partis ?,Ceux-ci ne sont pas partis ?
Ceux-là n'ont pas été,Ceux-là n'ont pas été
Celui-ci serait parti,Celui-ci serait parti
Celui-ci allait partir,Celui-ci allait partir
C'est ceux-là qui n'eussent pas été,C'est ceux-là qui n'eussent pas été
C'est un homme de son époque.,C'est un homme de son époque.
C'est lui qui part.,C'est lui qui part.
Il doit partir.,Il doit partir.
C'est un homme de vérité.,C'est un homme de vérité.
Il travaillait.,Il travaillait.
Tu ne travaillais pas d'habitude.,Tu ne travaillais pas d'habitude.
Nous serions des gens de fortune.,Nous serions des gens de fortune.
C'est moi qui ai été,C'est moi qui ai été
C'est que j'ai été,C'est que j'ai été
C'est que j'ai effectivement été,C'est que j'ai effectivement été
J'ai été,J'ai été
C'est moi qui pars,C'est moi qui pars
Moi je partirai,Moi je partirai
Moi je partirai,Moi je partirai
Je partirai,Je partirai
Il a l'habitude d'aller,Il a l'habitude d'aller
Il avait l'habitude de sortir.,Il avait l'habitude de sortir.
Il ne se manifestait pas d'habitude.,Il ne se manifestait pas d'habitude.
C'est lui qui avait l'habitude de travailler.,C'est lui qui avait l'habitude de travailler.
Il m'a vu moi-même.,Il m'a vu moi-même.
Il m'a vu moi-même que voilà.,Il m'a vu moi-même que voilà.
Je parle de toi-même.,Je parle de toi-même.
C'est nous-même qu'il cherche.,C'est nous-même qu'il cherche.
Il parle de vous ?,Il parle de vous ?
Il parle de qui de vous ?,Il parle de qui de vous ?
Il parle desquels de vous ?,Il parle desquels de vous ?
Il parle desquelles de vous ?,Il parle desquelles de vous ?
Je parle de vous tous !,Je parle de vous tous !
Je ne parle que de toi.,Je ne parle que de toi.
Je parle de toi seul.,Je parle de toi seul.
Je te parle à toi fils de Massar.,Je te parle à toi fils de Massar.
Toi tu as été,Toi tu as été
L'homme a causé avec toi.,L'homme a causé avec toi.
L'homme a parlé avec toi.,L'homme a parlé avec toi.
"Samba, toi, tu as été","Samba, toi, tu as été"
"C'est toi qui l'as vu, lui.","C'est toi qui l'as vu, lui."
"C'est toi qui l'as vu, lui, Samba.","C'est toi qui l'as vu, lui, Samba."
Il m'a vu !,Il m'a vu !
Il ne te parle pas.,Il ne te parle pas.
Il m'a vu moi !,Il m'a vu moi !
"Il ne te parle pas, à toi !","Il ne te parle pas, à toi !"
"Te voilà debout, ici.","Te voilà debout, ici."
Nous voilà assis,Nous voilà assis
Le voilà assis là-bas.,Le voilà assis là-bas.
"Le voilà, là-bas, qui s'en va","Le voilà, là-bas, qui s'en va"
"Les voilà, là-bas.","Les voilà, là-bas."
"Te voilà, là.","Te voilà, là."
"Ceux-là, les voilà.","Ceux-là, les voilà."
"Moi, me voilà.","Moi, me voilà."
"L'homme, le voilà.","L'homme, le voilà."
"L'homme, le voilà.","L'homme, le voilà."
En voilà un.,En voilà un.
En voilà un autre.,En voilà un autre.
En voilà d'autres.,En voilà d'autres.
Me voilà parti.,Me voilà parti.
C'est moi qui pars.,C'est moi qui pars.
"Sur ces entrefaites, moi, je quittais.","Sur ces entrefaites, moi, je quittais."
"Te voila, tu as été","Te voila, tu as été"
Dis à l'homme de partir !,Dis à l'homme de partir !
Dis à l'homme qu'il parte !,Dis à l'homme qu'il parte !
Dis à d'autres de partir !,Dis à d'autres de partir !
