french,wolof
Il y amena un mouton pour l'homme.,Yobul na fi góor gi xar.
Comment vont les gens de la maison ?,Naka waa kër ga ?
Moi j'ai été,Man dem në
Agis d'une autre manière !,Defal neneen !
J'ai vu celui-là.,Gis naa ka woon.
"Certains soirs, avant la pluie, ils étaient une armée.",Su xiinaan bay waaj a taw lañ daan gën a ràkkaaju.
"Mais alors, je refusai de sortir","Noonu itam, ma bañ génn"
Tu parles de quel mouton ?,Menn xar man ŋga wax ?
On croyait que tu allais partir matin et soir !,Dañu defewoon ni daa dem ci subë ag ci ŋgoon yépp !
C'est lui qui allait,Moo doon dem
"Il était trop différent de tous ceux que je connaissais, un étranger, et même plus que cela, presque un ennemi.","Su doon doxandéem ci man rekk, ñu ni waaw waaye yemu fa. Daanaka ab noon la ma def."
S'exiler pour être loin du troupeau,Gàddaay ba mana sori gàdd gi
La femme regrette d'avoir eu une fortune.,Ndaw si réccu na amoon.
Il est parti,Dem na
Je ne le sais pas,Xamu mako
"Il n'a pas eu le temps de se préparer, d'emporter des médicaments, des provisions.",Yóobuwaalewul i garab mbaa leneen.
Tu as choisi la fille d'une femme.,Tann ŋga doomu benn jigéen.
Le village de tout Sérère est propre !,Dëkku béppu Séeréer set na !
"Cela commence au déclin du soleil, vers six heures, et dure jusqu'à l'aube du lendemain.",Pecc maa ngi tàmbali bi jant biy waaj a so. Noonu lañ ko ci nekkale ba ca ëllëg sa ca njël.
Là où tu es,Ci foofu ŋga taxaw
Tu connais cet enfant-ci ?,Xam ŋga bii xale ?
Les travailleurs c'était les enfants.,Liggéeykat ya xale ya la woon.
"Ceci est une forêt habitée. Il y a beaucoup d'arbres ici. Il y a un lit ici même. Il y a une sorte de tente là-bas. Il y a beaucoup d'arbres qui l'entourent. Ici, assurément, c'est une forêt.","Waaw lii de ab àll la, àll bi dañ koo xayma, am na ay garab yu bari yu fi nekk. Am na ab lal bu nekk fii nii. Am na ag xayma gu nekk nale. Am na ay garab yu ko wër yu bari. Fii de moom ab àll la moom."
Quel cheval s'est égaré ?,Fas wan a réer ?
L'homme n'a pas vu cet enfant-là.,Góor gi gisul xale boobale woon.
C'est moi que l'homme appelle ?,Man la góor gi woo ?
Tu ne partiras donc pas ?,"Doo dem, xanaa ?"
"Les hommes sont debout. Certains portent des robes de raphia, d'autres ont les masques des dieux.","Góor ñaa ngi taxaw, ñii sol yérey xasum garab, ñeneen ñi téye xar-kanami seeni Yàlla."
Celui-ci serait parti,Kii dafa demkoon
C'était probablement interdit.,Su nu Baay jàppoon keroog du baax ci nun.
"Cela va de la frontière avec le Cameroun sous mandat français, au Sud-est, jusqu'aux confins de l'Adamawa au Nord, et comprend la plus grande partie des chefferies et des petits royaumes qui ont échappé à l'autorité directe de l'Angleterre après le départ des Allemands : Kantu, Abong, Nkom, Bum, Foumban, Bali.","Mu ngi dale digaloom ak Kamerun gi ci moomeelu Farañse yi, wuti bëj-gànnaar, ca cati Aadamawa, ëmbaale dëkk yu ndaw-ndawaan yi Àngale yi jotul woon a teg loxo ba ñu fa dàqee Almaŋ yi. Muy dëkk yu mel ni : Kantu, Aboŋ, Nkom, Bum, Fumbaŋ ak Baali."
Comment vas-tu ?,Naka ŋga def ?
Il ne s'est pas encore substitué à,Wuutóogul
"« Pourquoi les voulez-vous ? demande l'infirmière. Vous êtes médecin ? » Je dis : « Moi non. Mais lui, oui. » L'infirmière lui porte les documents. « Mais pourquoi n'avez-vous pas dit que vous étiez médecin ? » Mon père répond : « Parce que vous ne me l'avez pas demandé. » D'une certaine façon, il me semble que c'était moins par résignation que par son désir d'identification avec tous ceux qu'il avait soignés, à qui à la fin de sa vie il s'était mis à ressembler.","Ndaw si ni ma : « Loo koy doye ? Xanaa doktoor nga ? » Ma ni ko : « Déedéet. Waaye moom doktoor la. » Mu jaaxle, laaj Baay lu tee mu wax ko mooy kan. Tontu bu gàtt la ko Baay tontu : « Laajuloo ma ko. » Dafa meloon ni ku doyal ci àddina, di bàyyeeku. Wànte du woon loolu. Li ko taxoon doxale noonu, moo doon ni rekk Baay dafa demoon ba nekk benn, ci lu mu teyul, yëgu ko sax, ak ña mu faj lu mat ñaar-fukki at ak ñaar."
Tu parles de quel mouton ?,Xar moomu man ŋga wax ?
"Cette photo ci est celle d'un couteau. Un couteau pour lequel il y a du bois à côté ainsi que du fer. Ce qui est sur cette photo ci on l'appelle couteau. C'est un vieux couteau de couleur chocolat. Oui, c'est comme ça qu'il est.","Nataal bii de, nataal la boo xam ne ab paaka la, paaka boo xam ne paaka bi am na dénk ca wet ga ak weñ waaw. Nataal bii daal paaka lañ koy wax paaka bi daal beesul te daa chocolat waaw noon la mel."
Vous êtes des enfants seulement !,Xaleel rekk ŋgeen !
Mais il est parti,Mu dem
En contrebas des enfants insouciants,Boo wàccee tali bi xale yu texet
Tu te rappelles son amour ?,Gis ŋga coroom la woon ?
Salut,Na nga def
S'agiter simplement ne suffit à rien résoudre.,Di tel-teli doŋŋ taxul sotal dara.
"La liberté à Ogoja, c'était le règne du corps.","Ogosaa, kenn naju fa kenn di ko teree noyyi te sañ-sañ boobu, yaram yu fireeku yee koy firndeel."
En parlait-il ?,Ndax Baay daan na wax lu ci jëm ?
C'est un homme qui fut bon !,Nit ku baaxoon la !
"Mais mon père en pratiquait la règle, comme si elle seule donnait un sens à sa vie.","Dafa fekk rekk ni Baay moom kàddu gu mu yëkkati suba ba ngoon, lépp lu mu def, foofu la ko wékk."
"Elle s'harmonisait avec le pays Ibo, avec le tracé de la rivière Aiya, avec les cases du village, leurs toits couleur fauve, leurs murs couleur de terre.","Daan na maasaloo yit ak réewu Ibo yi, seeni néegi-ñax yaak dexug Ayaa, ba ca sax jànq yaak miir ya amoon melo suuf."
La période où il est rentré d'Afrique a été la plus dure.,Bi mu jógee Afrig sax la yëf yi gënoon a takkarnaase.
"Je suis seul au milieu de la foule, je n'ai pas peur.","Ma nekk gone gu tuuteek sama weexaay : mënuma réer ci mbooloo mi, fu nit tollu di ma séen. Wànte taxumaa tiit benn yoon."
"Le long d'une aire dénudée et sèche, des pans de murs rouge sombre, aux crêtes noircies par l'incendie, tels les remparts d'une ancienne citadelle. De loin en loin, le long des murs, se dressaient des tours dont les sommets paraissaient becquetés d'oiseaux, déchiquetés, brûlés par la foudre.","Ay miir yu xonq te lëndëm a toppoon ab bayaal bu mag. Seen cat yaa nga lakk, ñuul, ni tata yu njëkk ya."
Paix seulement.,Jamma rek.
"Ou bien les récits de grands Blancs qui voyageaient en convoi, à la chasse aux lions et aux éléphants, armés de fusils à lunette et de balles explosives, et qui, lorsqu'ils croisaient mon père dans ces contrées perdues, le prenaient pour un organisateur de safaris et l'interrogeaient sur la présence d'animaux sauvages, à quoi mon père répondait : « Depuis vingt ans que je suis ici, je n'en ai jamais vu un, à moins que vous ne parliez de serpents et de vautours. » Ou encore le district officer en poste à Obudu, à la frontière du Cameroun, qui s'amusait à me faire toucher les crânes des gorilles qu'il avait tués et me montrait les collines derrière chez lui en prétendant qu'on entendait le soir la pétarade des grands singes qui le provoquaient en se frappant la poitrine.","Walla boog mu mas maa may ci jaloorey ponkali nit ňu weex ňa daan àndandook mbooloo mu takku, ne ñu ngay rëbbi gayndeek ňey, yore seeni fetal yu ànd ak longóor ak i bal yu naa téll. Saa yu ňu tasewaan ak Baay, yaakaar ni da doon yëngatu ci mbirum rëbb, te fàww ñu laaj ko yan njaàll fa amoon. Tontoom benn la mas a doon : « Bi ma fi ñëweek tey mat na ñaar-fukki at wànte su weesoo jaan ak tan, masu ma fee dajeek beneen rabu-àll. » Xéy-na it dama masoon a teewe fu muy kókkalee Kumandaŋu Óbudu, ca Kamerun. Kooku moom, dafa ma daan raayloo, ciy kaf, boppi dàngin ya mu ne woon moo leen rey, daan ma won itam tund ya woon ginnaaw këram. Ciy waxam de, fa lay coggali dàngin yu réy daan yéeg guddi gu nekk, tiim këram, di fëgg seen dënn ngir tiital ko."
C'est vraiment un homme !,Nit la ci lu wér !
Où est le maître de maison ?,Ana boroom kër gi ?
Élève un mouton !,Yaral xar !
"Et surtout l'abandon de l'Afrique à ses vieux démons, paludisme, dysenterie, famine.","Ak lii, di li gën a xëtt xolu Baay : ni ñuy seetaanee sibbiru si, biiru-taññ ak bekkoor di wéy di ŋacc meenu Afrig."
"À l'autre bout du terrain, il devait y avoir les cases des serviteurs : le « boy », le « small boy », et surtout le cuisinier, que ma mère aimait bien, et avec qui elle préparait des plats, non à la française, mais la soupe d'arachide, les patates rôties, ou le « foufou », cette pâte d'igname qui était notre ordinaire. De temps en temps, ma mère se lançait avec lui dans des expériences, de la confiture de goyaves ou de la papaye confite, ou encore des sorbets qu'elle tournait à la main.","Surga yaa ngi dëkk ci beneen wàllu pàkk bi, moo xam booy bi la mbaa tusuňe bi. Tusuñe bi nag, déggoo woon na lool ak sama yaay te daan ko jàngal nu ñuy togge soosu gerte, pataas yu ňu saaf walla fufu. Daan nañu toggantu itam komfi guyaab, di saaf pàpaaya ak a defaral seen bopp kareem-galaas."
C'est toi qui n'a pas été,Yaa demulwoon
J'ai vu tous tes amis !,Gis naa sa xarit yépp !
"Aujourd'hui, le matin.",Tay ci subë.
"Viens pour Moussa, lamane de ce pays !",Ñëwël ndax Musaa lamaanu réew mi !
Ne partez pas !,Buleen dem !
C'est que j'ai été,Dama dem
Quelqu'un peut-il partir ?,Ndax kenn dem ?
"L'un, dont il fut question, est parti",Kenn ki woon dem na
"Et, avant même l'instant de la conception, tout ce qui l'a précédée, qui est dans la mémoire de l'Afrique.","Te sax, lépp li jiitu saa soosu ñu ma sàkk lañuy fàttalikoo Afrig. Noonu rekk la."
L'homme parti et l'homme décédé ne sont pas les mêmes.,Nit ka dem ag nit kooka dee duñu benn.
"L'homme ne parlait pas, habituellement.",Góor gi daawul wax.
"Comment aurais-je pu imaginer que cette femme était ma grand-mère ? Et je ressentais non pas de l'horreur ni de la pitié, mais au contraire de l'amour et de l'intérêt, ceux que suscite la vue de la vérité, de la réalité vécue.","Naka laa mën a xalaate ne keey sama maam ju jigéen ? Li may yëg du mbañeel, du yërmaande. Sori na leen lool. Jigéen ju màgget jooju, cofeel gu réy laa am ci moom. Te it fullaal naa ko ni ñuy fullaale lèpp luy dëgg ak képp ku dëggu."
"Sur la photo, ont voit des personnes qui marchent rapidement ou qui s'opposent constamment aux gendarmes. C'était à la Casamance. Ils ressemblent plus à des jeunes. C'était peut-être pour montrer quelque chose qui leur déplaisait.",Nataal bii ñoo ngi ciy gis ay nit ñuy ñaxtu walla di jàmmaarlook takk-der yi rekk. Caa Kaasamaas la woon. Aw ndaw lañ gën a nurool. Du ñàkk am lu leen metti ñu ko doon ñaxtu.
L'un des hommes est venu.,Nit kenn ki ñëw na.
Cet autre endroit où il y avait une fuite.,Feneen fi bëttóon foofu.
L'homme n'a pas été,Waa ji demulwoon
"Il lui aurait fallu abandonner ses parents en pleine tourmente, alors qu'ils n'étaient plus en état de résister.","Ay way-juram a ngi woon ciy jafe-jafe yu tar, fekk mag dikk, amatuñu benn kàttan. Gëmuma ni doon na leen néeg a bàyyi foofu dem yoonam."
"Dès qu'il partait pour son travail, nous nous mettions pieds nus pour courir.","Waaye su génnaan kër gi rekk, nuy daldi def tànki neen topp mbedd miy daw."
"Ils tourbillonnaient follement dans la salle, autour de la lampe, se brûlaient contre le verre.","Su ñu duggaan ci saal bi, dañ fay ne di wëndéelu bay miir, ba far lakk ci weer bi."
Ils sont amoureux.,"Ñaar ñii, bëggante nañu ci dëgg-dëgg."
Comment se passe l'après-midi ?,Naka bëcëk bi ?
Il dit que c'est Fatim.,Mu ni Faatim la.
Appelle la police !,Wooyal ma alkaati!
C'est celui-là qui est dehors.,Kookule la ci biti.
Que tu partes ou que tu ne partes pas il viendra.,Dana ñëw soo demul ag soo demee itam.
S'exiler loin de cet arbre vénéré,Gàddaay kàdd ga ñuy siyaare
L'avenir a donné raison à mon père.,"Tey, kenn du ni Baay juum na bés ba mu waxee loolu."
Mes voeux de nouvel an,Mangui lay ndokkel ci att bu bess bi
Celui-ci allait partir,Kii dafa demkoon
"Et tous les autres objets, marqués, cabossés par les cahots, portant la trace des pluies diluviennes et la décoloration particulière du soleil sous l'équateur, des objets dont il avait refusé de se défaire et qui, à ses yeux, valaient mieux que n'importe quel bibelot ou souvenir folklorique.","Ku lim juum, dëgg la, wànte fàww ma tudd jumtukaayam yu sew-sewaan ya, yii nóox, yi ci des fell walla ñu furi. Ñoo ko ëppaloon maanaa lépp lu mu amoon. Yi ko mënoon a fàttali sax léeg-léeg cosaanu réew ma, safe wuñ ko woon ni. Mu ni dee, du tàqalikook ñoom mukk."
Ceux-là n'ont pas été,Nee dañu demul woon
Dans l'esprit de l'amnésique,Ci xelu mag miy naax
"C'est l'homme qui a dit qu'il est là, certainement !","Góor gee ni mi ŋgi fi, soo demee !"
Il voyagera aujourd'hui ou demain.,Dana tukki tay mbaa ëlëk.
Tout ce mouton.,Xar moomee mépp.
Ceci c'est un bol. Il y a du sucre dans le bol. Le sucre tu le perçois qui est tout blanc et remplissant le bol. Le sucre est propre et très jolie même.,"Lii nag ab bool la. Bool bi suukar la def. Suukar Si nag yaa ngi koy séen lu weex tàll, fees dell ci bool bi. Suukar Si set te rafet lool sax la."
J'ai vu vaches d'Europe.,Gis naa nagu Tugal.
"Nous n'allions pas à l'école en Afrique. Nous n'avions pas de club, pas d'activités sportives, pas de règle, pas d'amis au sens que l'on donne à ce mot en France ou en Angleterre.","Jamono ja nu dëkke Afrig, dunu xéy dem lekool te it bokkunu ci benn mbootaayu tàggat yaram. Ci gàttal, lu ñu neex def, amul benn sàrt bu nu war a topp te kenn duñu ni tooy na mbaa wow na. Ni ma ko waxe sànq, daan nanu fo ak sunuy maas. Wànte kenn ci ñoom doonul woon sunu xarit, suñ sukkandikoo ci li baat boobu tekki fii ci Tugal."
Le Monsieur est parti,Góor gi dem
Je vois devant moi une photo sur laquelle beaucoup de personnes marchent rapidement. Ils ont pliés leurs mains pour montrer une attitude pacifique.,Nataal bii maa ngi ciy janloog haa ay nit yu bari yuy dox di dox ab ñaxtu. Ñi ngi bank seen i loxo di wane ni lu amul benn taafar lañuy deme.
Tu iras ?,Diŋga dem ?
Toi le champion des arènes,Yow jambaar ji ub làmb yi
Où est-ce que tu vas ?,Ana foo jëm ?
"Sa maison, une sorte de chalet de planches sur pilotis, au bord d'une route vide, flanquée d'un seul palmier absurde.","Këram ga mel ni baraag bu ňu samp ci dex gi, ci wetu tali bu wéet, garabu-tiir gu kenn xamul lu mu fay def sampu fa moom itam."
C'est toi qui aimes la jeune femme,Yaw la ndaw si sopp
Nul n'est venu.,Kenn nëwul.
"Sur cette photo je suis en face de quelque chose qui est similaire au poisson séché. Cette chose est bonne dans le riz au haricot vert ; il s'agit bien du poisson séché. Le poisson séché on le met aussi là où on peut le saisir. Les plats comme la ""soupe kanji"" ou tous ces autres plats où on peut le manger.","Aa nataal bii de may jàkkaarloo mel na ni gejje la, gejj. Loo xam ne neex na ci ceebu ñebbe lool, muy gejje moom mii. Gejje itam bare na fanee fun ko mën à jëfandikoo, lu ci mel ne ay suppu kànja loolu yooyu yépp mën nan cee jëfandikoo gejj."
"Le haut pays de l'Ouest, en se séparant du Nigeria, avait fait un choix raisonnable, qui le mettait à l'abri de la corruption et des guerres tribales.","Yenn ciy dëkkam yi féete sowu-jant dañoo teel a teqalikook Niseryaa, mu doon li gën ci ñoom, musal leen ci ger ak reyante yu dul jeex."
"Tout d'un coup, sans que je m'en sois rendu compte, je suis entouré par des milliers d'insectes.","Man daal, xawma lu géej giy riir, dama jékkee-jékki rekk gis junniy gunóor wër ma."
Quels moutons avais-tu achetés ?,Xar yii yan ŋga jënd ?
Qu'as-tu vu ?,Loo gis ?
"Ceci est un long et jolie bâtiment. On a vu deux personnes à sa gauche, un homme et une femme allant ensemble avec des médicaments et des fleurs. À sa droite on a vu un bâtiment blanc avec des voitures devant. Le bâtiment est sur la route.",Lii ab tabax bu njool la bu rafet. Gis nañ ñaari nit ci càmmooñ bi benn góor ak benn jigéen ñu ànd ak ay garab ak fleurs. Ci ndey-joor bi gis nañ benn tabax bu weex ak ay oto ci kanamam. Tabax bi mi ngi ci kaw tali.
"Les armées d'occupation française et britannique tentèrent vainement de s'opposer à de telles exactions, aujourd'hui résurgentes dans certains pays d'Afrique de l'Ouest, comme le Liberia.","Soldaari faraňse yi ak àngale yi tegoon loxo Kamerun jéem naňu lu ne ngir dakkal ñaawtéef yooyu. Waaye seeni pexe àntuwul. Tey jii sax, lu ni mel dekki na ca Liberyaa, di moom itam réewu Afrig sowu-jant."
Qu'il ne mente pas du moment qu'il ne vient pas !,Bu mu fen bi mu dul ñëw !
C'est le lion qui a mangé entièrement celui-là,Gaynde gee lekk moomu mépp
C'est celui-là même devant le seuil de la maison.,Moom mile ci buntu kër gi la.
Le maître souhaiterait avoir donné toute sa fortune pour pouvoir demander aujourd'hui l'aumône.,Sërin bi bëgg na mayewoon alalam ji ba mënkoon yalwaan tay.
C'est toi qui eusses été élu,Yaa doonkoon falu
"Que tu partes, c'est ce que désire l'homme.","Ŋga dem la, góor gi bëgg."
Lui il est parti,Moom dem na
Les femmes n'ont été à Saint-Louis jusqu'ici.,Jigéen ñi demuñu Ndar ba tày.
"La guerre, le confinement dans l'appartement de Nice (où nous vivions à cinq dans deux pièces mansardées, et même à six en comptant la bonne Maria dont ma grand-mère n'avait pas résolu de se passer), les rations, ou bien la fuite dans la montagne où ma mère devait se cacher, de peur d'être raflée par la Gestapo – tout cela s'effaçait, disparaissait, devenait irréel.","Xanaa liñ fi tudde woon Xare bu Mag bi. Sunu kër ca Niis : juróomi nit ñuy dankalikoo ci ňaari néeg yu ñu teg i xànq. Juróom-benn lanu woon sax, boo limaalee Mariyaa, mbindaan mi sama maam ju jigéen ne woon, ci xolam bu rafet, du ko wacc mukk ginnaaw. Luy delseeti ci sama xel ? Dëkku kow ba sama yaay war a daw làquji ndax ragal Almaŋ yi jàpp ko... Loolu lépp seey na ba ni mes, dellu mel niy léeb ak lëppóon."
Tu as dit cela.,La ŋga wax la.
Appelle l'homme qui n'est pas Kangame d'ici !,Wool góor gi dul Kajgaamu fii !
"Mon père nous répète ces récits effarants, sans doute n'y croit-il qu'à moitié. Il n'a jamais constaté lui-même des preuves de cannibalisme.","Du benn du ñaar, Baay di nu nettali yu ni mel. Su dee gëmoon na ni loolu lépp dëgg la, du lool, ndax masu cee teewe lenn."
"D'ailleurs, on ne peut rien y voir.","Te nag, kenn manu fi gis dara."
Quelle clé s'est égarée ?,Doom ban a réer ?
"Malheureusement, les enfants ne veulent pas","Waaye nag, xale yi bëggunu"
L'individu était un Laobe.,Waa ji doon Lawbe.
C'est ce que nous avons dit.,Li ñu wax la.
Tu as vu quels amis à moi ?,Gis ŋga samay xarit yan ?
Il est venu à cause de toi.,Dikk na ndax yaw.
"Ceci est une maison, une maison endommagée. En le voyant tu sauras qu'elle est vieille ainsi que ses lampes et ses fenêtres.","Lii ag kër la, kër gu yàqu. Boo ko gisee xam ni dafa màgget ak làmpam yeek palanteer am yi."
Je veux que l'homme vienne,Bëgg naa góor gi ñëw
Du reste la générosité est une bonne chose dans la vie.,Te dey addina laabiir dafa ci baax.
J'ai vu ceux-là.,Gis naa ñooñale woon.
Prends celui-là en entier !,Fabal benn boobu bépp !
"En fait, une femelle scorpion, qui transportait sa progéniture sur son dos.","Jiit ju jigéen la woon, ndax mu ngi bootoon njabootam."
