french,wolof
fër,avoir une dysenterie
faar,côte
bër,être en vacance
bëër,beurre
sóox,chair
góox,absorber une forte gorgée
iñaan,envieux
egg,arriver
añ,déjeuner
aay,avare
aajo,serviabilité
ub,fermer
obali,bailler
om,être maigre
uuf,prendre sur ses genoux
óom,genoux
oos,maigre
ëpp,dépasser les limites
ëpp,excessif
juddu,naissance
ndimo,tissu
lóxó,bras
kuu,celui-ci
kuu,tout près
gisóo,se concerter
woddoo,se couvrir avec
ki,cet
ki,que voici
téeré,amulette
tere,interdire
dara,rien
ree,rire
daa,encre
muumë,muet
wér,guérir
wër,faire le tour
wéer,adosser
géer,homme de noble caste
gisóo,voir ensemble
baaxal,rendre bon
tuurul,faire une offrande à une divinité.
Demagul,Il n'a pas encore été
Seeteegul,Il n'a pas encore été voir
Wuutóogul,Il ne s'est pas encore substitué à
Giséegul,Il n'a pas encore pris de contacts
taf,coller
taf,afficher
kër,maison
rëbb,chasser
bañ,refuser
dóor,frapper
jëf,acte
laaf,aile
mën,pouvoir
ñaaw,vilain
sëf,change
yar,éduquer
mpal,élection
mbay,culture
ndof,folie
ñjëg,prise
õgëm,croyance
sas,charge
taal,allumer
fày,éteindre
sàmp,planter
lamb,tâter
gént,rêver
lañc,bouchée
õgëñj,indigo
taõg,chaud
saõx,il y a un moment
bopp,tête
saq,grenier
jaww,atmosphère
gajj,scarifier
dagg,couper
wall,secours
tamm,avoir pris l'habitude de
tann,choir
wàõõ,avarié
sabar,tam tam
ndemin,façon d'être
safara,feu
ñappati,s'embourber
satala,récipient
ganaar,poulet
Idi,nom
Kajoor,Province du Sénégal
kañaan,envie
sagar,torchon
laõaay,exil
saxaar,fumée train
bala,demander pardon
xasaw,puer
faral,prendre partie pour
dawal,conduire
aaye,interdire
sempi,déraciner
ñjambaas,rebord
õgenté,baptême
andaar,unité de mesure
tañcu,se coincer
xañjar,cuivre
noppi,se taire
wattu,éviter
tëccu,se pincer
ñakku,être vacciné
laqu,se cacher
libbët,être anémié
addu,répondre
dajji,défoncer
jéggi,enjamber
wàllu,secourir
sannar,nom
tammal,habituer
Daõõar,nom
saññi,déboucher
iñaan,jaloux
añaan,jaloux
aaye,interdire
urus,or
óbbëli,bailler
ommeeku,s'essuyer la bouche
uufu,se blottir
oosal,faire maigrir
ëñu,se retrousser les manches
itte,obligeance
ubbi,ouvrir
atté,séparer
atté,juger
okkatu,se gratter
ëñ,retrousser
itt,frapper
ëmb,envelopper
app,limite
opp,maladie
ëndi,amener
ndaa,canari
testën,plante de pied
gabbkat,piocheur
deei,aller mourir
jiu,semence
reei,aller rire
deeo,mourir en groupe
deeo,mourir ensemble
deewoo,mourir ensemble
jii,aller semer
jiyi,aller semer
déeal,mourir pour 
deeal,mourir pour 
juutu,se renverser
jitu,devancer
dogoo,se brouiller définitivement
téeré,livre
duggo,frayer ensemble
ndugóor,fruit
dawal,faire courir
sagar,torchon
reeaale,rire en même temps
deaale,mourir en même temps
reewaale,feindre en riant
reewaale,rire en même temps de
sawaale,expliquer en même temps
jiyaale,semer en même temps
reeaatle,rire encore avec quelqu'un
obali,bailler
leqaliku,s'épanouir
fatarñi,déboucher
gent,déserter
saõg,recouvrir
boppa,tête
fatta,boucher
samp,planter
sampa,planter
Fattu,être obstrué
góor,mâle
nag,boeuf
sabar,tambour
jigéen,femme
jigéen,femelle
xeeñ,sentir
wàcc,abandonner
wàcc,laisser tomber
dem,partir
dem-na,il part
dem-bi,le départ
jiitu,précéder
fital,mettre en tête
soxor,méchant
coxor,méchanceté
sëriñ,musulman
cëriñ,l'état de musulman
cëriñ,islam
guy,baobab
buy,fruit du baobab
fas,cheval
pas,petit cheval
far,être allié
par,allié
par,alliance
wàlaf,habitant du Lof
jolof,pays du Lof
jolof,pays wolof
far naa,je suis allié
par,alliance
ajoor,habitant de l'intérieur
Kajoor,Cayor
añaan,jaloux
kañaan,jalousie
aaréen,arachide
kaaréen,petite quantité d'arachide
kaddu,parole
kaddu,tonnerre
andaar,instrument de mesure
kandaar,le même instrument
néeg bi,la maison
néeg si,la petite maison
ndem,le fait de partir
ndem,départ
bëgg,désirer
mbëgg,désir
géew,faire une réunion
ngéew,assemblée
góor,homme
ngóor,bravoure
baadolo,manant
mbaadolo,état de manant
baax,être bon
mbaax,bonté
far,allié
mpar,alliance
nkor,trahison
boot,porter sur le dos
bootaay,la manière de porter sur le dos
ñaaw,laid
ñaawaay,la laideur
saf,piquant
safaay,l'acidité
safaay,le piquant
xuyy,illuminer
lakk,brûler
dem,aller
demin,manière d'aller
demin,l'état
waxin,façon de parler
waxin,accent
mënin,capacité
wecci,changer
weccit,petite monnaie
daggit,morceau
des,constituer un résidu
desit,résidus
liggéey,travail
liggéeykat,travailleur
waxkat,bavard
waxkat,locuteur
ratt,traire
rattkat,celui qui trait
law,s'épandre
lawtan,toute plante proliférante
wex,amer
wextan,bile
sëgg,se courber
sëgg,attendre
sëggtéef,héritier du pouvoir
ñaawtéef,vilenie
toog,s'asseoir
toogukaay,siège
lekk,manger
lekkukaay,plat
xamadi,ignorer
xamadi,ignorance
xamadi,insolence
lekkadi,abstinence devant la nourriture
goreedi,manquer de noblesse
goreedi,indignité
mos,goûter
mosal,faire goûter
mosal,pourboire
gis,voir
gistal,faire voir
gistal,exhibitionnisme
mooy,manquer un but
mooy,dévier
moyaal,détournement
moyaal,quemande
liggéey,travailler
bokk,détenir en commun
wày,chanter
wày,louer
wàyaan,louer
wàyaan,quémander
reetaan,se moquer
reetaan,ricaner
reetaan,ricanement
wax,causer
waxtaan,causer
waxtaan,causerie
seet,regarder
seet,sonder
seetaan,spectacle
jamaale,concurrencer
jamaale,concurrent
waxaale,marchander
waxaale,marchandage
demaale,accompagner
demaale,compagnon
mayle,contribuer à un cadeau fait par quelqu'un
naw,estimer hautement
nawle,pair
nawle,un égal
génn,sortir
dend,voisiner
ànd,aller ensemble
àndandoo,aller en groupe
àndandoo,cohorte
reew,être impoli
reewande,impolitesse
ñaawande,laideur
toogandi,attente
muñ,patienter
muñandi,patience
fattaliku,se rappeler
fattalikondi,ne pouvoir se rappeler
xool,regarder
xoolante,se regarder
bëgg,aimer
bëggante,s'aimer
bëggante,amour
nuyu,saluer
nuyonte,se saluer
duggu,s'imposer à quelqu'un
duggonte,se lier
duggonte,s'acquoquiner
lekkantu,faire semblant de manger
gaaw,rapide
gëmmentu,avoir sommeil
fo,jouer
fo,jeu
po,jeu
fontu,jouer
fontu,manquer de sérieux
fattarñi,déboucher
fot,avaler de travers
fottarñi,arracher
daggat,découper
daggat,morceau
xott,morceau
xottat,déchiqueter
xottat,morceau
maggat,vieux
maggat,vieillesse
maggat,vieillir
macc,sucer
maccaat,suçoter
segg,filtrer
seggaat,filtrer une fois encore
nob,aimer
sopp,estimer
soppaate,estimer
ñaan,demander
jéex,fouiller dans le sol
maccaatu,lécher
demi,devoir aller
waxi,aller dire
adduji,devoir répondre à l'avenir
defar,arranger
gaññ,se crisper le visage
gaññar,crispation du visage
lekke,manger avec
jóg,se dresser
jógé,venir de
jógé,se redresser grâce à
gisé,voir
gisé,entrevue
soppe,ami
soppe,estimer à cause de
bañeel,ennemi
suuf,sol
suuf,le bas
suuféel,rabaisser
ñaar,deux
déey,confier
déeyóo,se concerter
déeyóo,confidence
wàñoo,se disputer
wàñoo,déchirement
dogoo,rupture
toogu,siège
seetu,se mirer
seetu,miroir
lem,plier
lemu,se plier
waxtu,se parler
jabar,jouer les devins
jabartu,charlatanisme
wàññi,retourner
dindi,enlever
dindéeku,se détacher
dindéeku,lâcher
dindiku,se détacher
waññiku,se retourner
nit,homme
nit,être humain
as nit,un bout d'homme
war,mouton
as xar,un petit mouton
as gane,un petit poulet
géwél,griot
as géwél,un petit griot
jur,donner naissance
waa jur,parents
waajur,parents
réew,pays
waaréw,nationaux
waa réew,nationaux
joor,arrière-pays
kaw,haut
Lof,région du Sénégal
waa Lof,habitant du Lof
wàlaf,habitant du Lof
Ndar,Saint-Louis
waa Ndar,Saint-Louisien
waandar,Saint-Louisien
Raw,village sénégalais
waa Raw,habitant de Rao
waaraw,habitant de Rao
ngawar,équitation
daay,brûlé
daay,endroit déserté
gaddaay,émigrer
gaddaay,émigration
sax,verre
sax,pousse
gasax,ver de terre
neex,être agréable
banneex,plaisir
rus,avoir honte
rucci,honorer
rucci,relever d'une honte
yeew,attacher
yewwi,détacher
wex,salé
weqi,dessaler
weddi,nier
neex,agréable
naqadi,désagréable
taggi,dénicher
sop,turbulent
copte,turbulence
coppe,ami
yéem,étonner
kéemtaan,merveille
ceetaan,spectacle
saf,être acide
cafka,acidité
ceetu,le fait de se mirer
ceetu,se regarder dans le miroir
kubéer,couvercle
odd,recouvrir
kodday,manière de s'habiller
and,vase en argile
kandar,vase qui sert à mesurer
om,maigre
komre,maigreur
samp,planter
cemp,variété d'herbe aromatique
cempit,portion extraite
def,faire
jëf,acte
jëfkat,homme d'action
boot,porter sur le dos
bootaay,manière de porter sur le dos
mbootaay,association
dog,couper
dogal,pourboire
ndogal,destin
jam,piquer
jam,emporter un enjeu
jamaale,concurrent
njamaale,concurrence
dog,arrêter
aji dogal,juge
aji dogal,qui peut décider
def,faire
defar,arranger
aji-defar,esprit constructif
def,faire
defar,arranger
defarkat,agent
defarkat,constructeur
sopp,estimer
soppal,estimer à cause de quelqu'un
soppalante,s'épauler dans l'estime
soppi,changer
coppeeku,changement
coppalin,manière de changer
coppeekuwaay,manière de changer
wax,dire
weddi,nier
weddikat,qui nie
neex,agréable
naqadi,désagréable
naqadil,rendre
dog,couper
dogalante,se faire de petits cadeaux
ndogalante,concession mutuelle
jiitu,précéder
jiital,mettre en tête
jiitëlante,se mettre en rang
jiitalante,série
jiitalante,succession
wax,parler
waxaale,marchander
waxaalelu,faire marchander
waxalelukat,qui fait marchander
jéem,essayer
jëmentu,s'exercer
jëmentalukaay,terrain d'essai
jiitu,être en tête
jiital,mettre en tête
wuutu,se substituer
wuutal,substituer
xéewal,bonne fortune
xéewlu,bénéficier d'un sort
xew,événement
jam-jam,piqûre
xar,percer
xar-xar,fente
bëgg-bëgg,désir
tooy-tooy,humidité
xew-xew,événement
waalo,nom de région
waalo-waalo,habitant du Oualo
sax-sax,chef de province
sax-sax,jeune pousse
ñuul,noir
biir,ventre
ñuulbiir,méchant
ñuulbiir,méchanceté
jaam,esclave
buur,roi
jaambur,homme libre
wër,faire le tour
sëg,cimetière
wërsëg,chance
jambuur,homme libre
jambuur-jambuur,habitant de la région des hommes libres
kërbët,pas de cheval
kërbët kërbët,galop de cheval
jigéenu wérul,femme qui ne se porte pas bien
jigéenu wérul,femme enceinte
waru gar,prestation obligatoire
waru gar,dot
naaru góor,littéralement maure mâle
naaru góor,cheval pur sang arabe
ñaari goroõ,deux rythmes
ñaari goroõ,figures de danse
moom-sa-réew,indépendance
moom-sa-réew,rentrer en possession de son pays
na jaay,qu'il vende
na jaay,oncle
jarabibaat,femme qui épouse son oncle
jarabibaat,femme qui épouse son oncle
bax,bon
baxbax-lu,faire semblant d'être gentil
góor,mâle
góorgóor-lu,se conduire en homme
wër,faire le tour
wër-wër,va et vient
wër wër lu,aller à droite et à gauche
xam,savoir
xam-xam,science
xam xam lu,jouer au savant
xar,fendre
xar-xar,fente
xar xar le,simuler l'agonie
daõ-daõ,trépidation
daõ daõ,trépigner
daõ daõ lu,trépigner
raõ-raõ,fracas
raõ raõ lu,faire du vacarme
jaambur,homme libre
jaambur-jaambur,habitant du Diambour
jaambur jaamburlu,jouer au sage
xar xar,fente
xarxarle,agoniser
xarxarlekat,qui simule l'agonie
wër sëg,chance
wërsëglóo,bénéficier de quelque chose
daõ daõ,trépidation
daõdaõluji,aller s'exciter quelque part
bëkknéeg,courtisan
bëkknéegu,se conduire en courtisan
warugar,dot
warugarloo,considérer comme une obligation
ñaari goroõ,figure de danse
ñaari goroõi,aller danser le naari
Nit bonul !,Homme n'est pas mauvais !
Nit bonul !,L'homme n'est pas mauvais !
Nit dem na !,Quelqu'un est parti !
Nit dem na !,Homme est parti !
Nit dem na !,Un homme est parti !
Gis naa gaynde.,J'ai vu lion.
Gis naa gaynde.,J'ai vu un lion.
Nit la.,C'est un homme.
Nit kii ci sama wet.,Cet homme près de moi.
Nit kookuu ci sa wet.,Cet homme là près de toi.
Gis õga nit kale ?,Tu vois cet homme là-bas ?
Gis õga nit kookale ?,"Tu sais, cet homme ?"
Gis õga nit kookale ?,"Tu sais, cet homme ?"
Gis õga nit kee ?,Tu vois cet homme là ?
Gis õga nit kookee ?,"Tu sais, cet homme là ?"
Gis õga nit kookee ?,"Tu vois, cet homme là ?"
Gis naa nit ki.,J'ai vu l'homme.
Gis naa jigéen ju.,J'ai vu la femme.
Xoolal mbër mu.,Regarde ce lutteur.
Xoolal mbër mu.,Regarde ce semblant de lutteur.
Seetal sarax su.,Regarde cette aumône.
Gis õga nit ka ?,Tu as vu l'homme ?
Gis õga nit ka ?,"Tu as vu, auparavant, l'homme ?"
Xamoon õga jaõx ba ?,Tu connaissais la jeune fille ?
Xammee õga waa jooju ?,Tu reconnais cet individu-là ?
Xammeewoon õga jigéen jooju ?,Tu avais reconnu la femme ?
Nit kii jaõg na,Cet homme a étudié
Xale yile yarunañu.,Ces jeunes gens sont sages.
Jigéen jale laa wax !,Je parle de cette dame que voilà !
Xale buu laa wax.,Je parle de ce petit.
Jigéen jule demul.,Cette femme-ci n'est pas partie.
Xale yule yaruwuñu.,Ces enfants que voilà ne sont pas sages.
Xam õga xale bee ?,Tu connais cet enfant là-bas ?
Jigéen jale.,Cette dame là-bas.
Téere yee laa jënd !,C'est ces livres là-bas que j'ai achetés !
Waxtaanal ag nit kookii ci sa wet !,Cause avec cet homme qui est à côté !
Gis õga jigéen ñooñii ?,Tu vois ces femmes-là ?
Mayal nag wile !,Nourris cette vache-ci !
Xam õga nit kookuu ?,Tu connais cet homme-là ?
Gis õga xale yooyule ?,Tu as vu ces jeunes gens ?
Nit kookuu génn laa wax !,Je parle de la personne qui est sortie !
Gisóon õga jigéen joojule ?,Tu avais vu cette femme ?
Xamoon naa waa joojee !,Je connaissais cet individu-là !
Xammeewoon naa jigéen joojale !,J'avais reconnu cette dame-là !
Gis naa xale ba.,J'ai vu l'enfant.
Kile nit laa wax.,Je parle de cet homme-ci.
Jile wax rafetul !,Ce n'est pas là une belle parole !
Kee nit õgay gis,Cet homme là-bas que tu vois
Yee téere la ma jóox.,C'est ces livres-là qu'il m'a donnés.
Gis naa am xar.,J'ai vu un mouton.
Séen naa ak nit.,J'ai aperçu un homme.
Séen naa aw nit.,J'ai aperçu un homme.
Séen naa ay nit.,J'ai aperçu des gens.
Nit kan a réer ?,Quel homme s'est égaré ?
Xar man a réer ?,Quel mouton s'est égaré ?
Fas wan a réer ?,Quel cheval s'est égaré ?
Jigéen jan a réer ?,Quelle femme s'est égarée ?
Doom ban a réer ?,Quelle clé s'est égarée ?
Lëf lan a réer ?,Quelle chose s'est égarée ?
Ndaw san a réer ?,Quelle jeune fille s'est égarée ?
Nit ñan ñoo réer ?,Quelles personnes se sont égarées ?
Xar yan ñoo réer ?,Quels moutons se sont égarés ?
Fas yan ñoo réer ?,Quels chevaux se sont égarés ?
Jigéen ñan ñoo réer ?,Quelles femmes se sont égarées ?
Doom yan ñoo réer ?,Quelles clés se sont égarées ?
Yëf yan ñoo réer ?,Quelles choses se sont égarées ?
Saatu yan ñoo réer ?,Quels couteaux se sont égarés ?
Xar moomu man õga wax ?,Tu parles de quel mouton ?
Xar moomu man õga wax ?,Tu parles de ce mouton ?
Xar mii man ?,Quel mouton ?
Xar yii yan õga jënd ?,Quels moutons avais-tu achetés ?
Xar yii yan õga jënd ?,C'est ces moutons que tu avais achetés ?
Xar yile yan ?,Quels moutons ?
Ma japp nag yee yan ?,Que j'attrape quelles vaches ?
Mu japp nag yooyu yan ?,Qu'il attrappe quelles vaches ?
Boobu néeg ban õga wax ?,Tu parles de quelle maison ?
Bii néeg ban õga wax ?,Tu parles de quelle maison ?
Bii néeg ban õga wax ?,Tu parles de quelle maison (ici) ?
Jile jigéen jan õgeen wax ?,Vous parlez de quelle dame ?
Jile jigéen jan õgeen wax ?,Vous parlez de quelle dame (ici) ?
Woowale fas wan õga bëgg ?,Quel cheval veux-tu ?
Yooyale fas wan õga bëgg ?,Quel cheval veux-tu ?
Xarit yan ño ñëw ?,Quels amis sont arrivés ?
Xar mépp,Tout le mouton
Néeg bépp,Toute la chambre
Kër gépp,Toute la maison
Wax jépp,Tout le propos
Wax jépp,Tout ce discours
Génnéel képp nit koo gis !,Fais sortir tout homme que tu vois !
Génnéel mépp xar moo gis !,Fais sortir tout mouton que tu vois !
Génnéel wépp fas woo gis !,Fais sortir tout cheval que tu vois !
Génnéel bépp nag woo gis !,Fais sortir toute vache que tu vois !
Teralal béppu nit !,Honore tout homme !
Xar mi mépp.,Le mouton en entier.
Nag woowa wépp.,"Ce boeuf-là, en totalité."
Wall wuu wépp.,Toute cette part que voici.
Xar mii mépp.,Ce mouton-ci en entier.
Xar moomee mépp.,Tout ce mouton.
Xar woowalé wépp.,Toute cette partie.
Mi xar mépp.,Ce mouton en entier.
Man xar mépp ?,Quel mouton en entier ?
Xar moomule mépp.,Ce mouton-là en entier.
Seetil nit ñépp !,Va voir tous les hommes !
Seetil xar yépp !,Va voir tous les moutons !
Seetil fas yépp !,Va voir tous les chevaux !
Seetil nag yépp !,Va voir toutes les vaches !
Gisoon naa nit ñooña ñépp.,J'ai vu tous ces gens.
Gisoon naa nit ñooña ñépp.,"J'ai vu tous ces gens, auparavant."
Gisoon naa ñooñale nit ñan.,J'ai vu ces gens.
Gisoon naa xar yi yépp.,J'ai vu tous ces moutons-ci.
Gisoon naa xar yi yépp.,J'ai déjà vu tous les moutons.
Gisoon naa xar yi yépp.,J'ai déjà vu tous ces moutons-ci.
Gisoon naa xar yi yépp.,J'ai vu tous ces moutons-ci.
Nit kenn réerul.,Aucun homme ne s'est égaré.
Xar menn réerul.,Aucun mouton ne s'est égaré.
Fas wenn réerul.,Aucun cheval ne s'est égaré.
Doom benn réerul.,Aucune clef n'est égarée.
Jigéen jenn réerul.,Aucune dame ne s'est égarée.
Ndaw senn réerul.,Aucune jeune fille ne s'est égarée.
Lëf lenn réerul.,Rien ne s'est égaré.
Gayndé genn réerul.,Aucun lion ne s'est égaré.
Kenn nit réerul.,Aucun homme ne s'est égaré.
Menn xar réerul.,Aucun mouton ne s'est égaré.
Jenn jigéen réerul.,Aucune dame ne s'est égarée.
Menn nit ñëwul.,Aucun homme n'est venu.
Menn xar ñëwul.,Aucun mouton n'est arrivé.
Jënd ñaa menn xar mi.,J'ai acheté le mouton.
Jënd ñaa menn xar mi !,J'ai acheté ce seul mouton !
Jënd ñaa menn xar mi !,J'ai acheté cette unique mouton !
Seetal nit keneen !,Cherche un autre homme !
Seetal xar meneen !,Cherche un autre mouton !
Seetal fas weneen !,Cherche un autre cheval !
Seetal néeg beneen !,Cherche une autre maison !
Seetal gaynde geneen !,Cherche un autre lion !
Seetal ndaw seneen !,Cherche une autre jeune fille !
Seetal jigéen jeneen !,Cherche une autre dame !
Seetal lëf leneen !,Cherche une autre chose !
Weneen fas la bëgg !,C'est un autre cheval que je veux !
Beneen néeg laa bëgg !,C'est une autre maison que je veux !
Geneen gaynde laa bëgg !,C'est un autre lion que je veux !
Jeneen jabar laa bëgg !,C'est une autre épouse que je veux !
Seneen ndaw laa bëgg !,C'est une autre jeune fille que je veux !
Beneen ndab laa bëgg !,C'est un autre récipient que je veux !
Meneen nit laa bëgg !,C'est un autre homme que je veux !
Nit keneen ki ñëw na.,L'autre homme est venu.
Keneen nit kooka la wax.,Il parle de l'autre homme.
Fas weneen wu moo daw.,C'est l'autre cheval qui s'est égaré.
Nit keneen kaa laa wax !,Je parle de cet autre homme que voilà !
Fas weneen wale moo baax !,C'est cet autre cheval là-bas qui est bon !
Weneen fas wan õga gis ?,Quel autre cheval as-tu vu ?
Meneen xar mépp moo gis.,Tout autre mouton que tu vois.
Yeneen xar yi yépp daw.,Tous les autres moutons fuirent.
Sama xarit la !,C'est mon ami !
Sa xarit la !,C'est ton ami !
Xaritam la !,C'est son ami !
Suñu sarit la !,C'est notre ami !
Seen xarit la !,C'est votre ami !
Suñu xarit la !,C'est leur ami !
Gis naa sama xarit bi !,J'ai vu mon ami !
Gis naa sana xarit yi !,J'ai vu mes amis !
Gis naa sama xarit yee !,J'ai vu mes amis !
Sama aw xarit !,Un ami à moi !
Samay xarit !,Des amis à moi !
Samay xarit !,Mes amis !
Gis õga samay xarit yan ?,Tu as vu quels amis à moi ?
Gis õga samay xarit yan ?,Tu as vu lesquels de mes amis ?
Gis naa sa xarit yépp !,J'ai vu tous tes amis !
Gis na sa xarit yépp !,Il a vu tous tes amis !
Gis naa seeni xarit yooyu yépp !,J'ai vu tous vos amis en question !
Gis na seeni xarit yooyu yépp !,Il a vu tous vos amis en question !
Gis naa seen yeneen xarit !,J'ai vu d'autres amis à vous !
Gis na seen yeneen xarit !,Il a vu d'autres amis à vous !
Gis naa sa xarit yeneen yi !,J'ai vu tes autres amis !
Gis na sa xarit yeneen yi !,Il a vu tes autres amis !
Gis naa sama xarit yeneen yooyuu !,J'ai vu mes autres amis !
Gis na sama xarit yeneen yooyuu !,Il a vu mes autres amis !
Gis naa nit ki.,Je vois l'homme.
Gis naa nit ñi.,Je vois les gens.
Gis naa jeeg bi.,Il a vu la dame.
Gis naa jeeg ji.,Il a vu les dames.
Xam naa xale bi.,Je connais l'enfant.
Xam naa xale yi.,Je connais les enfants.
Am na am xar.,Il a un mouton.
Am na ay xar.,Il a des moutons.
Bët,Oeil
Gët,Yeux
Bëñ,Dent
Gëñ,Dents
Wekkil gëñ yii !,Arrache ces dents-là !
Deñcal yëf yi !,Range les affaires !
Seni gëñ la !,C'est leurs dents !
Ay bët yu rafet !,De beaux yeux !
Ku teral nit la !,C'est quelqu'un qui honore l'homme !
Yaral xar !,Élève un mouton !
Yaral xar !,Élève des moutons !
Gis õga nit ki ?,Tu as vu l'homme ?
Gis õga nit ki woon ?,Tu as vu l'homme ?
Gis õga nit ki woon ?,Tu as vu l'homme dont il fut question ?
Xammee õga jabaram joojuwoon ?,Tu as reconnu sa femme ?
Xammee õga jabaram joojuwoon ?,Tu as reconnu sa femme d'autrefois ?
Gis õga coroom la woon ?,Tu te rappelles son amour ?
Gis õga coroom la woon ?,Tu te rappelles son amour d'autrefois ?
Gis õga xale bii ?,Tu vois ce garçon-là ?
Gis õga xale bii woon ?,"Tu vois, ce garçon-là ?"
Gis õga xale bii woon ?,Tu vois ce garçon-là ?
"Xammee õga sa far, woowee woon ?",Tu reconnais ton amour d'autrefois ?
Nit la.,C'est un homme.
Jigéen lanu.,C'est des femmes.
Nit lawoon !,Ce fut un homme !
Nit lawoon !,"Ce fut un homme, un vrai !"
Laobe lañuwoon.,Ils ont été bûcherons.
Dem õga,Tu es parti
Nit õga !,Tu es un homme !
Dem nañu,Nous sommes partis
Nit lañu !,Nous sommes des hommes !
Nit la woon !,Ce fut un homme !
Demoon na,Il a été
Lawbe la.,C'est un bûcheron.
Aw lawbe la.,C'est un bûcheron.
