waxalelukat : qui fait marchander
jéem : essayer ; jëmentu : s'exercer ; jëmentalukaay : terrain d'essai
jiit qui donne : jiitu : être en tête ; jiital : mettre en tête...
wuut qui donne : wuutu : se substituer ; wuutal : substituer
xéew qui donne : xéewal : bonne fortune ; xéewlu : bénéficier d'un sort
xew : événement
jam-jam : piqûre
xar : percer
xar-xar : fente
bëgg-bëgg : désir
tooy-tooy : humidité
xew-xew : événement
waalo : nom de région
waalo-waalo : habitant du Oualo
sax-sax : chef de province
sax-sax : jeune pousse
ñuul : noir ; biir : ventre ; donne ñuulbiir : méchant; méchanceté
jaam : esclave ; buur : roi ; donne jaambur : homme libre
wër : faire le tour ; sëg : cimetière ; donne wërsëg : chance
jambuur : homme libre ÷ jambuur-jambuur : habitant de la région des
kërbët : pas de cheval ÷ kërbët kërbët : galop de cheval
jigéenu wérul : femme qui ne se porte pas bien
jigéenu wérul : femme enceinte
waru gar : prestation obligatoire
waru gar : dot
naaru góor : littéralement maure mâle
naaru góor : cheval pur sang arabe
ñaari goroõ : deux rythmes
ñaari goroõ : figures de danse
moom-sa-réew : indépendance
moom-sa-réew : rentrer en possession de son pays
na jaay : qu'il vende
na jaay : oncle
jarabibaat : femme qui épouse son oncle
jarabibaat : femme qui épouse son oncle
bax : bon ; donne baxbax-lu : faire semblant d'être gentil
góor : mâle ; donne góorgóor-lu : se conduire en homme
wër : faire le tour ; wër-wër : va et vient ; wër wër lu : aller à droite et
xam : savoir ; xam-xam : science ; xam xam lu : jouer au savant
xar : fendre ; xar-xar : fente ; xar xar le : simuler l'agonie
daõ-daõ : trépidation ; daõ daõ : trépigner ; daõ daõ lu : trépigner
raõ-raõ : fracas ; raõ raõ lu : faire du vacarme
jaambur : homme libre ; jaambur-jaambur : habitant du Diambour ;
jaambur jaamburlu : jouer au sage
xar xar : fente ; xarxarle : agoniser ; xarxarlekat : qui simule
wër sëg : chance ; wërsëglóo : bénéficier de quelque chose
daõ daõ : trépidation ; daõdaõluji : aller s'exciter quelque part
bëkknéeg : courtisan ; bëkknéegu : se conduire en courtisan
warugar : dot ; warugarloo : considérer comme une obligation
ñaari goroõ : figure de danse ; ñaari goroõi : aller danser le naari
nit bonul : (l')homme n'est pas mauvais
nit dem na : (un) homme est parti — quelqu'un est parti
gis naa gaynde : j'ai vu (un) lion
nit la : c'est (un) homme
nit kii ci sama wet : cet homme près de moi
nit kookuu ci sa wet : cet homme là près de toi
gis õga nit kale : tu vois cet homme là-bas
"gis õga nit kookale : tu sais, cet homme"
"gis õga nit kookale : tu sais, cet homme"
gis õga nit kee : tu vois cet homme là
"gis õga nit kookee : tu sais, cet homme là"
"gis õga nit kookee : tu vois, cet homme là"
gis naa nit ki : j'ai vu l'homme
gis naa jigéen ju : j'ai vu la femme
xoolal mbër mu : regarde ce (semblant de) lutteur
seetal sarax su : regarde cette aumône
gis õga nit ka : tu as vu l'homme (au passé)
xamoon õga jaõx ba : tu connaissais la jeune fille
xammee õga waa jooju : tu reconnais cet individu-là
xammeewoon õga jigéen jooju : tu avais reconnu la femme
nit kii jaõg na : cet homme a étudié
xale yile yarunañu : ces jeunes gens sont sages
jigéen jale laa wax : je parle de cette dame que voilà
xale buu laa wax : je parle de ce petit
jigéen jule demul : cette femme-ci n'est pas partie
xale yule yaruwuñu : ces enfants que voilà ne sont pas sages
xam õga xale bee : tu connais cet enfant là-bas
jigéen jale : Cette dame là-bas
téere yee laa jënd : c'est ces livres là-bas que j'ai achetés
waxtaanal ag nit kookii ci sa wet : cause avec cet homme qui est à côté
gis õga jigéen ñooñii : tu vois ces femmes-là
mayal nag wile : nourris cette vache-ci
xam õga nit kookuu : tu connais cet homme-là
gis õga xale yooyule : tu as vu ces jeunes gens
nit kookuu génn laa wax : je parle de la personne qui est sortie
gisóon õga jigéen joojule : tu avais vu cette femme
xamoon naa waa joojee : je connaissais cet individu-là
xammeewoon naa jigéen joojale : j'avais reconnu cette dame-là
Gis naa xale ba : J'ai vu l'enfant
Kile nit laa wax : Je parle de cet homme-ci
Jile wax rafetul : Ce n'est pas là une belle parole
Kee nit õgay gis : Cet homme là-bas que tu vois
Yee téere la ma jóox : C'est ces livres-là qu'il m'a donnés
Gis naa am xar : J'ai vu un mouton
Séen naa ak nit : J'ai aperçu un homme (aw nit) ¹
Séen naa ay nit : J'ai aperçu des gens
Nit kan a réer ? : Quel homme s'est égaré ?
Xar man a réer ? : Quel mouton s'est égaré ?
Fas wan a réer ? : Quel cheval s'est égaré ?
Jigéen jan a réer ? : Quelle femme s'est égarée ?
Doom ban a réer ? : Quelle clé s'est égarée ?
Lëf lan a réer ? : Quelle chose s'est égarée ?
Ndaw san a réer ? : Quelle jeune fille s'est égarée ?
Nit ñan ñoo réer ? : Quelles personnes se sont égarées ?
Xar yan ñoo réer ? : Quels moutons se sont égarés ?
Fas yan ñoo réer ? : Quels chevaux se sont égarés ?
Jigéen ñan ñoo réer ? : Quelles femmes se sont égarées ?
Doom yan ñoo réer ? : Quelles clés se sont égarées ?
Yëf yan ñoo réer ? : Quelles choses se sont égarées ?
Saatu yan ñoo réer ? : Quels couteaux se sont égarés ?
Xar moomu man õga wax ? : tu parles de (ce) quel mouton ?
Xar mii man ? : (le) quel mouton ?
Xar yii yan õga jënd ? : Quels moutons (ceux-là) avais-tu achetés ?
Xar yile yan ? : Quels (ceux-là) moutons ?
Ma japp nag yee yan ? : Que j'attrape quelles vaches (celles-là) ?
Mu japp nag yooyu yan ? : Qu'il attrappe quelles vaches (celles-là) ?
Boobu néeg ban õga wax ? : Tu parles de quelle maison (là) ?
Bii néeg ban õga wax ? : Tu parles de quelle maison (ici) ?
Jile jigéen jan õgeen wax ? : Vous parlez de quelle dame (ici) ?
Woowale fas wan õga bëgg ? : Quel cheval (au passé) veux-tu ? Yooyale
xarit yan ño ñëw ? : Quels amis (ceux-là) sont arrivés ?
xar mépp : tout le mouton
néeg bépp : toute la chambre
kër gépp : toute la maison
wax jépp : tout le propos
wax jépp : tout ce discours
génnéel képp nit koo gis : fais sortir tout homme que tu vois
génnéel mépp xar moo gis : fais sortir tout mouton que tu vois
génnéel wépp fas woo gis : fais sortir tout cheval que tu vois
génnéel bépp nag woo gis : fais sortir toute vache que tu vois
teralal béppu nit : honore tout homme
xar mi mépp : le mouton en entier
nag woowa wépp : ce boeuf-là (au passé) en totalité
wall wuu wépp : toute cette part que voici
xar mii mépp : ce mouton-ci en entier
xar moomee mépp : tout ce mouton
xar woowalé wépp : toute cette partie (au passé)
mi xar mépp : ce mouton en entier
man xar mépp ? : quel mouton en entier ?
xar moomule mépp : ce mouton-là en entier
seetil nit ñépp : va voir tous les hommes
seetil xar yépp : va voir tous les moutons
seetil fas yépp : va voir tous les chevaux
seetil nag yépp : va voir toutes les vaches
gisoon naa nit ñooña ñépp : j'ai vu tous ces gens (d'alors au passé)
gisoon naa ñooñale nit ñan : j'ai vu ces gens
gisoon naa xar yi yépp : j'ai vu tous ces moutons-ci
gisoon naa xar yi yépp : j'ai déjà vu tous les moutons
gisoon naa xar yi yépp : j'ai déjà vu tous ces moutons-ci
gisoon naa xar yi yépp : j'ai vu tous ces moutons-ci
nit kenn réerul : aucun homme ne s'est égaré
xar menn réerul : aucun mouton ne s'est égaré
fas wenn réerul : aucun cheval ne s'est égaré
doom benn réerul : aucune clef n'est égarée
jigéen jenn réerul : aucune dame ne s'est égarée
ndaw senn réerul : aucune jeune fille ne s'est égarée
lëf lenn réerul ¹ : rien ne s'est égaré
gayndé genn réerul : aucun lion ne s'est égaré
kenn nit réerul : aucun homme ne s'est égaré
menn xar réerul : aucun mouton ne s'est égaré
jenn jigéen réerul : aucune dame ne s'est égarée
menn nit ñëwul : aucun homme n'est venu
menn xar ñëwul : aucun mouton n'est arrivé
jënd ñaa menn xar mi : j'ai acheté le mouton (l'un)
seetal nit keneen : cherche un autre homme
seetal xar meneen : cherche un autre mouton
seetal fas weneen : cherche un autre cheval
seetal néeg beneen : cherche une autre maison
seetal gaynde geneen : cherche un autre lion
seetal ndaw seneen : cherche une autre jeune fille
seetal jigéen jeneen : cherche une autre dame
seetal lëf leneen : cherche une autre chose
weneen fas la bëgg : c'est un autre cheval que je veux
beneen néeg laa bëgg : c'est une autre maison que je veux
geneen gaynde laa bëgg : c'est un autre lion que je veux
jeneen jabar laa bëgg : c'est une autre épouse que je veux
seneen ¹ ndaw laa bëgg : c'est une autre jeune fille que je veux
beneen ndab laa bëgg : c'est un autre récipient que je veux
meneen nit laa bëgg : c'est un autre homme que je veux
nit keneen ki ñëw na : l'autre homme est venu
keneen nit kooka la wax : il parle de l'autre homme (passé)
fas weneen wu moo daw : c'est l'autre cheval qui s'est égaré
nit keneen kaa laa wax : je parle de cet autre homme que voilà
fas weneen wale moo baax : c'est cet autre cheval là-bas qui est bon
weneen fas wan õga gis ? : quel autre cheval as-tu vu ?
meneen xar mépp moo gis : tout autre mouton que tu vois
yeneen xar yi yépp daw : tous les autres moutons fuirent
sama xarit la : c'est mon ami
sa xarit la : c'est ton ami
xaritam la : c'est son ami
suñu sarit la : c'est notre ami
seen xarit la : c'est votre ami
suñu xarit la : c'est leur ami
gis naa sama xarit bi : j'ai vu mon ami
gis naa sana xarit yi : j'ai vu mes amis
gis naa sama xarit yee : j'ai vu mes amis (ceux de là-bas)
sama aw xarit : un ami à moi
samay xarit : des amis à moi : mes amis
gis õga samay xarit yan ? : tu as vu (mes) quels amis à moi ?
gis naa sa xarit yépp : j'ai vu tous tes amis
gis naa seeni xarit yooyu yépp : j'ai vu tous vos amis en question
gis na seen yeneen xarit : j'ai vu d'autres amis à vous
gis na sa xarit yeneen yi : j'ai vu tes autres amis
gis na sama xarit yeneen yooyuu : j'ai vu mes autres amis (ceux-là)
gis naa nit ki : je vois l'homme
gis naa nit ñi : je vois les gens
gis naa jeeg bi : il a vu la dame
gis naa jeeg ji : il a vu les dames
xam naa xale bi : je connais l'enfant
xam naa xale yi : je connais les enfants
am na am xar : il a un mouton
am na ay xar : il a des moutons
bët : oeil
gët : yeux
bëñ : dent
gëñ : dents
wekkil gëñ yii : arrache ces dents-là
deñcal yëf yi : range les affaires
seni gëñ la : c'est leurs dents
ay bët yu rafet : de beaux yeux
ku teral nit la : c'est quelqu'un qui honore l'homme
yaral xar : élève (des) mouton(s)
gis õga nit ki : tu as vu l'homme
gis õga nit ki woon : tu as vu l'homme (dont il fut question)
xammee õga jabaram joojuwoon : tu as reconnu sa femme (d'autrefois)
gis õga coroom la woon : tu te rappelles son amour (d'autrefois)
gis õga xale bii : tu vois ce garçon-là
"gis õga xale bii woon : tu vois, ce garçon-là"
gis õga xale bii woon : tu vois ce garçon-là
"xammee õga sa far, woowee woon : tu reconnais ton amour d'autrefois"
nit la : c'est un homme
jigéen lanu : c'est (des) femmes
nit lawoon : ce fut un homme (un vrai)
Laobe lañuwoon : ils ont été bûcherons
dem õga : tu es parti
nit õga : tu es (un) homme
dem nañu : nous sommes partis
nit lañu : nous sommes des hommes
nit la woon : ce fut un homme
demoon na : il a été
lawbe la : c'est (un) bûcheron
aw lawbe la : c'est un bûcheron
lawbe bi la : c'est le bûcheron
seen lawbe ba woon la : c'est votre bûcheron (d'autrefois)
dem na : il est parti
dil nit : sois (un) être de raison
du sabar gi : ce n'est pas le tambour
dil jaõgkat : sois quelqu'un de studieux
moo di jaõgkat bi : c'est l'étudiant
moo doon ganam : c'était son hôte habituellement
ya di ban jaõgkat ? : tu es quel (genre d') étudiant ?
ya di seen ban xarit ? : quel ami serais-tu pour eux ?
soo dee góor : si tu es homme
soo dee góor : si tu es un homme
dil nitu réew mi : sois (un) homme de ce pays
dil nitu nit ñi : sois l'homme de tout le monde
dil nitu nit ñi : sois l'homme de la situation
yaa daan ganu Mustaf : tu étais d'habitude l'hôte de Mustapha
du sabar gu rëy : ce n'est pas un grand tambour
xammee naa nagu Tugël : je reconnais une vache d'Europe
xammee naa nagi Tugël : je reconnais (les) vaches d'Europe
gis naa doomu ndaw si : j'ai vu le fils de la dame
gis naa doomi jigéen ja : j'ai vu les enfants de la dame
gis õga doomu jigéen jan ? : tu as vu le fils de quelle femme ?
tann õga doomu benn jigéen : tu as choisi la fille d'une femme
tann õga doomu benn jigéen : tu as choisi la fille d'une autre femme
gis naa doomu nitu Gaanjóol gi : j'ai vu le fils de l'homme de Gandiole
gis naa këru xaritu Biraayim wi : j'ai vu la maison de l'ami de Birayim
gis naa kër xaritam : j'ai vu la maison (de) son ami
kër Biraayim la : c'est la maison de Birayim
boroom kër la : c'est un maître de maison
dëkku Séeréer bii la : c'est (la) ville de ce Sérère
gii dëkku Séeréer la : c'est cette ville de Sérère
gan dëkku Séeréer õga wax : tu parles de quelle ville Sérère
dëkku Séeréer ban õga wax : tu parles de la ville de quel Sérère
béppu dëkku Séeréer set na : tout village Sérère est propre
dëkku béppu Séeréer set na : le village de tout Sérère est propre
Amul ardo benn Jéeri boo xamul : Il n'est Ardo d'aucun Dieri que tu ne
nit ku góor : être humain (lequel) (mâle) : un homme
