french,wolof
Il a un mouton.,Am na am xar.
Il a des moutons.,Am na ay xar.
Oeil,Bët
Yeux,Gët
Dent,Bëñ
Dents,Gëñ
Arrache ces dents-là !,Wekkil gëñ yii !
Range les affaires !,Deñcal yëf yi !
C'est leurs dents !,Seni gëñ la !
De beaux yeux !,Ay bët yu rafet !
C'est quelqu'un qui honore l'homme !,Ku teral nit la !
Élève un mouton !,Yaral xar !
Élève des moutons !,Yaral xar !
Tu as vu l'homme ?,Gis õga nit ki ?
Tu as vu l'homme ?,Gis õga nit ki woon ?
Tu as vu l'homme dont il fut question ?,Gis õga nit ki woon ?
Tu as reconnu sa femme ?,Xammee õga jabaram joojuwoon ?
Tu as reconnu sa femme d'autrefois ?,Xammee õga jabaram joojuwoon ?
Tu te rappelles son amour ?,Gis õga coroom la woon ?
Tu te rappelles son amour d'autrefois ?,Gis õga coroom la woon ?
Tu vois ce garçon-là ?,Gis õga xale bii ?
"Tu vois, ce garçon-là ?",Gis õga xale bii woon ?
Tu vois ce garçon-là ?,Gis õga xale bii woon ?
Tu reconnais ton amour d'autrefois ?,"Xammee õga sa far, woowee woon ?"
C'est des femmes.,Jigéen lanu.
Ce fut un homme !,Nit lawoon !
"Ce fut un homme, un vrai !",Nit lawoon !
Ils ont été bûcherons.,Laobe lañuwoon.
Tu es parti,Dem õga
Tu es un homme !,Nit õga !
Nous sommes partis,Dem nañu
Nous sommes des hommes !,Nit lañu !
Ce fut un homme !,Nit la woon !
Il a été,Demoon na
C'est un bûcheron.,Lawbe la.
C'est un bûcheron.,Aw lawbe la.
C'est le bûcheron !,Lawbe bi la !
C'est votre bûcheron d'autrefois !,Seen lawbe ba woon la !
Il est parti.,Dem na.
Sois un être de raison !,Dil nit !
Ce n'est pas le tambour !,Du sabar gi !
Sois quelqu'un de studieux !,Dil jaõgkat !
C'est l'étudiant.,Moo di jaõgkat bi.
C'était son hôte habituellement.,Moo doon ganam.
Tu es quel étudiant ?,Ya di ban jaõgkat ?
Tu es quel genre d'étudiant ?,Ya di ban jaõgkat ?
Quel ami serais-tu pour eux ?,Ya di seen ban xarit ?
Si tu es homme,Soo dee góor
Si tu es un homme,Soo dee góor
Sois homme de ce pays !,Dil nitu réew mi !
Sois un homme de ce pays !,Dil nitu réew mi !
Sois l'homme de tout le monde !,Dil nitu nit ñi !
Sois l'homme de la situation !,Dil nitu nit ñi !
Tu étais d'habitude l'hôte de Mustapha,Yaa daan ganu Mustaf
Ce n'est pas un grand tambour.,Du sabar gu rëy.
Je reconnais une vache d'Europe !,Xammee naa nagu Tugël !
Je reconnais les vaches d'Europe !,Xammee naa nagi Tugël !
J'ai vu le fils de la dame.,Gis naa doomu ndaw si.
J'ai vu les enfants de la dame.,Gis naa doomi jigéen ja.
Tu as vu le fils de quelle femme ?,Gis õga doomu jigéen jan ?
Tu as choisi la fille d'une femme.,Tann õga doomu benn jigéen.
Tu as choisi la fille d'une autre femme.,Tann õga doomu benn jigéen.
J'ai vu le fils de l'homme de Gandiole.,Gis naa doomu nitu Gaanjóol gi.
J'ai vu la maison de l'ami de Birayim.,Gis naa këru xaritu Biraayim wi.
J'ai vu la maison de son ami.,Gis naa kër xaritam.
C'est la maison de Birayim.,Kër Biraayim la.
C'est un maître de maison.,Boroom kër la.
C'est la ville de ce Sérère.,Dëkku Séeréer bii la.
C'est cette ville de Sérère.,Gii dëkku Séeréer la.
Tu parles de quelle ville Sérère ?,Gan dëkku Séeréer õga wax ?
Tu parles de la ville de quel Sérère ?,Dëkku Séeréer ban õga wax ?
Tout village Sérère est propre !,Béppu dëkku Séeréer set na !
Le village de tout Sérère est propre !,Dëkku béppu Séeréer set na !
Il n'est Ardo d'aucun Dieri que tu ne connaisses !,Amul ardo benn Jéeri boo xamul !
J'ai vu l'ovin mâle.,Gis naa xar mu góor ma.
J'ai vu le mouton mâle.,Gis naa xar mu góor ma.
Il a tué une lionne.,Ray na gaynde gu jigéen.
Il a tué les lionnes.,Ray na gaynde yu jigéen ya.
Choisis une jument du Wâlo.,Tannal fasu Waalo wu jigéen.
C'est un homme.,Nit ku góor la.
C'est un homme généreux !,Nit ku baax la !
C'est quelqu'un de bien !,Nit ku baax la !
C'est un homme qui fut bon !,Nit ku baaxoon la !
C'est un homme qui n'est pas bon !,Nit ku baaxul la !
C'est un homme qui eût été bon !,Nit ku baaxkoon la !
C'est cet homme qui eût été bon !,Nit ki baaxkoon la !
C'est cet homme-là qui eût été bon !,Nit kooka baaxkoon la !
Tu es un homme simplement !,Nit doõõ õga !
Tu es uniquement un homme !,Nit doõõ õga !
Vous êtes des enfants seulement !,Xaleel rekk õgeen !
C'est un homme mûr véritablement !,Mag dëgg là !
L'homme peut-il partir ?,Góor gi dem ?
Que la personne sorte ?,Ndax waa ji génn ?
C'est moi qui vais partir,Maay dem
Peut-il partir ?,Mu dem ?
Qui a été,Ku dem
Afin qu'il se passe quoi ?,Ndax lan am ?
Quelqu'un peut-il partir ?,Ndax kenn dem ?
Alors celui-ci s'en alla !,Noona kooku dem !
Cet homme qui a été,Góor gii demoon
Voila que j'ai été,Maa õgii demoon
C'est ce qu'il a dit !,Li mu waxoon la !
C'est ce qu'il a dit qui est vrai !,Li mu waxoon la !
Si l'homme accepte,Su góor gi bëggée
C'est quand tu es venu,Bi õga ñëwée la
C'est lui qui serait allé,Moo demkoon
L'homme n'a pas été,Góor gi demul
C'est toi qui n'a pas été,Yaa demulwoon
Qui ne serait pas allé,Ku demkoonul
Celui-là est parti,Kooku dem na
D'autre sont partis,Ñeñeen dem nañu
Lui il est parti,Moom dem na
L'homme avait été,Góor gi demoon na
L'homme eut été,Góor gi demkoon na
L'homme partit,Góor gi dem
Que l'homme parte ?,Góor gi dem ?
L'homme est parti,Gor gi dem na
Les hommes ne t'ont pas vu,Góor ñi gisuñu la
Que l'homme parte,Na gor gi dem
Que tu partes,Na õga dem
C'est toi qui es parti,Yaa demoon
Qu'il ne parte pas,Bu mu dem
Ne partez pas,Buleen dem
Alors il partit,Noona mu dem
"S'il parle, je viens",Su waxee më ñëw
C'est lorsque tu t'en allas.,Ba õga demee la.
C'est lorsque la femme arriva,Bi jigéen ji ñëwée la
Je serais parti,Demkoon naa
Vous seriez morts,Deekoon õgeen
L'homme serait mort,Góor gi deekoon na
L'homme qui eût travaillé,Waa ji liggéeykoon
Ce qu'il eût fait,Li mu defkoon
Car c'est toi qui eûsses été heureux.,Ndax yaa begkoon.
Tu aurais été sans l'y trouver.,Ya õgi demkoon doo ka fa fekk.
C'est l'homme qui serait venu,Góor gi moo ñëwkóon
Il demande si tu aurais été,Mi õgiy laaj ndax demkoon õga
Viens !,Kaay !
Vas-y !,Dem fa !
Va le voir !,Seeti ka !
Va les voir !,Gisi leen !
Cherche-les à l'intérieur,Wut leen ci biir
Va !,Démal !
Sors !,Génnal !
Fais sortir,Génnéel
Venez !,Kaayleen !
Allez là-bas !,Demleen foofu !
Dites-lui,Nileen ka
Dites-leur,Nileen leen
Mais cet homme est parti,Gor gii dem
Cet homme qui a été,Gor gii dem
Que cet homme parte ?,Gor gii dem ?
C'est lui qui est parti,Moo dem
Voilà que j'ai été pour rien !,Maa õgi dem ci dara !
C'est lui qui aime,Moo bëgg
Voilà qu'il a été et qu'il est revenu,Mi õgii dem ba delusi
Où a-t-il été ?,Fu mu dem ?
Où veut-il,Fu mu bëgg
Quelle partie veut-il,Fu mu bëgg
Qu'il ne parte pas,Bu ñu dem
L'homme veut,Góor gi bëgg na
"Vous, vous avez été",Yéen dem õgeen
"Vous, vous voulez",Yéen bëgg õgeen
L'homme ne part pas,Góor gi demul
L'homme ne veut pas,Góor gi bëggul
L'homme n'a pas voulu,Góor gi bëggul
S'ils ne veulent pas,Suñu bëggul
Je n'irai pas,Demuma
Je n'ai pas été,Demuma
Je ne veux pas,Bëgguma
"Si l'homme vient, tout ira !",Su góor gi nëwée lépp baax !
"Quand on ira, tout ira !",Bu nu demee lépp baax !
C'est quand tu as été.,Bi õga demee la.
C'est à l'époque où mourut cet homme.,Ba waa ji dee la.
Cet homme qui était parti,Góor gii demoon
Cet homme qui aimait,Góor gii bëggóon
Cet homme qui avait voulu,Góor gii bëggóon
Cet homme qui voulait,Góor gii bëggóon
C'est lui qui avait été,Moo demoon
Voilà que tu as été dans un lieu interdit.,Yaa õgii demoon fu ñu la tere.
Où avait-il été ?,Fu mu demoon ?
Comme il avait ainsi été en ce lieu,Noonu mu demoon foofa
S'il avait été,Su demoon
S'il n'avait pas été,Bu demulwoon
L'homme n'a pas été,Waa ji demulwoon
L'homme qui eut été,Góor gi demkoon
C'est toi qui serais venu,Yaa ñëwkóon
Ce qu'il aurait à faire,Li mu defkoon
Tu serais parti,Demkoon õga
L'individu serait parti,Waa ji demkoon na
L'individu devait partir,Waa ji demkoon na
Va !,Demal !
Allez !,Demleen !
C'est lui qui allait,Moo doon dem
C'est lui qui allait habituellement,Moo daan dem
C'est moi qui pars,Maa di dem
C'est moi qui dois partir,Maa di dem
C'est le Laobe.,Moo di Lawbe bi.
L'homme cultive,Góor gi di bày
Mais l'homme cultive,Góor gi di bày
L'homme ne cultivera pas,Góor gi du bày
L'homme ira,Góor gi dana dem
L'homme ira,Góor gi dana demi
C'est moi qui n'ai pas été,Maa demul
L'homme n'a pas été,Góor gi moo demul
Cette personne n'a pas été,Waa jii moo demul
Personne n'était venu,Yéena dikkulwoon
C'est lui qui n'eût pas été,Moo demkoonul
Moi je n'ai pas été,Man demuma
Moi je n'irai pas,Man demuma
"Toi, tu n'as pas été",Yaa õgi demuloo
"Toi que voilà, tu n'as pas été",Yaa õgi demuloo
"L'homme est là, il ne vint pas",Góor gaa õgi dikkul
Je ne vous eusse pas vus,Giskóonuma leen
"Vous, vous n'avez pas été",Yéen demuleenwoon
Il ne les avait pas vus,Gisu leen woon
Vous ne les aviez pas vus,Gisu leen leen woon
Vous n'y aviez vu personne,Gisu leen fa kenn
Tu n'y avais vu personne,Gisuleen fa woon kenn
Je n'aurais pas été,Demkoonuma
Nous n'aurions pas parlé,Waxkoonuñu
Nous ne l'eussions pas vu,Giskoonuñu ka
Il ne t'avait pas vu,Gisu la woon
Je n'y avais pas été,Demuma fa woon
C'est moi le professeur.,Maa di jaõgalékat bi.
Cela c'est un baobab.,Loolu di guy.
L'homme qui parle,Góor gii di wax
Cette personne qui parle,Waa ji di wax
L'homme qui part,Góor gi di dem
L'homme partant,Góor gi di dem
Cet homme qui part,Góor gii di dem
Góor giy dem,Góor gi di dem
L'individu était un Laobe.,Waa ji doon Lawbe.
Il était Lebou de Yoff.,Mu doon Lebu Yoff.
C'était un Lebou.,Mu doon Lebu Yoff.
C'est lui qui parlait,Moo doon wax
Le voilà qui partait,Ma õgee doon dem
C'est vous qui alliez partir,Yeena doon dem
C'est toi qui avais l'habitude d'aller,Yaa daan dem
L'homme qui travaillait d'habitude,Góor gi daan liggéey
C'est toi qui avais l'habitude d'aller,Yaa daawoon dem
Celui-là qui avait l'habitude d'aller,Kooku daawoon dem
L'homme qui avait l'habitude d'aller,Góor gii daawoon dem
Alors qu'il sera en train de partir,Su dee dem
S'il part,Su dee dem
S'il est parti,Su demee
Une fois là-bas,Su demee
S'il part,Su demee
Une fois en chemin,Su dee dem
Quand il partira,Su dee dem
Lorsqu'il a été,Bi mu demee
S'il est Laobe,Su dee Lawbe
S'il est Laobe de Rao,Su dee Lawbe Rao
Si celui-ci est fils de Birayim,Su kii dee doomu Birayim
C'est toi qui aurais parlé,Yaa doonkoon wax
C'est toi qui eusses été élu,Yaa doonkoon falu
C'est moi qui ne pars pas,Maa dul dem
Appelle l'homme qui ne part pas,Wool góor gi dul dem
Appelle celui-là qui ne part pas,Wool kee dul dem
Appelle celui-là qui ne partira pas,Wool kee dul dem
C'est lui qui n'est pas Laobe du Baol.,Moo dul Lawbe Bawal.
Appelle les enfants qui n'iront nulle part.,Wool xale yi dul dem fenn.
"S'il ne vient pas, il verra !",Su ñëwul dana xam !
"S'il ne vient pas, eh bien, il verra !",Su ñëwul dana xam !
S'il n'était pas Laobe,Su dulwoon Lawbe
C'est ce personnage qui n'allait pas partir,Waa ji moo dulwoon dem
C'est lui qui n'avait pas l'habitude de venir,Moo dawulwoon ñëw
"L'homme ne parlait pas, habituellement.",Góor gi daawul wax.
J'irai,Danaa dem
Eux parleront,Ñoom danañu wax
L'homme partira,Góor gi dana dem
Les femmes accepteront,Jigéen ñi danañu naõgu
Sois homme de vérité !,Dil nitu dëgg !
Tais-toi !,Dil noppi !
Je n'irai pas,Duma dem
L'homme ne rentrera pas chez lui.,Góor gi du ñibbi.
L'homme n'est pas un orfèvre.,Góor gi du tëggu wurus.
Tu ne viendras pas ?,Doo ñëw ?
Tu n'es pas homme de paix !,Doo nitu jamm !
Tu n'es pas un homme de paix !,Doo nitu jamm !
Vous ne mangez pas,Duõgeen lekk
Ils ne vont pas manger,Duñu lekki
Ce n'était pas un homme de Saint-Louis.,Du woon góoru Ndar.
Il ne serait pas parti,Du woon dem
Vous ne seriez pas venus,Duõgeen woon ñëw
"Tu ne bavardais pas, en général.",Yaw daawuloo coow.
"Les gens n'étaient pas, habituellement, bavards.",Nit ñi daawuñu coow.
"Tu ne bavardais pas, généralement.",Daawuloo woon coow.
"Ceux-ci n'allaient pas, généralement.",Ñii daawuñu dem.
L'homme eût été un savant.,Góor gi doonkoon na boroom xamxam.
Toi tu eusses été notre guide.,Yaw doonkoon õga suñu njiit.
Les gens n'eussent pas été des maîtres.,Nit ñi doonkoonuñu ay kaaõ.
Il est parti,Dafa dem
"L'homme, il n'est pas parti ?",Gor gi dafa demul ?
Ceux-ci ne sont pas partis ?,Ñii dañu demul ?
Ceux-là n'ont pas été,Nee dañu demul woon
Celui-ci serait parti,Kii dafa demkoon
Celui-ci allait partir,Kii dafa demkoon
C'est ceux-là qui n'eussent pas été,Ñee dañu demulkoon
C'est un homme de son époque.,Dafa di nitu tay.
C'est lui qui part.,Dafa di dem.
Il doit partir.,Dafa di dem.
C'est un homme de vérité.,Dafa doon nitu dëgg.
Il travaillait.,Dafa doon liggéey.
Tu ne travaillais pas d'habitude.,Daõga daawul liggéey.
Nous serions des gens de fortune.,Dañu doonkoon nitu alal.
C'est moi qui ai été,Maa dem
C'est que j'ai été,Dama dem
C'est que j'ai effectivement été,Dama dem
J'ai été,Dem naa
C'est moi qui pars,Maay dem
Moi je partirai,Damay dem
Moi je partirai,Dama di dem
Je partirai,Dinaa dem
Il a l'habitude d'aller,Dana di dem
Il avait l'habitude de sortir.,Daan na di génn.
Il ne se manifestait pas d'habitude.,Daawul di feeñu.
C'est lui qui avait l'habitude de travailler.,Moo daawoon di liggéey.
Il m'a vu moi-même.,Gis na ma man mi.
Il m'a vu moi-même que voilà.,Gis na ma man mi.
Je parle de toi-même.,Yaw moomu laa wax.
C'est nous-même qu'il cherche.,Ñun ñii lay set.
Il parle de vous ?,Yéen ñan la wax ?
Il parle de qui de vous ?,Yéen ñan la wax ?
Il parle desquels de vous ?,Yéen ñan la wax ?
Il parle desquelles de vous ?,Yéen ñan la wax ?
Je parle de vous tous !,Yéen ñépp laa wax !
Je ne parle que de toi.,Yaw doõõ laa wax.
Je parle de toi seul.,Yaw doõõ laa wax.
Je te parle à toi fils de Massar.,Yawum Masaar laa wax.
Toi tu as été,Yaw dem õga
L'homme a causé avec toi.,Góor gi waxtaan na ag yaw.
L'homme a parlé avec toi.,Góor gi waxtaan na ag yaw.
"Samba, toi, tu as été","Samba, yaw, yaa dem"
"C'est toi qui l'as vu, lui.",Yaa ka gis moom.
"C'est toi qui l'as vu, lui, Samba.",Yaa ka gis moom Samba.
Il m'a vu !,Gis na ma !
Il ne te parle pas.,Waxu la.
Il m'a vu moi !,Gis na ma man !
"Il ne te parle pas, à toi !",Waxu la yaw !
"Te voilà debout, ici.",Yaa õgi tawax.
Nous voilà assis,Ñu õgi toog
Le voilà assis là-bas.,Ma õgii toog.
"Le voilà, là-bas, qui s'en va",Mu õgooguu di dem
"Les voilà, là-bas.",Ñu õgoogee.
"Te voilà, là.",Yaa õgoogule.
"Ceux-là, les voilà.","Ñoonu, ñu õgii."
"Moi, me voilà.","Man, maa õgi."
"L'homme, le voilà.",Góor gi mi õgi.
"L'homme, le voilà.",Góor gaa õgi.
En voilà un.,Kenn a õgi.
En voilà un autre.,Keneen a õgi.
En voilà d'autres.,Ñeneen a õgi.
Me voilà parti.,Ma õgii dem.
C'est moi qui pars.,Maa dem.
"Sur ces entrefaites, moi, je quittais.","Noonu, man, më dem."
"Te voila, tu as été","Yaa õgi, dem õga"
Dis à l'homme de partir !,Waxal góor gi mu dem !
Dis à l'homme qu'il parte !,Waxal góor gi mu dem !
Dis à d'autres de partir !,Waxal ñeñeen ñu dem !
Qu'il parte ?,Mu dem ? ?
"Sur ces entrefaites, je partis.",Noonu ma dem.
C'est ce que nous avons dit.,Li ñu wax la.
C'est là que vous seriez allés.,Fi õgeen demkoon la.
Que je ne parte pas !,Bu më dem !
Ne pars pas !,Bul dem !
Ne partons pas !,Bu ñu dem !
Ne partez pas !,Buleen dem !
Qu'ils ne partent pas !,Bu ñu dem !
Celles-ci,Yooyuu
"Ceux-là, il ne les apprécie guère !",Yooyale deey bëggu leen !
"Ceux-là, il ne les apprécie pas !",Yooyale deey bëggu leen !
Tu as vu qui ?,Gis õga kan ?
Qui est parti ?,Ku dem ?
Lesquels ont fui ?,Yu daw ?
Afin que parte qui ?,Ndax kan dem ?
Afin que parte ?,Ndax kan dem ?
Afin que qui parte ?,Ndax kan dem ?
Lesquels sont arrivés ?,Yan ñoo yeksi ?
Tu as vu qui ?,Daõga gis kan ?
Quel homme as-tu vu ?,Daõga gis kan ?
Lequel as-tu vu ?,Jan õga gis?
Nul n'est venu.,Kenn nëwul.
Aucun autre n'est parti.,Keneen demul.
L'homme n'en a pas vu un autre.,Góor gi gisul meneen.
